CityName,CityCode,MSOAName,MSOACode,SunshineHours,Time
Birmingham,J01000007,Birmingham 023,E02001849,47.92066738413921,2020-12
Birmingham,J01000007,Birmingham 023,E02001849,34.77608429898979,2021-01
Birmingham,J01000007,Birmingham 023,E02001849,71.23923903130705,2021-02
Birmingham,J01000007,Birmingham 023,E02001849,96.78365670411628,2021-03
Birmingham,J01000007,Birmingham 023,E02001849,208.6214282359678,2021-04
Birmingham,J01000007,Birmingham 023,E02001849,144.94014491698795,2021-05
Birmingham,J01000007,Birmingham 023,E02001849,187.7640497445211,2021-06
Birmingham,J01000007,Birmingham 023,E02001849,204.23311298797623,2021-07
Birmingham,J01000007,Birmingham 023,E02001849,104.9465261896779,2021-08
Birmingham,J01000007,Birmingham 023,E02001849,147.04587126172714,2021-09
Birmingham,J01000007,Birmingham 023,E02001849,95.89373601337523,2021-10
Birmingham,J01000007,Birmingham 023,E02001849,49.172993321792305,2021-11
Birmingham,J01000007,Birmingham 023,E02001849,23.444885278426817,2021-12
Birmingham,J01000007,Birmingham 024,E02001850,45.948040988887136,2019-01
Birmingham,J01000007,Birmingham 024,E02001850,111.68671285189549,2019-02
Birmingham,J01000007,Birmingham 024,E02001850,129.65988818008978,2019-03
Birmingham,J01000007,Birmingham 024,E02001850,155.73763203046474,2019-04
Birmingham,J01000007,Birmingham 024,E02001850,191.4609130868343,2019-05
Birmingham,J01000007,Birmingham 024,E02001850,137.58061409137787,2019-06
Birmingham,J01000007,Birmingham 024,E02001850,181.91919004467405,2019-07
Birmingham,J01000007,Birmingham 024,E02001850,198.9333386602889,2019-08
Birmingham,J01000007,Birmingham 024,E02001850,168.90345200363674,2019-09
Birmingham,J01000007,Birmingham 024,E02001850,87.66269154496734,2019-10
Birmingham,J01000007,Birmingham 024,E02001850,46.336550171761935,2019-11
Birmingham,J01000007,Birmingham 024,E02001850,54.53409368902346,2019-12
