MSOACode,MSOAName,CityCode,CityName,background,building,road,water,barren,forest,agricultural
E02002199,Bradford 017,J01000013,Bradford,0.6326223229462246,0.1286556855687555,0.062419981326697,0.0287035276305,0.0059085881934975,0.1416733219938458,1.657234047943691e-05
E02002201,Bradford 019,J01000013,Bradford,0.6708228365833541,0.1573750043770231,0.0688563495043264,0.0013523177796625,0.0072565937422186,0.0932675790976718,0.0010693189157432
E02002206,Bradford 024,J01000013,Bradford,0.6633137803529706,0.104425631473475,0.0609333155470314,0.0051099219532293,0.0813588242982831,0.082060117428707,0.0027984089463034
E02002208,Bradford 026,J01000013,Bradford,0.6609081773120417,0.1714613473431638,0.0935756792638344,0.0001098924249126,0.0001440945946666,0.0737974783570834,3.330704297407913e-06
E02002209,Bradford 027,J01000013,Bradford,0.6732380133083687,0.1204077130406434,0.0848136011571616,0.0086229963880169,0.0246058454189554,0.087940300585072,0.0003715301017817
E02002210,Bradford 028,J01000013,Bradford,0.6654878752373885,0.1426125294603461,0.0729349016969728,0.0126936244825782,0.0012587501492562,0.1009109919074667,0.0041013270659911
E02002211,Bradford 029,J01000013,Bradford,0.5760104673932601,0.1287418042391228,0.0595649390482796,0.0013042750365666,0.0314699260830702,0.1984434085296132,0.0044651796700872
E02002212,Bradford 030,J01000013,Bradford,0.6275081416400294,0.1336542732985228,0.0575550859734851,0.0115628854443793,0.040412815583555,0.1293067980600282,0.0
E02002214,Bradford 032,J01000013,Bradford,0.6524800203284439,0.1694438077965561,0.0925606241031569,0.0099173721002072,0.031008599728954,0.0442091027084661,0.0003804732342155
E02002215,Bradford 033,J01000013,Bradford,0.56768744638033,0.252190049786434,0.0922720365435163,0.0,0.0072949846214223,0.0768850451317903,0.003670437536507
E02002216,Bradford 034,J01000013,Bradford,0.5133929959049931,0.1718032978199146,0.078275133062292,0.0099828154952437,0.0487874878777398,0.1775221471433286,0.0002361226964879
E02002217,Bradford 035,J01000013,Bradford,0.6042075029878401,0.1175751578391699,0.0800892792688013,0.008392208655512,0.0005421726610626,0.1888858865663501,0.0003077920212637
E02002218,Bradford 036,J01000013,Bradford,0.6547362755651238,0.1367610114254659,0.0834397068578024,0.0385920234080664,0.0213890937994062,0.0650818889441351,0.0
E02002219,Bradford 037,J01000013,Bradford,0.5406044344989189,0.25104632265574,0.08910634810246,0.0056126049230988,0.0090041596335468,0.1046100347533861,1.609543284921671e-05
E02002220,Bradford 038,J01000013,Bradford,0.629586577220361,0.1965312551944814,0.0981437071255498,0.0087062255060224,0.0113870773690031,0.0556451575845821,0.0
E02002221,Bradford 039,J01000013,Bradford,0.5653068428917086,0.2471894611363804,0.1071982377275562,3.806438110516746e-05,0.0133956991771238,0.0663571906186569,0.0005145040674687
E02002222,Bradford 040,J01000013,Bradford,0.6409656470420801,0.1365878028327254,0.0627701564987688,0.0020680721337196,0.0214140290897604,0.1296893296083567,0.0065049627945886
E02002223,Bradford 041,J01000013,Bradford,0.5590234119388008,0.2388305040618616,0.0854470990407941,0.0003824204784856,0.0523184755849399,0.063672245949111,0.0003258429460067
E02002224,Bradford 042,J01000013,Bradford,0.6313199865794603,0.2139088868626442,0.0815177872513506,0.0019963832173225,0.0035094915064004,0.0675343811394891,0.0002130834433325
E02002226,Bradford 044,J01000013,Bradford,0.5871108476705305,0.2278347465935654,0.0807539915207132,0.0,0.0078990408486536,0.095322050045258,0.0010793233212791
E02002227,Bradford 045,J01000013,Bradford,0.5680686134782115,0.198083330050642,0.100806674635209,0.0023250615619136,0.0057493284987687,0.1203285489252316,0.0046384428500234
E02002228,Bradford 046,J01000013,Bradford,0.6172579746014676,0.2217279719920293,0.0743844962795736,0.0010351760184716,0.0244473847300417,0.0611155892190663,3.1407159349696354e-05
E02002229,Bradford 047,J01000013,Bradford,0.6403961181640625,0.1362685464544828,0.0686924361687844,0.0532893713964717,0.0354398932747649,0.0636487829700672,0.0022648515713663
E02002230,Bradford 048,J01000013,Bradford,0.5817397530197251,0.2237582808690713,0.1024844988018063,2.3656533964982268e-05,0.0215194810366799,0.070210406797152,0.0002639229416001
E02002231,Bradford 049,J01000013,Bradford,0.6224555826898831,0.1681123278034267,0.081724081466447,0.007821339279858,0.0109411353495583,0.1086544207672574,0.0002911126435692
E02002232,Bradford 050,J01000013,Bradford,0.5793184807328399,0.1935541768946072,0.0794881085941299,0.0001285419389895,0.0182517678821133,0.1291773161535597,8.16078037603356e-05
