Date,NOx_1,NOx_2,PM10_1,PM10_2,PM2.5_2
2021-03-14,30,7,10,10,6
2021-03-15,54,32,27,24,13
2021-03-16,58,32,23,20,12
2021-03-17,99,57,39,32,18
2021-03-18,50,40,21,17,12
2021-03-19,99,28,12,7,4
2021-03-20,45,25,18,17,12
2021-03-21,38,17,16,15,10
2021-03-22,73,30,23,19,11
2021-03-23,102,23,21,14,8
2021-03-24,88,27,20,13,7
2021-03-25,96,23,21,12,5
2021-03-26,72,15,13,8,4
2021-03-27,43,13,16,12,5
2021-03-28,19,8,5,3,1
2021-03-29,61,15,10,6,2
2021-03-30,200,33,36,25,14
2021-03-31,163,35,49,37,20
2021-04-01,77,10,19,13,7
2021-04-02,80,12,14,12,7
2021-04-03,88,20,27,25,13
2021-04-04,43,20,29,28,17
2021-04-05,27,9,10,11,4
2021-04-06,47,28,18,15,5
2021-04-07,75,30,14,16,5
2021-04-08,No data,17,13,10,4
2021-04-09,85,28,16,12,6
2021-04-10,88,30,17,12,9
2021-04-11,47,15,16,9,6
2021-04-12,114,60,23,16,7
2021-04-13,146,78,23,22,10
2021-04-14,148,43,29,21,12
2021-04-15,165,21,28,12,6
2021-04-16,201,24,34,17,9
2021-04-17,153,33,42,25,17
2021-04-18,109,16,29,23,16
2021-04-19,191,20,37,21,11
2021-04-20,129,50,45,44,26
2021-04-21,91,14,30,24,14
2021-04-22,150,15,29,20,8
2021-04-23,139,18,26,17,7
2021-04-24,93,15,23,17,9
2021-04-25,48,8,14,11,7
2021-04-26,139,21,25,19,9
2021-04-27,114,48,27,19,9
2021-04-28,98,16,25,17,10
2021-04-29,96,38,19,11,7
2021-04-30,128,40,20,12,8
2021-05-01,114,39,22,15,11
2021-05-02,77,30,20,15,10
2021-05-03,51,14,12,7,5
2021-05-04,52,20,10,6,3
2021-05-05,114,31,13,8,4
2021-05-06,90,36,14,8,4
2021-05-07,118,32,16,11,6
2021-05-08,71,23,11,5,4
2021-05-09,52,11,10,6,3
2021-05-10,91,20,16,9,4
2021-05-11,158,24,21,9,5
2021-05-12,155,32,17,10,6
2021-05-13,117,33,30,15,9
2021-05-14,147,28,23,19,14
2021-05-15,103,22,20,13,10
2021-05-16,83,14,14,7,4
2021-05-17,64,39,20,12,8
2021-05-18,82,38,11,8,4
2021-05-19,61,46,16,14,7
2021-05-20,88,23,10,8,4
2021-05-21,65,21,6,4,3
2021-05-22,56,34,8,8,4
2021-05-23,53,15,8,6,3
2021-05-24,129,33,15,9,5
2021-05-25,60,21,15,11,5
2021-05-26,61,44,14,12,7
2021-05-27,129,37,20,14,9
2021-05-28,149,37,22,16,10
2021-05-29,99,27,22,16,11
2021-05-30,52,11,13,10,6
2021-05-31,65,10,20,18,13
2021-06-01,88,14,23,19,11
2021-06-02,82,14,30,22,12
2021-06-03,88,20,27,19,11
2021-06-04,97,38,18,15,6
2021-06-05,70,29,14,13,7
2021-06-06,49,18,13,9,6
2021-06-07,106,24,18,11,7
2021-06-08,106,27,17,11,6
2021-06-09,89,22,14,8,4
2021-06-10,76,16,12,5,2
2021-06-11,61,19,13,10,4
2021-06-12,36,28,16,15,8
2021-06-13,67,16,13,9,4
2021-06-14,45,29,16,13,6
2021-06-15,124,27,24,17,8
2021-06-16,99,27,19,12,5
2021-06-17,38,38,16,14,6
2021-06-18,86,27,15,12,6
2021-06-19,65,14,12,8,5
2021-06-20,55,7,18,12,8
2021-06-21,96,19,19,11,7
2021-06-22,77,31,17,16,9
2021-06-23,56,35,24,24,16
2021-06-24,64,40,17,14,9
2021-06-25,82,25,13,8,4
2021-06-26,65,13,13,9,6
2021-06-27,57,8,16,12,9
2021-06-28,101,27,16,10,7
2021-06-29,101,28,21,17,11
2021-06-30,91,35,27,25,16
2021-07-01,105,37,30,27,18
2021-07-02,139,31,29,25,17
2021-07-03,98,25,18,11,7
2021-07-04,77,17,12,8,6
2021-07-05,97,23,13,8,4
2021-07-06,67,16,No data,6,3
2021-07-07,84,32,No data,9,5
2021-07-08,71,39,No data,16,10
2021-07-09,107,33,No data,14,9
2021-07-10,78,16,19,14,10
2021-07-11,76,13,13,9,5
2021-07-12,67,40,11,10,6
2021-07-13,38,No data,12,No data,No data
2021-07-14,33,No data,13,No data,No data
2021-07-15,39,39,17,15,8
2021-07-16,47,46,17,15,8
2021-07-17,51,37,16,17,8
2021-07-18,45,20,17,15,8
2021-07-19,73,31,21,18,7
2021-07-20,64,38,31,24,10
2021-07-21,94,18,34,26,15
2021-07-22,118,26,33,25,13
2021-07-23,64,13,23,20,12
2021-07-24,53,10,12,13,6
2021-07-25,53,18,16,15,10
2021-07-26,58,36,23,25,14
2021-07-27,102,35,30,29,20
2021-07-28,75,18,13,9,5
2021-07-29,63,17,8,7,3
2021-07-30,62,34,10,8,5
2021-07-31,57,23,11,9,5
2021-08-01,67,16,10,9,5
2021-08-02,109,37,15,13,7
2021-08-03,118,33,16,12,7
2021-08-04,133,27,20,16,10
2021-08-05,121,24,17,11,6
2021-08-06,66,17,11,8,4
2021-08-07,66,23,10,8,4
2021-08-08,37,13,6,6,3
2021-08-09,87,24,10,8,5
2021-08-10,61,31,12,12,7
2021-08-11,99,28,12,9,5
2021-08-12,86,27,14,12,5
2021-08-13,54,17,14,12,5
2021-08-14,81,27,13,11,6
2021-08-15,50,16,10,9,5
2021-08-16,50,17,21,20,13
2021-08-17,48,16,9,7,4
2021-08-18,52,28,10,10,7
2021-08-19,118,30,10,8,4
2021-08-20,137,41,14,7,3
2021-08-21,137,41,14,8,5
2021-08-22,36,24,11,10,6
2021-08-23,91,21,14,12,8
2021-08-24,95,22,14,9,5
2021-08-25,98,34,15,13,8
2021-08-26,80,24,12,12,7
2021-08-27,89,39,9,9,4
2021-08-28,79,43,15,14,8
2021-08-29,76,15,15,14,9
2021-08-30,79,14,8,8,5
2021-08-31,93,25,9,8,4
2021-09-01,91,31,20,17,10
2021-09-02,87,13,20,15,9
2021-09-03,95,18,21,15,10
2021-09-04,73,16,18,20,13
2021-09-05,89,12,25,20,12
2021-09-06,140,44,42,37,24
2021-09-07,149,30,45,33,21
2021-09-08,123,17,35,29,15
2021-09-09,151,34,29,21,13
2021-09-10,119,32,15,11,6
2021-09-11,52,26,10,10,6
2021-09-12,73,25,11,10,7
2021-09-13,87,14,13,10,5
2021-09-14,105,27,18,15,11
2021-09-15,103,67,23,21,15
2021-09-16,147,47,19,15,9
2021-09-17,168,39,18,12,6
2021-09-18,127,29,21,14,10
2021-09-19,51,24,11,10,6
2021-09-20,86,49,15,14,8
2021-09-21,130,67,22,18,10
2021-09-22,97,39,14,11,6
2021-09-23,52,38,16,15,7
2021-09-24,93,31,13,11,5
2021-09-25,132,39,14,10,6
2021-09-26,70,13,12,9,6
2021-09-27,70,14,9,6,2
2021-09-28,133,34,13,8,4
2021-09-29,80,20,11,8,4
2021-09-30,76,23,8,7,3
2021-10-01,76,17,9,7,3
2021-10-02,114,33,10,7,4
2021-10-03,48,13,7,7,3
2021-10-04,114,26,10,7,3
2021-10-05,63,20,8,6,3
2021-10-06,95,28,14,11,4
2021-10-07,137,33,12,9,5
2021-10-08,183,42,21,15,9
2021-10-09,136,41,27,22,16
2021-10-10,47,22,13,13,7
2021-10-11,79,43,21,19,9
2021-10-12,75,38,15,11,6
2021-10-13,100,40,17,13,9
2021-10-14,95,32,14,10,5
2021-10-15,146,27,18,10,5
2021-10-16,158,58,24,20,14
2021-10-17,86,24,19,16,12
2021-10-18,132,29,20,15,11
2021-10-19,89,27,11,8,5
2021-10-20,102,36,15,11,6
2021-10-21,55,32,13,10,5
2021-10-22,94,30,11,9,5
2021-10-23,95,33,9,8,4
2021-10-24,63,16,12,8,5
2021-10-25,101,31,14,9,5
2021-10-26,103,32,12,9,4
2021-10-27,58,22,10,6,3
2021-10-28,71,19,12,8,4
2021-10-29,98,26,11,7,4
2021-10-30,91,27,10,7,4
2021-10-31,53,15,9,7,4
2021-11-01,79,23,7,5,3
2021-11-02,200,73,17,10,5
2021-11-03,100,70,24,15,10
2021-11-04,112,87,18,14,7
2021-11-05,172,97,29,19,13
2021-11-06,45,22,10,8,4
2021-11-07,42,12,21,23,10
2021-11-08,164,51,20,16,9
2021-11-09,116,38,10,8,4
2021-11-10,156,73,23,17,12
2021-11-11,179,43,23,15,11
2021-11-12,75,24,13,9,5
2021-11-13,52,66,17,15,8
2021-11-14,221,84,34,22,17
2021-11-15,205,57,31,25,20
2021-11-16,145,47,No data,14,11
2021-11-17,99,33,No data,21,9
2021-11-18,93,No data,15,9,4
2021-11-19,100,No data,11,5,2
2021-11-20,55,27,10,10,5
2021-11-21,36,40,9,9,5
2021-11-22,156,104,23,17,9
2021-11-23,81,74,17,15,10
2021-11-24,133,50,25,11,7
2021-11-25,104,74,22,20,8
2021-11-26,59,32,12,11,5
2021-11-27,15,38,7,8,4
2021-11-28,123,50,17,13,9
2021-11-29,192,101,21,20,15
2021-11-30,78,29,6,3,2
2021-12-01,60,41,13,9,5
2021-12-02,121,84,26,17,8
2021-12-03,178,89,20,15,9
2021-12-04,40,27,12,10,6
2021-12-05,47,42,14,9,5
2021-12-06,154,49,15,11,7
2021-12-07,139,22,13,11,5
2021-12-08,58,21,5,4,2
2021-12-09,131,43,16,12,7
2021-12-10,100,38,17,14,7
2021-12-11,114,55,16,13,8
2021-12-12,59,24,6,3,2
2021-12-13,165,62,15,7,5
2021-12-14,148,45,12,8,6
2021-12-15,122,49,15,9,4
2021-12-16,265,155,35,23,14
2021-12-17,216,76,30,18,14
2021-12-18,103,29,9,6,5
2021-12-19,126,50,9,8,6
2021-12-20,144,29,21,13,8
2021-12-21,190,38,29,21,12
2021-12-22,204,51,35,27,21
2021-12-23,176,63,26,23,19
2021-12-24,116,38,12,9,7
2021-12-25,22,5,8,6,4
2021-12-26,80,23,10,8,7
2021-12-27,76,18,12,9,8
2021-12-28,64,29,10,8,6
2021-12-29,74,28,15,12,8
2021-12-30,54,26,6,3,1
2021-12-31,54,25,13,9,5
2022-01-01,35,14,20,16,10
2022-01-02,45,16,12,11,6
2022-01-03,46,16,14,14,7
2022-01-04,56,40,17,13,6
2022-01-05,149,93,26,20,10
2022-01-06,141,50,24,14,9
2022-01-07,112,35,No data,13,8
2022-01-08,55,29,No data,13,8
2022-01-09,81,28,No data,15,8
2022-01-10,208,47,No data,19,12
2022-01-11,182,152,No data,25,17
2022-01-12,285,231,31,26,17
2022-01-13,283,228,28,32,19
2022-01-14,287,190,35,31,24
2022-01-15,193,103,31,31,27
2022-01-16,67,35,21,19,13
2022-01-17,138,112,27,25,15
2022-01-18,249,72,28,25,19
2022-01-19,82,49,23,19,11
2022-01-20,200,137,39,33,14
2022-01-21,112,74,18,16,10
2022-01-22,62,35,12,10,7
2022-01-23,111,25,13,9,8
2022-01-24,203,38,52,45,34
2022-01-25,151,46,42,37,28
2022-01-26,108,32,26,19,12
2022-01-27,75,27,22,10,5
2022-01-28,134,48,15,9,6
2022-01-29,33,18,16,17,7
2022-01-30,95,33,21,19,9
2022-01-31,51,26,21,19,8
2022-02-01,53,17,11,5,3
2022-02-02,88,27,No data,7,4
2022-02-03,79,24,No data,7,3
2022-02-04,71,23,No data,9,4
2022-02-05,44,21,9,10,5
2022-02-06,25,10,10,10,5
2022-02-07,145,36,15,11,5
2022-02-08,54,16,12,7,4
2022-02-09,102,37,20,13,6
2022-02-10,84,25,18,13,6
2022-02-11,168,48,30,16,7
2022-02-12,50,28,13,9,5
2022-02-13,44,15,7,4,3
2022-02-14,72,27,12,8,4
2022-02-15,106,32,19,15,7
2022-02-16,43,14,13,10,6
2022-02-17,81,24,14,10,5
2022-02-18,53,15,11,9,5
2022-02-19,85,34,11,9,5
2022-02-20,23,8,10,9,5
2022-02-21,42,21,22,23,11
2022-02-22,69,24,18,15,8
2022-02-23,69,22,16,9,4
2022-02-24,67,19,10,7,3
2022-02-25,106,37,29,23,9
2022-02-26,93,26,25,17,9
2022-02-27,96,17,23,15,9
2022-02-28,115,35,21,13,9
2022-03-01,105,26,22,13,8
2022-03-02,90,No data,23,No data,No data
2022-03-03,136,No data,46,No data,No data
2022-03-04,57,55,16,16,8
2022-03-05,59,39,15,14,7
2022-03-06,75,16,18,11,6
2022-03-07,127,19,27,15,8
2022-03-08,114,21,40,37,24
2022-03-09,105,16,25,18,10
2022-03-10,117,19,23,14,8
2022-03-11,118,18,25,17,11
2022-03-12,69,17,12,7,4
2022-03-13,64,12,11,8,5
2022-03-14,124,32,22,13,6
2022-03-15,200,38,37,22,12
2022-03-16,119,46,27,22,17
2022-03-17,113,31,21,12,6
2022-03-18,157,33,30,19,11
2022-03-19,40,10,21,16,10
2022-03-20,75,13,33,29,21
2022-03-21,190,37,61,53,37
2022-03-22,136,24,58,50,36
2022-03-23,223,54,63,54,34
2022-03-24,235,86,69,71,44
2022-03-25,239,52,60,57,33
2022-03-26,122,34,40,41,24
2022-03-27,73,12,15,13,9
2022-03-28,138,32,28,25,17
2022-03-29,137,27,35,34,23
2022-03-30,107,21,21,19,13
2022-03-31,63,26,14,12,4
2022-04-01,67,43,13,13,5
2022-04-02,129,40,No data,12,8
2022-04-03,83,38,No data,16,10
2022-04-04,64,16,No data,5,3
2022-04-05,54,15,No data,8,4
2022-04-06,61,13,11,6,3
2022-04-07,60,20,12,8,4
2022-04-08,145,62,17,15,6
2022-04-09,70,43,19,22,8
2022-04-10,125,25,21,12,7
2022-04-11,74,15,25,18,10
2022-04-12,141,31,39,29,21
2022-04-13,132,51,21,14,9
2022-04-14,195,52,22,16,10
2022-04-15,130,35,22,16,10
2022-04-16,94,29,29,23,17
2022-04-17,60,12,23,21,17
2022-04-18,66,24,11,8,5
2022-04-19,99,50,35,18,10
2022-04-20,86,14,18,16,9
2022-04-21,68,12,21,19,11
2022-04-22,65,10,24,19,11
2022-04-23,51,10,27,24,16
2022-04-24,50,7,20,15,9
2022-04-25,103,20,24,18,10
2022-04-26,110,20,24,16,10
2022-04-27,101,17,21,17,9
2022-04-28,108,19,23,19,10
2022-04-29,123,21,27,21,13
2022-04-30,88,35,20,19,11
2022-05-01,92,27,16,13,10
2022-05-02,73,35,25,22,17
2022-05-03,152,32,27,21,15
2022-05-04,93,36,19,13,8
2022-05-05,76,53,19,20,11
2022-05-06,89,32,13,8,4
2022-05-07,51,22,13,12,8
2022-05-08,80,13,22,15,10
2022-05-09,111,25,21,16,8
2022-05-10,49,15,14,11,5
2022-05-11,87,32,13,8,4
2022-05-12,76,19,13,9,4
2022-05-13,52,16,22,19,9
2022-05-14,92,22,27,22,12
2022-05-15,51,14,26,19,12
2022-05-16,112,23,21,14,9
2022-05-17,102,20,21,15,7
2022-05-18,96,23,15,11,5
2022-05-19,111,25,15,11,5
2022-05-20,109,27,16,11,5
2022-05-21,69,23,16,13,7
2022-05-22,58,15,7,6,3
2022-05-23,79,22,12,8,4
2022-05-24,71,18,12,7,3
2022-05-25,69,19,11,8,3
2022-05-26,56,16,13,10,4
2022-05-27,45,23,19,18,7
2022-05-28,38,29,21,11,5
2022-05-29,63,18,9,8,5
2022-05-30,88,29,12,9,5
2022-05-31,74,29,10,10,6
2022-06-01,88,41,13,11,6
2022-06-02,102,20,18,14,10
2022-06-03,45,10,15,13,8
2022-06-04,40,7,13,13,9
2022-06-05,72,12,11,10,7
2022-06-06,111,43,15,13,8
2022-06-07,143,30,21,19,13
2022-06-08,No data,18,13,8,3
2022-06-09,No data,26,17,13,6
2022-06-10,No data,21,23,19,9
2022-06-11,37,14,14,13,6
2022-06-12,33,11,15,12,6
2022-06-13,68,23,13,12,6
2022-06-14,115,33,19,14,7
2022-06-15,105,60,27,22,11
2022-06-16,104,28,17,15,6
2022-06-17,73,25,28,25,9
2022-06-18,39,50,17,18,8
2022-06-19,41,24,14,17,8
2022-06-20,73,32,15,13,6
2022-06-21,100,39,20,15,7
2022-06-22,52,28,14,13,6
2022-06-23,133,25,20,14,6
2022-06-24,126,29,24,18,11
2022-06-25,51,20,12,9,4
2022-06-26,37,12,13,12,5
2022-06-27,80,19,11,8,4
2022-06-28,81,18,16,13,5
2022-06-29,103,21,12,7,3
2022-06-30,116,27,13,7,3
2022-07-01,101,25,13,8,4
2022-07-02,48,22,7,6,3
2022-07-03,46,17,8,8,4
2022-07-04,54,18,8,8,3
2022-07-05,50,21,12,9,4
2022-07-06,53,17,No data,7,3
2022-07-07,33,26,No data,11,5
2022-07-08,37,36,No data,13,8
2022-07-09,25,28,No data,9,5
2022-07-10,35,19,No data,6,3
2022-07-11,108,37,No data,11,4
2022-07-12,93,26,20,14,5
2022-07-13,36,24,14,13,5
2022-07-14,49,33,13,14,6
2022-07-15,77,33,12,14,6
2022-07-16,61,34,13,15,9
2022-07-17,64,19,18,16,9
2022-07-18,149,38,21,19,8
2022-07-19,103,24,34,32,14
2022-07-20,31,25,22,22,10
2022-07-21,60,30,15,14,6
2022-07-22,82,17,14,9,5
2022-07-23,66,31,15,14,8
2022-07-24,36,13,9,7,4
2022-07-25,49,15,12,9,4
2022-07-26,56,32,12,11,5
2022-07-27,127,35,18,14,8
2022-07-28,100,23,20,14,6
2022-07-29,104,31,25,17,7
2022-07-30,52,25,11,8,4
2022-07-31,No data,18,10,7,3
2022-08-01,No data,28,15,9,5
2022-08-02,63,16,11,6,2
2022-08-03,49,13,10,6,3
2022-08-04,47,25,12,12,5
2022-08-05,57,28,14,12,6
2022-08-06,61,46,15,15,9
2022-08-07,39,23,10,9,5
2022-08-08,74,30,16,15,8
2022-08-09,86,28,18,14,7
2022-08-10,116,27,28,20,8
2022-08-11,120,22,25,18,6
2022-08-12,94,15,25,18,6
2022-08-13,66,14,27,21,9
2022-08-14,69,13,29,22,10
2022-08-15,68,43,31,29,15
2022-08-16,44,32,21,19,13
2022-08-17,80,14,14,9,4
2022-08-18,108,27,20,11,6
2022-08-19,75,20,16,12,5
2022-08-20,44,14,15,12,6
2022-08-21,67,20,14,11,6
2022-08-22,124,31,19,10,6
2022-08-23,109,30,15,9,5
2022-08-24,81,23,14,6,3
2022-08-25,50,50,15,12,6
2022-08-26,139,42,20,13,6
2022-08-27,85,33,22,16,10
2022-08-28,69,12,13,8,4
2022-08-29,60,8,11,6,4
2022-08-30,83,16,13,8,4
2022-08-31,75,10,17,11,6
