Date,NOx_1,NOx_2,PM2.5_1,PM2.5_2,PM10_1,PM10_2
2022-05-20,9,No data,6,No data,13,No data
2022-05-21,7,No data,6,No data,14,No data
2022-05-22,5,No data,5,No data,10,No data
2022-05-23,11,No data,6,No data,13,No data
2022-05-24,10,No data,5,No data,10,No data
2022-05-25,7,No data,5,No data,11,No data
2022-05-26,8,No data,7,No data,15,No data
2022-05-27,10,No data,6,No data,18,No data
2022-05-28,10,No data,4,No data,10,No data
2022-05-29,8,No data,5,No data,8,No data
2022-05-30,13,No data,6,No data,9,No data
2022-05-31,21,No data,6,No data,11,No data
2022-06-01,17,No data,7,No data,10,No data
2022-06-02,12,No data,9,No data,11,No data
2022-06-03,6,No data,9,No data,12,No data
2022-06-04,6,No data,8,No data,13,No data
2022-06-05,4,No data,8,No data,12,No data
2022-06-06,13,No data,8,No data,12,No data
2022-06-07,11,No data,9,No data,17,No data
2022-06-08,9,No data,7,No data,14,No data
2022-06-09,6,No data,8,No data,18,No data
2022-06-10,5,No data,12,No data,32,No data
2022-06-11,4,No data,10,No data,21,No data
2022-06-12,4,No data,7,No data,18,No data
2022-06-13,9,No data,8,No data,18,No data
2022-06-14,12,No data,7,No data,15,No data
2022-06-15,14,No data,7,No data,13,No data
2022-06-16,16,No data,8,No data,18,No data
2022-06-17,12,No data,9,No data,17,No data
2022-06-18,8,No data,8,No data,19,No data
2022-06-19,8,No data,8,No data,11,No data
2022-06-20,12,No data,8,No data,14,No data
2022-06-21,13,No data,8,No data,14,No data
2022-06-22,11,No data,5,No data,9,No data
2022-06-23,11,No data,7,No data,10,No data
2022-06-24,15,No data,13,No data,16,No data
2022-06-25,4,No data,6,No data,6,No data
2022-06-26,3,No data,6,No data,9,No data
2022-06-27,8,No data,6,No data,8,No data
2022-06-28,6,No data,9,No data,13,No data
2022-06-29,13,No data,6,No data,9,No data
2022-06-30,19,No data,7,No data,10,No data
2022-07-01,11,No data,7,No data,9,No data
2022-07-02,7,No data,6,No data,10,No data
2022-07-03,7,No data,6,No data,9,No data
2022-07-04,11,No data,4,No data,7,No data
2022-07-05,10,No data,5,No data,8,No data
2022-07-06,7,No data,5,No data,9,No data
2022-07-07,10,No data,4,No data,6,No data
2022-07-08,9,No data,6,No data,8,No data
2022-07-09,9,No data,5,No data,8,No data
2022-07-10,7,No data,4,No data,6,No data
2022-07-11,16,No data,9,No data,13,No data
2022-07-12,9,No data,9,No data,15,No data
2022-07-13,10,No data,6,No data,11,No data
2022-07-14,11,No data,6,No data,10,No data
2022-07-15,9,No data,6,No data,8,No data
2022-07-16,11,No data,7,No data,9,No data
2022-07-17,9,No data,9,No data,13,No data
2022-07-18,22,No data,12,No data,20,No data
2022-07-19,20,No data,14,No data,26,No data
2022-07-20,13,No data,9,No data,15,No data
2022-07-21,11,No data,5,No data,10,No data
2022-07-22,7,No data,6,No data,9,No data
2022-07-23,7,No data,8,No data,11,No data
2022-07-24,3,No data,8,No data,12,No data
2022-07-25,11,No data,7,No data,9,No data
2022-07-26,15,No data,6,No data,6,No data
2022-07-27,15,No data,No data,No data,No data,No data
2022-07-28,17,No data,No data,No data,No data,No data
2022-07-29,13,No data,No data,No data,No data,No data
2022-07-30,9,No data,No data,No data,No data,No data
2022-07-31,7,No data,No data,No data,No data,No data
2022-08-01,8,No data,No data,No data,No data,No data
2022-08-02,4,No data,4,No data,5,No data
2022-08-03,7,No data,3,No data,10,No data
2022-08-04,9,No data,4,No data,7,No data
2022-08-05,10,No data,5,No data,9,No data
2022-08-06,9,No data,6,No data,10,No data
2022-08-07,7,No data,8,No data,17,No data
2022-08-08,12,No data,7,No data,12,No data
2022-08-09,13,No data,6,No data,11,No data
2022-08-10,17,No data,6,No data,12,No data
2022-08-11,21,No data,6,No data,12,No data
2022-08-12,19,No data,9,No data,17,No data
2022-08-13,8,No data,8,No data,12,No data
2022-08-14,10,No data,11,No data,19,No data
2022-08-15,22,No data,15,No data,19,No data
2022-08-16,13,No data,6,No data,8,No data
2022-08-17,6,No data,5,No data,10,No data
2022-08-18,8,No data,6,No data,9,No data
2022-08-19,7,No data,7,No data,14,No data
2022-08-20,5,No data,6,No data,9,No data
2022-08-21,6,No data,6,No data,9,No data
2022-08-22,10,No data,7,No data,10,No data
2022-08-23,14,No data,5,No data,8,No data
2022-08-24,8,No data,10,No data,7,No data
2022-08-25,17,No data,6,No data,10,No data
2022-08-26,16,No data,7,No data,12,No data
2022-08-27,15,No data,7,No data,11,No data
2022-08-28,9,No data,7,No data,11,No data
2022-08-29,4,No data,5,No data,8,No data
2022-08-30,9,No data,4,No data,6,No data
2022-08-31,14,No data,5,No data,8,No data
