Date,NOx_1,NOx_2,PM2.5_1,PM10_1,PM10_2
2020-02-16,14,34,6,No data,No data
2020-02-17,21,39,6,No data,No data
2020-02-18,29,No data,4,6,No data
2020-02-19,35,No data,6,8,No data
2020-02-20,28,39,3,4,5
2020-02-21,19,47,4,5,10
2020-02-22,18,27,3,7,8
2020-02-23,28,34,2,7,6
2020-02-24,39,73,4,6,6
2020-02-25,42,58,4,5,8
2020-02-26,44,55,4,6,7
2020-02-27,39,36,5,6,6
2020-02-28,49,126,8,9,11
2020-02-29,25,54,6,7,9
2020-03-01,13,34,5,8,11
2020-03-02,56,134,5,9,14
2020-03-03,57,105,5,8,12
2020-03-04,86,217,10,26,32
2020-03-05,93,215,17,31,31
2020-03-06,104,219,15,24,32
2020-03-07,28,70,6,10,15
2020-03-08,26,51,4,5,13
2020-03-09,36,72,6,8,11
2020-03-10,22,32,5,9,11
2020-03-11,28,73,5,7,11
2020-03-12,18,40,4,8,11
2020-03-13,28,63,6,16,19
2020-03-14,29,62,10,13,16
2020-03-15,19,25,5,6,7
2020-03-16,36,91,6,9,14
2020-03-17,29,60,6,7,14
2020-03-18,34,51,No data,No data,15
2020-03-19,No data,65,6,No data,15
2020-03-20,No data,53,5,14,11
2020-03-21,15,45,4,18,16
2020-03-22,16,36,10,21,19
2020-03-23,29,60,14,29,25
2020-03-24,34,83,20,33,33
2020-03-25,38,68,20,34,33
2020-03-26,35,53,25,36,34
2020-03-27,23,19,27,34,32
2020-03-28,11,6,5,18,14
2020-03-29,16,8,3,14,10
2020-03-30,12,8,4,14,10
2020-03-31,21,29,5,13,11
2020-04-01,23,15,4,10,7
2020-04-02,12,8,2,10,6
2020-04-03,20,28,3,11,8
2020-04-04,19,47,5,11,11
2020-04-05,14,21,13,23,21
2020-04-06,15,22,6,15,12
2020-04-07,21,63,7,20,19
2020-04-08,19,52,5,13,12
2020-04-09,12,28,7,20,20
2020-04-10,18,35,24,34,33
2020-04-11,17,25,11,17,16
2020-04-12,13,10,6,15,16
2020-04-13,15,15,5,20,16
2020-04-14,23,35,7,21,18
2020-04-15,18,19,10,22,19
2020-04-16,17,21,7,17,15
2020-04-17,10,28,5,20,17
2020-04-18,12,13,5,16,14
2020-04-19,15,23,8,19,16
2020-04-20,15,28,5,20,16
2020-04-21,12,21,8,27,24
2020-04-22,18,24,10,29,No data
2020-04-23,19,17,11,22,21
2020-04-24,19,38,10,18,19
2020-04-25,21,34,18,28,27
2020-04-26,13,16,14,21,22
2020-04-27,16,22,No data,No data,7
2020-04-28,18,36,No data,No data,12
2020-04-29,21,51,No data,No data,15
2020-04-30,19,52,No data,No data,16
2020-05-01,18,27,9,12,11
2020-05-02,13,16,7,9,9
2020-05-03,18,30,14,17,18
2020-05-04,18,32,12,13,14
2020-05-05,20,54,5,11,13
2020-05-06,25,61,7,18,19
2020-05-07,25,55,11,23,25
2020-05-08,13,24,5,11,13
2020-05-09,16,30,5,9,12
2020-05-10,8,4,3,15,12
2020-05-11,14,15,2,13,11
2020-05-12,13,21,1,9,10
2020-05-13,16,11,2,10,8
2020-05-14,20,35,5,9,9
2020-05-15,16,27,5,8,9
2020-05-16,11,18,5,9,10
2020-05-17,15,20,6,9,12
2020-05-18,16,29,5,8,12
2020-05-19,21,35,5,9,11
2020-05-20,23,48,11,19,22
2020-05-21,27,57,8,15,16
2020-05-22,11,21,12,30,28
2020-05-23,8,13,6,15,13
2020-05-24,9,14,6,12,12
2020-05-25,16,30,8,14,13
2020-05-26,17,39,8,14,14
2020-05-27,17,27,8,18,17
2020-05-28,24,71,11,22,22
2020-05-29,21,57,10,23,22
2020-05-30,12,33,8,15,15
2020-05-31,16,33,12,20,21
2020-06-01,20,47,11,18,19
2020-06-02,30,67,8,18,19
2020-06-03,17,8,4,10,10
2020-06-04,26,43,7,10,10
2020-06-05,18,21,2,6,7
2020-06-06,17,15,5,10,9
2020-06-07,13,6,4,11,10
2020-06-08,24,31,5,13,11
2020-06-09,40,94,8,17,18
2020-06-10,22,71,8,14,17
2020-06-11,19,11,8,18,17
2020-06-12,24,12,12,23,23
2020-06-13,25,20,13,15,16
2020-06-14,20,20,8,10,11
2020-06-15,33,53,12,16,15
2020-06-16,26,67,10,16,15
2020-06-17,27,52,17,51,16
2020-06-18,25,13,8,14,12
2020-06-19,23,64,10,15,15
2020-06-20,17,34,7,10,11
2020-06-21,14,22,6,12,12
2020-06-22,21,41,8,19,17
2020-06-23,24,58,7,11,13
2020-06-24,33,71,19,34,No data
2020-06-25,27,63,20,38,No data
2020-06-26,33,72,19,38,No data
2020-06-27,18,35,6,10,No data
2020-06-28,9,14,3,7,No data
2020-06-29,18,31,4,9,No data
2020-06-30,22,40,5,8,No data
2020-07-01,34,28,4,13,No data
2020-07-02,29,38,3,12,12
2020-07-03,25,56,3,6,9
2020-07-04,25,58,3,5,7
2020-07-05,8,14,3,8,9
2020-07-06,19,34,3,10,10
2020-07-07,26,47,4,10,10
2020-07-08,21,50,5,11,11
2020-07-09,24,59,3,11,11
2020-07-10,30,54,2,8,9
2020-07-11,17,35,3,8,9
2020-07-12,17,35,2,8,7
2020-07-13,26,52,4,6,10
2020-07-14,24,38,3,6,6
2020-07-15,27,55,3,6,7
2020-07-16,20,39,4,9,10
2020-07-17,24,56,4,10,11
2020-07-18,21,42,4,7,8
2020-07-19,12,21,No data,12,11
2020-07-20,22,32,No data,10,6
2020-07-21,22,52,No data,9,10
2020-07-22,33,88,4,9,13
2020-07-23,29,66,No data,No data,No data
2020-07-24,25,60,No data,No data,No data
2020-07-25,19,42,No data,No data,No data
2020-07-26,15,27,No data,No data,No data
2020-07-27,22,40,No data,No data,No data
2020-07-28,16,23,No data,No data,No data
2020-07-29,23,41,No data,12,No data
2020-07-30,38,101,No data,17,18
2020-07-31,38,112,15,32,32
2020-08-01,22,36,5,11,11
2020-08-02,14,25,No data,6,8
2020-08-03,25,41,No data,9,9
2020-08-04,29,59,7,10,9
2020-08-05,22,49,5,5,9
2020-08-06,25,65,6,9,11
2020-08-07,31,64,7,9,9
2020-08-08,23,19,6,9,8
2020-08-09,16,16,7,19,19
2020-08-10,29,28,11,23,21
2020-08-11,27,36,16,30,30
2020-08-12,30,25,16,24,24
2020-08-13,27,11,10,10,11
2020-08-14,36,18,5,5,3
2020-08-15,26,47,5,6,7
2020-08-16,21,14,6,8,8
2020-08-17,35,59,7,10,11
2020-08-18,30,73,9,11,14
2020-08-19,29,85,6,12,14
2020-08-20,25,59,8,18,16
2020-08-21,20,41,7,15,13
2020-08-22,25,54,7,11,9
2020-08-23,23,30,5,7,7
2020-08-24,33,56,5,8,7
2020-08-25,28,90,6,10,11
2020-08-26,29,49,7,15,13
2020-08-27,No data,126,No data,No data,19
2020-08-28,No data,11,No data,No data,13
2020-08-29,19,10,4,12,11
2020-08-30,31,46,5,9,No data
2020-08-31,42,102,7,12,No data
2020-09-01,49,130,10,20,No data
2020-09-02,35,72,15,22,17
2020-09-03,29,62,6,10,10
2020-09-04,28,55,7,13,13
2020-09-05,21,34,6,11,11
2020-09-06,26,48,5,10,10
2020-09-07,31,71,5,7,9
2020-09-08,25,60,5,6,7
2020-09-09,23,41,7,11,10
2020-09-10,34,82,8,16,17
2020-09-11,29,78,6,12,12
2020-09-12,20,40,8,17,17
2020-09-13,14,29,6,10,10
2020-09-14,52,100,11,18,20
2020-09-15,72,136,20,34,34
2020-09-16,38,32,9,21,20
2020-09-17,39,129,8,22,22
2020-09-18,54,103,8,18,17
2020-09-19,28,27,6,13,11
2020-09-20,18,42,4,6,6
2020-09-21,41,105,10,19,19
2020-09-22,28,71,12,18,18
2020-09-23,39,18,3,8,5
2020-09-24,48,90,4,9,10
2020-09-25,19,13,4,12,10
2020-09-26,19,10,5,16,14
2020-09-27,31,34,6,19,17
2020-09-28,72,176,9,19,21
2020-09-29,46,124,8,13,15
2020-09-30,46,86,11,18,18
2020-10-01,41,95,6,13,12
2020-10-02,60,63,6,16,14
2020-10-03,31,27,7,14,12
2020-10-04,27,25,7,16,14
2020-10-05,37,49,4,9,9
2020-10-06,31,63,5,9,8
2020-10-07,28,56,No data,12,12
2020-10-08,41,61,No data,9,7
2020-10-09,29,56,3,9,7
2020-10-10,31,31,4,5,4
2020-10-11,25,33,3,6,6
2020-10-12,60,140,6,10,11
2020-10-13,32,18,5,11,9
2020-10-14,57,27,7,16,14
2020-10-15,54,35,5,12,15
2020-10-16,53,35,6,10,9
2020-10-17,36,15,4,8,7
2020-10-18,30,71,5,9,9
2020-10-19,45,96,17,25,23
2020-10-20,41,85,12,19,20
2020-10-21,47,138,10,15,17
2020-10-22,35,75,4,7,7
2020-10-23,46,113,5,10,12
2020-10-24,44,122,6,10,12
2020-10-25,23,51,5,9,9
2020-10-26,30,52,6,10,11
2020-10-27,40,99,5,10,11
2020-10-28,40,119,6,11,12
2020-10-29,42,120,7,12,13
2020-10-30,47,115,7,11,12
2020-10-31,29,49,6,12,11
2020-11-01,16,30,6,12,13
2020-11-02,42,109,4,7,8
2020-11-03,42,90,5,10,8
2020-11-04,52,98,5,12,16
2020-11-05,31,36,10,17,14
2020-11-06,82,176,27,33,34
2020-11-07,55,115,34,45,47
2020-11-08,62,134,35,42,42
2020-11-09,75,168,28,34,34
2020-11-10,54,125,20,25,27
2020-11-11,34,61,9,16,16
2020-11-12,31,63,4,11,12
2020-11-13,36,97,6,12,14
2020-11-14,28,49,9,13,13
2020-11-15,18,31,4,8,6
2020-11-16,27,56,4,9,8
2020-11-17,24,57,3,6,6
2020-11-18,22,47,2,8,8
2020-11-19,34,39,5,10,8
2020-11-20,46,129,8,11,13
2020-11-21,22,32,2,8,10
2020-11-22,21,38,4,13,12
2020-11-23,43,108,5,9,9
2020-11-24,30,70,6,10,11
2020-11-25,46,74,6,12,9
2020-11-26,57,86,5,11,16
2020-11-27,123,312,No data,24,43
2020-11-28,178,235,No data,34,33
2020-11-29,80,143,33,38,36
2020-11-30,29,41,6,8,7
2020-12-01,66,102,No data,12,15
2020-12-02,55,125,No data,13,15
2020-12-03,53,111,No data,7,6
2020-12-04,39,51,No data,7,6
2020-12-05,83,106,6,14,13
2020-12-06,38,43,3,5,5
2020-12-07,56,64,No data,9,6
2020-12-08,68,186,8,9,11
2020-12-09,68,174,8,13,15
2020-12-10,51,120,12,20,19
2020-12-11,91,171,11,15,17
2020-12-12,83,98,11,14,15
2020-12-13,33,56,6,9,7
2020-12-14,39,83,5,10,11
2020-12-15,67,151,9,18,22
2020-12-16,45,88,10,14,12
2020-12-17,52,147,7,12,14
2020-12-18,39,73,5,7,6
2020-12-19,31,65,5,7,5
2020-12-20,28,75,4,8,8
2020-12-21,74,158,11,17,15
2020-12-22,83,169,8,14,11
2020-12-23,64,49,4,10,7
2020-12-24,22,23,2,6,4
2020-12-25,16,26,2,5,2
2020-12-26,13,20,1,6,3
2020-12-27,28,62,3,6,5
2020-12-28,43,58,9,12,8
2020-12-29,34,32,4,6,4
2020-12-30,43,44,6,10,7
2020-12-31,41,36,6,10,7
2021-01-01,14,14,3,7,4
2021-01-02,28,20,2,6,3
2021-01-03,30,37,3,7,5
2021-01-04,36,34,3,12,9
2021-01-05,40,24,3,9,5
2021-01-06,52,58,6,9,6
2021-01-07,48,40,6,10,6
2021-01-08,42,38,3,8,5
2021-01-09,53,99,6,11,8
2021-01-10,20,28,3,7,3
2021-01-11,24,26,1,6,2
2021-01-12,48,33,4,9,5
2021-01-13,77,131,9,14,15
2021-01-14,70,171,7,12,13
2021-01-15,107,237,15,20,20
2021-01-16,29,43,10,15,14
2021-01-17,15,18,4,10,7
2021-01-18,34,71,3,10,6
2021-01-19,103,186,8,12,12
2021-01-20,56,56,4,6,4
2021-01-21,19,28,2,7,5
2021-01-22,31,44,4,10,8
2021-01-23,37,52,4,10,7
2021-01-24,50,97,9,13,12
2021-01-25,25,19,3,10,6
2021-01-26,76,182,13,19,18
2021-01-27,62,58,11,17,13
2021-01-28,48,126,4,10,9
2021-01-29,47,49,3,8,7
2021-01-30,44,90,3,12,13
2021-01-31,86,163,9,14,18
2021-02-01,151,228,No data,No data,No data
2021-02-02,39,67,No data,No data,No data
2021-02-03,32,67,No data,No data,No data
2021-02-04,34,67,No data,No data,No data
2021-02-05,37,66,3,10,14
2021-02-06,26,45,8,18,20
2021-02-07,16,23,5,15,13
2021-02-08,No data,39,No data,No data,10
2021-02-09,No data,60,3,10,13
2021-02-10,61,64,4,9,8
2021-02-11,135,No data,14,22,25
2021-02-12,104,No data,14,23,22
2021-02-13,19,33,5,17,23
2021-02-14,23,26,10,17,16
2021-02-15,57,131,15,18,18
2021-02-16,41,90,7,13,16
2021-02-17,33,69,7,17,18
2021-02-18,26,50,4,10,12
2021-02-19,27,44,6,12,No data
2021-02-20,24,32,11,21,No data
2021-02-21,28,67,8,14,No data
2021-02-22,57,114,8,12,No data
2021-02-23,29,49,7,11,No data
2021-02-24,37,87,3,5,No data
2021-02-25,32,51,5,15,No data
2021-02-26,58,144,7,14,17
2021-02-27,57,97,8,15,17
2021-02-28,57,119,14,24,26
2021-03-01,89,165,22,32,30
2021-03-02,37,110,17,24,24
2021-03-03,42,35,22,28,22
2021-03-04,32,19,2,11,5
2021-03-05,39,57,3,13,9
2021-03-06,35,50,10,17,15
2021-03-07,19,19,14,23,18
2021-03-08,29,32,9,16,12
2021-03-09,38,96,9,17,22
2021-03-10,29,67,4,10,7
2021-03-11,17,24,5,13,9
2021-03-12,22,58,2,12,9
2021-03-13,17,18,1,7,2
