Date,NOx_1,NOx_2,PM10_2,PM2.5_2
2020-01-29,65,14,11,6
2020-01-30,77,16,5,3
2020-01-31,50,9,2,1
2020-02-01,34,6,16,8
2020-02-02,36,5,15,9
2020-02-03,37,12,14,8
2020-02-04,37,15,9,5
2020-02-05,219,119,15,10
2020-02-06,353,201,21,16
2020-02-07,216,98,23,18
2020-02-08,52,7,14,7
2020-02-09,12,2,12,7
2020-02-10,28,7,9,5
2020-02-11,33,10,9,5
2020-02-12,65,16,9,4
2020-02-13,46,16,5,3
2020-02-14,99,25,9,5
2020-02-15,26,5,3,2
2020-02-16,17,3,3,2
2020-02-17,33,7,11,6
2020-02-18,38,8,7,4
2020-02-19,61,11,8,5
2020-02-20,32,8,4,2
2020-02-21,37,8,14,7
2020-02-22,26,4,14,8
2020-02-23,30,7,4,2
2020-02-24,33,9,4,2
2020-02-25,42,12,5,3
2020-02-26,48,16,7,3
2020-02-27,55,20,7,4
2020-02-28,78,18,7,4
2020-02-29,28,5,8,4
2020-03-01,37,8,6,4
2020-03-02,51,17,6,3
2020-03-03,49,18,10,5
2020-03-04,168,27,10,7
2020-03-05,65,16,14,11
2020-03-06,87,67,17,13
2020-03-07,60,10,11,7
2020-03-08,20,4,8,4
2020-03-09,46,10,9,5
2020-03-10,25,6,3,2
2020-03-11,39,8,6,3
2020-03-12,32,8,12,6
2020-03-13,70,12,11,5
2020-03-14,57,7,6,4
2020-03-15,33,8,4,3
2020-03-16,63,20,8,4
2020-03-17,50,10,8,5
2020-03-18,50,11,6,3
2020-03-19,78,12,9,7
2020-03-20,83,9,8,5
2020-03-21,89,7,11,6
2020-03-22,56,11,15,10
2020-03-23,91,29,16,11
2020-03-24,93,38,23,15
2020-03-25,119,41,23,17
2020-03-26,53,23,34,25
2020-03-27,33,10,38,29
2020-03-28,19,5,20,13
2020-03-29,12,3,12,5
2020-03-30,21,9,8,4
2020-03-31,23,7,8,4
2020-04-01,37,24,9,6
2020-04-02,14,8,6,4
2020-04-03,36,24,9,6
2020-04-04,36,22,12,9
2020-04-05,15,6,13,9
2020-04-06,15,6,9,5
2020-04-07,48,32,12,7
2020-04-08,50,35,21,15
2020-04-09,45,23,33,26
2020-04-10,29,15,25,18
2020-04-11,38,20,24,17
2020-04-12,21,8,21,15
2020-04-13,12,3,15,7
2020-04-14,31,13,13,8
2020-04-15,50,38,19,13
2020-04-16,48,33,35,25
2020-04-17,30,7,17,12
2020-04-18,26,6,13,9
2020-04-19,16,6,13,8
2020-04-20,21,7,16,8
2020-04-21,22,7,21,9
2020-04-22,20,8,26,13
2020-04-23,23,8,23,12
2020-04-24,26,9,20,13
2020-04-25,29,11,16,12
2020-04-26,21,8,15,11
2020-04-27,24,7,17,12
2020-04-28,30,5,5,4
2020-04-29,23,6,8,5
2020-04-30,16,6,6,3
2020-05-01,11,5,6,3
2020-05-02,20,11,5,3
2020-05-03,31,8,8,6
2020-05-04,35,10,15,12
2020-05-05,38,6,10,6
2020-05-06,47,16,13,8
2020-05-07,57,20,15,11
2020-05-08,32,22,12,9
2020-05-09,34,15,14,10
2020-05-10,13,5,14,9
2020-05-11,20,3,10,4
2020-05-12,26,17,8,5
2020-05-13,51,6,8,4
2020-05-14,39,14,8,4
2020-05-15,27,24,8,4
2020-05-16,12,8,6,4
2020-05-17,11,4,8,5
2020-05-18,12,4,9,5
2020-05-19,15,6,7,4
2020-05-20,28,13,9,5
2020-05-21,29,14,8,4
2020-05-22,10,5,16,7
2020-05-23,7,2,15,7
2020-05-24,7,3,13,8
2020-05-25,21,13,7,5
2020-05-26,43,9,8,4
2020-05-27,50,10,10,5
2020-05-28,26,5,7,4
2020-05-29,28,10,10,5
2020-05-30,23,6,12,6
2020-05-31,19,5,11,5
2020-06-01,37,5,11,4
2020-06-02,44,18,11,4
2020-06-03,36,13,11,6
2020-06-04,26,8,7,4
2020-06-05,14,5,7,3
2020-06-06,13,4,6,2
2020-06-07,19,5,5,4
2020-06-08,49,6,10,6
2020-06-09,57,9,12,7
2020-06-10,58,9,9,6
2020-06-11,40,7,11,8
2020-06-12,50,8,18,14
2020-06-13,45,8,11,7
2020-06-14,36,7,6,4
2020-06-15,56,9,8,5
2020-06-16,70,17,8,5
2020-06-17,61,15,9,6
2020-06-18,60,8,6,4
2020-06-19,30,9,6,3
2020-06-20,33,6,7,4
2020-06-21,15,4,11,5
2020-06-22,33,6,12,6
2020-06-23,61,18,12,7
2020-06-24,82,18,17,10
2020-06-25,60,17,17,9
2020-06-26,43,14,14,8
2020-06-27,18,5,6,3
2020-06-28,9,3,8,3
2020-06-29,15,5,13,5
2020-06-30,38,8,6,3
2020-07-01,22,6,4,2
2020-07-02,29,8,4,3
2020-07-03,23,6,8,4
2020-07-04,17,4,3,2
2020-07-05,8,3,12,5
2020-07-06,21,12,8,4
2020-07-07,36,13,8,4
2020-07-08,31,8,6,2
2020-07-09,26,8,6,2
2020-07-10,22,9,6,2
2020-07-11,38,12,5,2
2020-07-12,33,8,6,4
2020-07-13,31,9,6,3
2020-07-14,28,10,7,3
2020-07-15,26,8,4,2
2020-07-16,20,7,5,2
2020-07-17,28,9,10,5
2020-07-18,23,5,7,4
2020-07-19,22,5,6,3
2020-07-20,39,15,8,4
2020-07-21,51,23,7,4
2020-07-22,48,18,10,5
2020-07-23,32,7,5,3
2020-07-24,30,7,6,4
2020-07-25,28,5,5,2
2020-07-26,19,5,9,4
2020-07-27,28,8,6,3
2020-07-28,23,10,7,3
2020-07-29,32,12,7,4
2020-07-30,87,29,8,4
2020-07-31,57,23,15,6
2020-08-01,22,4,6,3
2020-08-02,19,5,5,3
2020-08-03,31,19,4,2
2020-08-04,41,16,6,3
2020-08-05,29,6,5,2
2020-08-06,70,18,4,2
2020-08-07,102,42,10,4
2020-08-08,45,14,12,6
2020-08-09,29,4,17,12
2020-08-10,68,13,25,16
2020-08-11,82,22,25,17
2020-08-12,71,22,26,17
2020-08-13,42,9,27,20
2020-08-14,52,11,22,15
2020-08-15,41,5,14,10
2020-08-16,46,6,10,7
2020-08-17,86,14,8,4
2020-08-18,42,10,7,3
2020-08-19,59,10,6,3
2020-08-20,44,9,14,6
2020-08-21,15,4,16,7
2020-08-22,16,4,8,4
2020-08-23,17,4,7,4
2020-08-24,32,7,5,3
2020-08-25,18,6,6,2
2020-08-26,22,6,6,3
2020-08-27,82,15,9,5
2020-08-28,46,9,5,2
2020-08-29,21,6,5,3
2020-08-30,32,9,8,4
2020-08-31,93,30,7,4
2020-09-01,138,49,9,5
2020-09-02,83,29,8,5
2020-09-03,22,7,6,3
2020-09-04,38,10,11,6
2020-09-05,23,9,8,4
2020-09-06,27,9,7,4
2020-09-07,55,22,7,4
2020-09-08,34,7,5,3
2020-09-09,40,15,9,5
2020-09-10,107,45,9,5
2020-09-11,73,18,8,5
2020-09-12,44,8,7,4
2020-09-13,48,11,6,4
2020-09-14,213,59,11,6
2020-09-15,69,38,23,14
2020-09-16,86,18,22,13
2020-09-17,95,7,16,6
2020-09-18,82,9,14,4
2020-09-19,55,7,16,6
2020-09-20,32,5,15,7
2020-09-21,123,44,16,10
2020-09-22,94,36,17,11
2020-09-23,57,13,7,4
2020-09-24,82,30,5,3
2020-09-25,22,9,8,3
2020-09-26,19,8,6,3
2020-09-27,27,13,13,7
2020-09-28,74,25,10,7
2020-09-29,83,37,12,9
2020-09-30,81,21,8,5
2020-10-01,73,19,7,4
2020-10-02,78,10,6,4
2020-10-03,58,9,5,3
2020-10-04,26,6,3,2
2020-10-05,44,11,10,6
2020-10-06,34,9,5,2
2020-10-07,56,13,7,4
2020-10-08,53,24,5,2
2020-10-09,70,21,6,3
2020-10-10,32,8,5,3
2020-10-11,34,11,5,2
2020-10-12,102,22,6,4
2020-10-13,55,14,7,4
2020-10-14,71,12,10,6
2020-10-15,67,15,8,4
2020-10-16,92,18,9,5
2020-10-17,90,13,9,6
2020-10-18,105,20,17,13
2020-10-19,98,19,15,10
2020-10-20,56,13,14,8
2020-10-21,59,13,8,4
2020-10-22,64,17,6,3
2020-10-23,69,15,7,4
2020-10-24,39,8,6,3
2020-10-25,57,10,6,3
2020-10-26,60,11,7,4
2020-10-27,59,12,9,5
2020-10-28,46,9,9,4
2020-10-29,38,8,8,4
2020-10-30,56,10,6,3
2020-10-31,36,7,12,7
2020-11-01,16,4,10,5
2020-11-02,28,8,8,4
2020-11-03,68,18,8,4
2020-11-04,159,136,12,9
2020-11-05,267,144,22,18
2020-11-06,201,89,27,23
2020-11-07,178,90,29,24
2020-11-08,135,36,37,32
2020-11-09,142,20,15,12
2020-11-10,131,26,9,6
2020-11-11,65,12,8,5
2020-11-12,58,12,9,4
2020-11-13,83,17,9,5
2020-11-14,34,8,11,7
2020-11-15,22,4,8,4
2020-11-16,34,8,8,4
2020-11-17,35,7,7,4
2020-11-18,37,11,12,7
2020-11-19,38,26,6,4
2020-11-20,80,20,7,5
2020-11-21,25,5,5,3
2020-11-22,80,26,10,8
2020-11-23,163,53,13,11
2020-11-24,81,15,10,7
2020-11-25,78,54,15,11
2020-11-26,360,194,18,15
2020-11-27,205,90,19,17
2020-11-28,192,45,33,29
2020-11-29,72,19,24,22
2020-11-30,59,16,11,9
2020-12-01,82,59,10,6
2020-12-02,158,72,14,11
2020-12-03,129,31,6,4
2020-12-04,50,16,7,5
2020-12-05,103,19,10,6
2020-12-06,91,25,14,13
2020-12-07,130,29,14,13
2020-12-08,146,39,11,9
2020-12-09,99,26,11,7
2020-12-10,120,17,11,7
2020-12-11,127,46,9,6
2020-12-12,40,16,8,5
2020-12-13,43,10,7,5
2020-12-14,59,14,12,6
2020-12-15,100,27,9,5
2020-12-16,84,17,8,4
2020-12-17,68,18,8,4
2020-12-18,36,11,5,3
2020-12-19,44,9,9,5
2020-12-20,50,10,8,4
2020-12-21,41,9,4,2
2020-12-22,121,24,7,5
2020-12-23,102,15,6,4
2020-12-24,24,13,5,3
2020-12-25,12,7,5,4
2020-12-26,7,2,3,2
2020-12-27,38,10,7,4
2020-12-28,46,15,11,9
2020-12-29,44,23,14,12
2020-12-30,115,83,17,14
2020-12-31,101,29,14,13
2021-01-01,35,25,17,15
2021-01-02,44,18,8,7
2021-01-03,45,13,9,8
2021-01-04,65,12,7,4
2021-01-05,65,16,7,4
2021-01-06,98,42,10,7
2021-01-07,82,35,18,16
2021-01-08,143,45,23,21
2021-01-09,73,20,13,12
2021-01-10,54,12,17,15
2021-01-11,44,10,6,4
2021-01-12,83,32,6,5
2021-01-13,65,25,10,8
2021-01-14,57,16,4,3
2021-01-15,159,51,17,14
2021-01-16,36,11,8,6
2021-01-17,30,8,10,6
2021-01-18,61,13,7,4
2021-01-19,25,6,3,1
2021-01-20,29,8,4,3
2021-01-21,59,15,5,3
2021-01-22,92,24,7,5
2021-01-23,45,20,11,9
2021-01-24,54,14,8,7
2021-01-25,54,21,10,8
2021-01-26,132,29,8,6
2021-01-27,94,22,8,7
2021-01-28,37,9,7,4
2021-01-29,48,11,10,6
2021-01-30,68,9,8,5
2021-01-31,78,15,12,9
2021-02-01,118,21,20,18
2021-02-02,47,12,13,8
2021-02-03,61,15,8,4
2021-02-04,126,17,8,6
2021-02-05,129,18,7,5
2021-02-06,75,25,6,5
2021-02-07,28,5,18,10
2021-02-08,64,9,7,4
2021-02-09,103,12,9,5
2021-02-10,89,19,8,5
2021-02-11,102,22,17,13
2021-02-12,77,17,18,13
2021-02-13,50,12,19,13
2021-02-14,26,8,16,11
2021-02-15,87,15,9,7
2021-02-16,54,9,9,6
2021-02-17,45,7,10,6
2021-02-18,42,8,9,5
2021-02-19,37,12,11,6
2021-02-20,31,9,35,14
2021-02-21,78,19,16,10
2021-02-22,124,41,14,9
2021-02-23,38,12,10,6
2021-02-24,27,7,11,6
2021-02-25,39,19,10,5
2021-02-26,143,83,11,7
2021-02-27,110,56,17,12
2021-02-28,61,18,21,18
2021-03-01,113,15,24,20
2021-03-02,108,16,39,34
2021-03-03,167,50,53,45
2021-03-04,85,18,14,11
2021-03-05,99,12,9,4
2021-03-06,68,26,8,6
2021-03-07,53,28,21,17
2021-03-08,59,27,25,19
2021-03-09,55,17,21,16
2021-03-10,27,8,12,9
2021-03-11,20,5,11,6
2021-03-12,25,7,8,4
2021-03-13,15,3,7,3
2021-03-14,12,3,6,4
2021-03-15,28,12,12,7
2021-03-16,32,14,11,7
2021-03-17,74,39,22,14
2021-03-18,53,31,19,14
2021-03-19,81,11,4,3
2021-03-20,32,12,11,8
2021-03-21,59,17,11,8
2021-03-22,82,40,20,13
2021-03-23,65,28,20,14
2021-03-24,72,17,20,13
2021-03-25,58,12,10,5
2021-03-26,30,6,8,4
2021-03-27,23,5,10,5
2021-03-28,12,3,12,7
2021-03-29,53,16,17,8
2021-03-30,167,66,28,15
2021-03-31,190,50,35,18
2021-04-01,62,13,22,13
2021-04-02,39,6,10,5
2021-04-03,59,9,19,10
2021-04-04,34,11,22,14
2021-04-05,17,7,10,5
2021-04-06,33,12,10,4
2021-04-07,33,17,8,4
2021-04-08,42,9,10,5
2021-04-09,52,14,8,4
2021-04-10,59,14,10,7
2021-04-11,36,12,7,5
2021-04-12,110,47,11,5
2021-04-13,135,64,13,7
2021-04-14,140,42,14,9
2021-04-15,105,24,8,4
2021-04-16,116,36,10,6
2021-04-17,116,26,12,7
2021-04-18,82,24,13,9
2021-04-19,132,35,22,14
2021-04-20,134,57,23,15
2021-04-21,80,21,29,20
2021-04-22,125,20,16,7
2021-04-23,113,25,15,7
2021-04-24,100,16,14,8
2021-04-25,41,5,11,7
2021-04-26,102,14,13,7
2021-04-27,99,24,22,13
2021-04-28,102,17,19,13
2021-04-29,63,18,10,7
2021-04-30,95,14,12,8
2021-05-01,91,17,14,11
2021-05-02,44,10,10,8
2021-05-03,16,5,9,5
2021-05-04,19,6,7,3
2021-05-05,46,9,4,2
2021-05-06,59,17,6,4
2021-05-07,50,11,8,4
2021-05-08,29,6,6,4
2021-05-09,22,5,5,3
2021-05-10,32,9,9,5
2021-05-11,77,11,8,4
2021-05-12,82,10,8,4
2021-05-13,107,14,9,6
2021-05-14,121,13,11,8
2021-05-15,72,9,8,7
2021-05-16,39,6,5,3
2021-05-17,64,15,7,5
2021-05-18,45,10,6,3
2021-05-19,43,12,4,2
2021-05-20,48,11,11,6
2021-05-21,24,5,7,4
2021-05-22,47,9,4,2
2021-05-23,22,4,5,3
2021-05-24,53,10,4,2
2021-05-25,34,8,6,3
2021-05-26,41,14,6,4
2021-05-27,104,31,7,4
2021-05-28,141,24,10,7
2021-05-29,124,16,9,6
2021-05-30,66,8,14,11
2021-05-31,55,9,19,15
2021-06-01,102,18,14,9
2021-06-02,111,23,16,9
2021-06-03,44,10,14,10
2021-06-04,84,19,9,5
2021-06-05,50,12,8,5
2021-06-06,41,7,5,3
2021-06-07,55,12,7,4
2021-06-08,58,12,8,4
2021-06-09,47,11,10,5
2021-06-10,46,10,7,4
2021-06-11,33,7,7,4
2021-06-12,41,10,10,7
2021-06-13,42,8,9,6
2021-06-14,35,8,11,6
2021-06-15,74,12,12,6
2021-06-16,55,13,17,11
2021-06-17,55,12,13,8
2021-06-18,49,9,6,4
2021-06-19,103,7,6,4
2021-06-20,41,5,10,7
2021-06-21,54,7,10,6
2021-06-22,64,13,11,6
2021-06-23,79,32,12,8
2021-06-24,47,22,10,7
2021-06-25,39,10,7,4
2021-06-26,76,6,9,6
2021-06-27,41,5,13,10
2021-06-28,68,8,9,6
2021-06-29,67,20,15,10
2021-06-30,85,30,17,12
2021-07-01,113,27,18,12
2021-07-02,80,13,18,13
2021-07-03,63,11,11,7
2021-07-04,25,4,6,3
2021-07-05,46,6,9,4
2021-07-06,29,6,10,4
2021-07-07,42,7,7,4
2021-07-08,54,10,11,7
2021-07-09,45,10,10,6
2021-07-10,81,10,6,3
2021-07-11,49,8,8,4
2021-07-12,70,12,8,5
2021-07-13,65,16,11,7
2021-07-14,37,12,10,5
2021-07-15,58,15,10,5
