Date,PM2.5_1,PM10_1,PM10_2,NOx_1,NOx_2
2019-08-01,8,15,18,38,58
2019-08-02,8,14,15,31,36
2019-08-03,9,15,14,35,27
2019-08-04,11,21,17,28,18
2019-08-05,7,14,14,23,46
2019-08-06,6,13,12,17,34
2019-08-07,6,13,13,18,44
2019-08-08,7,16,14,29,43
2019-08-09,9,16,12,22,18
2019-08-10,5,11,12,9,17
2019-08-11,5,8,9,12,23
2019-08-12,6,12,13,27,59
2019-08-13,8,14,20,36,71
2019-08-14,7,14,11,46,45
2019-08-15,6,12,12,24,46
2019-08-16,5,9,8,28,26
2019-08-17,7,12,13,14,31
2019-08-18,6,11,11,10,21
2019-08-19,7,15,14,20,47
2019-08-20,8,15,No data,27,67
2019-08-21,6,13,No data,24,52
2019-08-22,7,15,No data,18,53
2019-08-23,9,17,No data,40,66
2019-08-24,14,29,24,48,65
2019-08-25,19,35,29,42,36
2019-08-26,20,32,29,30,45
2019-08-27,19,32,30,38,79
2019-08-28,7,12,11,25,59
2019-08-29,8,14,12,22,56
2019-08-30,9,17,16,20,40
2019-08-31,6,9,10,20,29
2019-09-01,5,8,11,15,29
2019-09-02,5,9,12,22,56
2019-09-03,5,9,9,19,51
2019-09-04,4,8,11,20,53
2019-09-05,No data,No data,14,No data,65
2019-09-06,No data,No data,15,No data,60
2019-09-07,4,6,11,37,48
2019-09-08,6,9,15,34,73
2019-09-09,9,13,12,47,53
2019-09-10,10,15,17,42,93
2019-09-11,6,10,No data,29,67
2019-09-12,7,12,13,25,65
2019-09-13,6,11,17,49,100
2019-09-14,10,16,22,54,79
2019-09-15,6,8,12,25,35
2019-09-16,7,10,16,40,82
2019-09-17,6,11,16,46,96
2019-09-18,11,19,23,79,127
2019-09-19,13,22,23,107,130
2019-09-20,9,15,19,67,83
2019-09-21,10,19,23,37,26
2019-09-22,12,17,21,36,50
2019-09-23,5,9,10,33,65
2019-09-24,4,6,8,35,61
2019-09-25,5,8,10,45,97
2019-09-26,5,8,12,23,62
2019-09-27,6,9,11,25,51
2019-09-28,4,7,9,17,30
2019-09-29,3,4,5,20,30
2019-09-30,6,10,10,35,61
2019-10-01,5,8,10,40,98
2019-10-02,5,9,14,61,99
2019-10-03,13,19,18,84,118
2019-10-04,8,12,16,38,107
2019-10-05,7,11,15,35,40
2019-10-06,6,9,10,25,31
2019-10-07,6,10,12,38,41
2019-10-08,9,15,18,24,74
2019-10-09,7,12,14,28,72
2019-10-10,5,9,12,20,61
2019-10-11,5,8,11,23,60
2019-10-12,7,11,12,34,59
2019-10-13,5,6,7,26,41
2019-10-14,5,8,13,62,134
2019-10-15,9,13,13,42,99
2019-10-16,8,13,15,53,100
2019-10-17,9,16,14,67,112
2019-10-18,5,8,11,28,56
2019-10-19,7,10,10,35,58
2019-10-20,5,8,10,24,32
2019-10-21,6,11,13,41,59
2019-10-22,14,21,20,79,158
2019-10-23,20,28,25,89,142
2019-10-24,17,22,25,74,157
2019-10-25,7,12,12,54,92
2019-10-26,5,7,8,49,77
2019-10-27,7,12,16,32,69
2019-10-28,10,15,24,76,149
2019-10-29,7,11,15,31,65
2019-10-30,10,14,14,40,43
2019-10-31,21,27,26,44,50
2019-11-01,15,19,14,59,52
2019-11-02,10,14,20,39,76
2019-11-03,21,25,38,55,117
2019-11-04,13,18,27,59,114
2019-11-05,13,17,24,40,68
2019-11-06,29,38,40,91,129
2019-11-07,11,15,14,69,126
2019-11-08,6,9,14,57,79
2019-11-09,12,16,22,80,112
2019-11-10,8,12,16,41,66
2019-11-11,8,11,11,35,76
2019-11-12,6,9,9,37,85
2019-11-13,11,15,16,66,129
2019-11-14,4,6,8,26,68
2019-11-15,8,11,13,40,59
2019-11-16,17,21,22,59,117
2019-11-17,12,15,17,52,78
2019-11-18,10,15,24,97,197
2019-11-19,24,30,33,167,242
2019-11-20,13,18,18,68,53
2019-11-21,23,28,29,47,42
2019-11-22,15,19,18,50,37
2019-11-23,17,22,25,49,60
2019-11-24,28,34,35,55,78
2019-11-25,11,14,12,51,41
2019-11-26,11,16,14,56,50
2019-11-27,10,13,16,56,113
2019-11-28,5,8,11,54,91
2019-11-29,14,19,29,161,233
2019-11-30,21,25,27,162,185
2019-12-01,13,16,22,77,126
2019-12-02,17,22,25,122,231
2019-12-03,16,20,22,87,239
2019-12-04,21,25,32,99,264
2019-12-05,14,17,18,68,143
2019-12-06,7,10,8,33,62
2019-12-07,6,9,10,26,47
2019-12-08,6,10,12,14,32
2019-12-09,8,13,20,63,129
2019-12-10,8,13,10,35,62
2019-12-11,9,14,14,52,141
2019-12-12,7,10,9,67,86
2019-12-13,8,12,13,31,67
2019-12-14,8,13,14,29,51
2019-12-15,4,7,7,26,50
2019-12-16,8,14,19,89,200
2019-12-17,26,32,40,247,377
2019-12-18,13,15,15,59,49
2019-12-19,8,12,11,40,30
2019-12-20,12,15,16,60,136
2019-12-21,10,13,12,56,49
2019-12-22,9,12,16,40,68
2019-12-23,9,13,17,50,86
2019-12-24,7,11,13,37,62
2019-12-25,12,16,24,46,129
2019-12-26,12,14,18,34,59
2019-12-27,20,23,23,54,64
2019-12-28,14,18,18,40,48
2019-12-29,15,18,18,22,39
2019-12-30,20,25,29,56,107
2019-12-31,11,15,20,44,61
2020-01-01,26,31,34,41,49
2020-01-02,8,11,15,17,39
2020-01-03,8,13,19,35,59
2020-01-04,7,10,13,27,46
2020-01-05,4,6,10,22,39
2020-01-06,7,11,14,25,51
2020-01-07,8,13,15,34,63
2020-01-08,10,18,26,41,95
2020-01-09,7,11,16,38,72
2020-01-10,7,12,18,46,107
2020-01-11,4,6,8,13,28
2020-01-12,4,6,8,26,52
2020-01-13,6,11,10,36,42
2020-01-14,7,13,11,26,38
2020-01-15,7,13,14,27,76
2020-01-16,8,14,12,36,31
2020-01-17,8,12,14,39,84
2020-01-18,11,18,21,52,101
2020-01-19,16,20,28,103,181
2020-01-20,20,27,31,100,228
2020-01-21,24,39,38,191,351
2020-01-22,24,35,37,254,402
2020-01-23,23,30,27,90,163
2020-01-24,20,26,27,63,144
2020-01-25,20,29,26,44,68
2020-01-26,14,22,22,36,87
2020-01-27,7,12,13,44,80
2020-01-28,5,10,16,26,75
2020-01-29,8,14,18,29,92
2020-01-30,7,11,15,34,56
2020-01-31,4,6,7,24,61
2020-02-01,9,15,18,18,27
2020-02-02,9,14,16,27,44
2020-02-03,7,13,16,19,52
2020-02-04,9,16,25,74,109
2020-02-05,22,35,44,119,270
2020-02-06,27,38,52,182,319
2020-02-07,27,36,38,80,134
2020-02-08,9,17,19,22,33
2020-02-09,4,7,8,8,13
2020-02-10,5,9,11,23,53
2020-02-11,5,10,12,15,25
2020-02-12,6,13,17,35,62
2020-02-13,7,11,13,48,69
2020-02-14,12,18,19,56,104
2020-02-15,4,6,6,23,31
2020-02-16,3,6,8,12,24
2020-02-17,5,10,14,16,36
2020-02-18,5,10,13,21,46
