Date,NOx_1,NOx_2,PM10_1,PM2.5_1
2021-06-14,17,14,13,6
2021-06-15,32,15,16,8
2021-06-16,21,10,11,4
2021-06-17,16,12,13,6
2021-06-18,30,14,14,7
2021-06-19,33,11,11,7
2021-06-20,17,8,13,9
2021-06-21,34,14,16,9
2021-06-22,20,17,17,10
2021-06-23,33,18,18,10
2021-06-24,23,15,12,8
2021-06-25,28,13,9,5
2021-06-26,25,7,9,6
2021-06-27,19,7,10,7
2021-06-28,33,16,13,8
2021-06-29,33,18,15,10
2021-06-30,27,15,20,12
2021-07-01,23,16,18,11
2021-07-02,27,15,22,16
2021-07-03,36,13,15,11
2021-07-04,22,9,7,4
2021-07-05,28,11,10,5
2021-07-06,24,14,7,4
2021-07-07,25,17,11,6
2021-07-08,24,20,14,8
2021-07-09,32,19,14,9
2021-07-10,35,22,17,12
2021-07-11,21,8,13,9
2021-07-12,29,21,8,6
2021-07-13,21,14,10,5
2021-07-14,19,13,10,5
2021-07-15,18,14,14,6
2021-07-16,34,22,17,8
2021-07-17,32,25,15,7
2021-07-18,22,17,16,8
2021-07-19,26,19,18,7
2021-07-20,31,20,21,9
2021-07-21,41,21,27,14
2021-07-22,34,20,29,15
2021-07-23,29,12,21,12
2021-07-24,24,6,17,10
2021-07-25,19,10,15,9
2021-07-26,23,17,21,12
2021-07-27,29,17,27,17
2021-07-28,34,17,10,6
2021-07-29,25,15,12,5
2021-07-30,33,19,9,5
2021-07-31,21,12,26,8
2021-08-01,21,10,26,9
2021-08-02,28,16,14,6
2021-08-03,43,24,15,8
2021-08-04,54,29,18,11
2021-08-05,57,11,13,7
2021-08-06,28,10,9,5
2021-08-07,27,6,9,6
2021-08-08,33,9,10,5
2021-08-09,32,13,11,6
2021-08-10,22,13,11,7
2021-08-11,36,9,12,7
2021-08-12,27,9,14,7
2021-08-13,21,10,17,7
2021-08-14,29,15,14,9
2021-08-15,20,9,9,6
2021-08-16,19,8,22,15
2021-08-17,19,10,8,4
2021-08-18,22,12,9,5
2021-08-19,40,15,12,8
2021-08-20,36,12,10,6
2021-08-21,46,15,8,5
2021-08-22,17,11,8,5
2021-08-23,23,9,11,7
2021-08-24,36,15,12,7
2021-08-25,34,25,16,9
2021-08-26,22,8,14,7
2021-08-27,26,11,12,7
2021-08-28,27,28,14,8
2021-08-29,27,11,15,9
2021-08-30,19,7,10,6
2021-08-31,26,11,12,7
2021-09-01,28,14,19,11
2021-09-02,30,8,19,11
2021-09-03,33,9,20,13
2021-09-04,35,10,21,14
2021-09-05,30,10,21,14
2021-09-06,55,34,38,26
2021-09-07,82,No data,39,25
2021-09-08,64,No data,31,14
2021-09-09,52,26,25,14
2021-09-10,31,18,14,9
2021-09-11,19,13,11,6
2021-09-12,28,19,9,6
2021-09-13,43,12,13,7
2021-09-14,41,20,11,7
2021-09-15,No data,34,No data,No data
2021-09-16,No data,36,No data,No data
2021-09-17,No data,17,15,9
2021-09-18,No data,14,15,9
2021-09-19,No data,17,10,6
2021-09-20,No data,35,16,9
2021-09-21,No data,32,16,9
2021-09-22,No data,22,14,8
2021-09-23,26,17,16,8
2021-09-24,38,16,13,7
2021-09-25,45,17,12,8
2021-09-26,22,7,13,8
2021-09-27,24,12,8,4
2021-09-28,40,13,8,4
2021-09-29,35,23,11,5
2021-09-30,36,9,10,6
2021-10-01,32,12,12,5
2021-10-02,46,12,9,5
2021-10-03,28,9,9,5
2021-10-04,44,11,8,4
2021-10-05,29,12,6,3
2021-10-06,32,19,10,4
2021-10-07,No data,12,12,6
2021-10-08,No data,17,16,10
2021-10-09,No data,30,17,12
2021-10-10,No data,16,11,6
2021-10-11,No data,48,20,9
2021-10-12,No data,28,13,7
2021-10-13,38,29,13,8
2021-10-14,37,24,15,8
2021-10-15,56,38,14,7
2021-10-16,63,25,20,13
2021-10-17,31,8,17,13
2021-10-18,46,14,14,10
2021-10-19,45,9,7,4
2021-10-20,55,30,13,7
2021-10-21,27,22,13,6
2021-10-22,38,24,13,6
2021-10-23,43,9,12,7
2021-10-24,29,6,11,7
2021-10-25,40,21,13,6
2021-10-26,42,8,10,5
2021-10-27,32,6,11,5
2021-10-28,34,8,11,6
2021-10-29,41,16,10,6
2021-10-30,35,15,10,6
2021-10-31,27,6,9,5
2021-11-01,36,23,7,4
2021-11-02,92,46,11,7
2021-11-03,91,42,15,10
2021-11-04,82,71,18,8
2021-11-05,171,66,34,25
2021-11-06,33,12,15,9
2021-11-07,15,10,26,12
2021-11-08,72,20,16,9
2021-11-09,40,12,8,4
2021-11-10,72,41,19,13
2021-11-11,57,20,20,14
2021-11-12,34,13,12,7
2021-11-13,59,56,18,11
2021-11-14,149,101,24,18
2021-11-15,102,45,26,19
2021-11-16,80,29,20,14
2021-11-17,44,36,24,11
2021-11-18,57,27,12,6
2021-11-19,43,34,13,6
2021-11-20,29,20,13,7
2021-11-21,35,27,10,5
2021-11-22,196,136,21,12
2021-11-23,93,57,15,10
2021-11-24,60,44,15,8
2021-11-25,80,105,16,8
2021-11-26,29,13,12,5
2021-11-27,34,9,11,6
2021-11-28,120,68,17,12
2021-11-29,177,56,25,20
2021-11-30,52,19,11,7
2021-12-01,39,20,12,6
2021-12-02,72,59,17,8
2021-12-03,97,50,18,11
2021-12-04,27,15,9,6
2021-12-05,45,24,13,8
2021-12-06,69,35,14,9
2021-12-07,57,10,12,7
2021-12-08,31,20,8,4
2021-12-09,59,28,17,9
2021-12-10,55,41,13,7
2021-12-11,106,20,19,12
2021-12-12,56,10,10,7
2021-12-13,68,40,13,8
2021-12-14,99,37,18,13
2021-12-15,123,51,15,9
2021-12-16,300,141,35,22
2021-12-17,236,159,34,23
2021-12-18,96,36,20,16
2021-12-19,190,59,22,17
2021-12-20,137,51,25,17
2021-12-21,62,18,24,16
2021-12-22,106,29,28,21
2021-12-23,99,31,24,19
2021-12-24,70,18,10,7
2021-12-25,13,5,7,3
2021-12-26,46,18,6,5
2021-12-27,60,19,11,9
2021-12-28,44,35,9,7
2021-12-29,51,20,13,8
2021-12-30,43,7,4,3
2021-12-31,39,13,10,7
2022-01-01,19,5,18,11
2022-01-02,31,9,11,7
2022-01-03,31,14,16,9
2022-01-04,30,27,12,6
2022-01-05,73,80,18,10
2022-01-06,65,26,12,7
2022-01-07,58,37,12,6
2022-01-08,29,16,15,8
2022-01-09,35,25,16,8
2022-01-10,77,21,15,9
2022-01-11,126,119,22,14
2022-01-12,219,150,28,19
2022-01-13,153,90,23,16
2022-01-14,177,164,29,22
2022-01-15,177,109,31,24
2022-01-16,41,34,20,13
2022-01-17,203,No data,23,15
2022-01-18,162,No data,24,18
2022-01-19,36,No data,15,9
2022-01-20,128,163,21,12
2022-01-21,101,51,20,13
2022-01-22,35,35,11,7
2022-01-23,38,15,11,8
2022-01-24,51,26,40,26
2022-01-25,61,36,48,34
2022-01-26,74,31,25,15
2022-01-27,30,26,12,6
2022-01-28,75,30,16,10
2022-01-29,18,12,21,9
2022-01-30,54,21,20,10
2022-01-31,20,11,18,8
2022-02-01,18,9,12,6
2022-02-02,34,24,15,8
2022-02-03,37,16,13,6
2022-02-04,28,25,11,5
2022-02-05,29,15,13,8
2022-02-06,13,7,11,6
2022-02-07,57,26,13,7
2022-02-08,22,17,9,4
2022-02-09,34,27,14,6
2022-02-10,29,21,16,7
2022-02-11,83,35,18,9
2022-02-12,30,8,9,6
2022-02-13,27,9,5,4
2022-02-14,28,15,10,5
2022-02-15,39,20,17,9
2022-02-16,22,17,14,8
2022-02-17,33,19,16,7
2022-02-18,24,11,11,5
2022-02-19,45,26,11,7
2022-02-20,18,10,10,6
2022-02-21,24,16,28,14
2022-02-22,34,16,15,8
2022-02-23,36,10,12,6
2022-02-24,31,17,12,5
2022-02-25,40,33,22,10
2022-02-26,39,13,22,15
2022-02-27,29,11,15,9
2022-02-28,39,20,13,9
2022-03-01,59,55,17,10
2022-03-02,64,24,16,13
2022-03-03,88,47,43,35
2022-03-04,42,32,11,6
2022-03-05,37,27,12,6
2022-03-06,39,23,14,8
2022-03-07,67,38,19,10
2022-03-08,46,17,34,22
2022-03-09,30,12,18,11
2022-03-10,38,12,14,8
2022-03-11,38,12,18,11
2022-03-12,28,7,11,6
2022-03-13,24,8,10,6
2022-03-14,43,No data,14,7
2022-03-15,69,No data,18,9
2022-03-16,44,30,22,16
2022-03-17,48,22,16,8
2022-03-18,85,42,23,14
2022-03-19,48,9,20,12
2022-03-20,41,11,32,23
2022-03-21,97,62,49,33
2022-03-22,76,36,49,33
2022-03-23,106,82,54,36
2022-03-24,109,78,59,35
2022-03-25,89,81,52,29
2022-03-26,93,50,42,26
2022-03-27,47,23,18,12
2022-03-28,36,32,28,19
2022-03-29,48,56,42,30
2022-03-30,No data,17,19,13
2022-03-31,No data,14,9,4
2022-04-01,35,24,No data,No data
2022-04-02,53,38,No data,No data
2022-04-03,41,27,No data,No data
2022-04-04,21,10,No data,No data
2022-04-05,22,15,No data,No data
2022-04-06,32,16,No data,No data
2022-04-07,21,19,No data,No data
2022-04-08,59,31,12,6
2022-04-09,60,39,15,8
2022-04-10,52,16,15,9
2022-04-11,47,12,22,10
2022-04-12,62,24,32,22
2022-04-13,45,35,18,11
2022-04-14,82,38,19,11
2022-04-15,55,26,17,10
2022-04-16,45,15,22,15
2022-04-17,27,10,19,13
2022-04-18,16,15,9,5
2022-04-19,45,30,17,8
2022-04-20,32,16,18,9
2022-04-21,31,13,21,12
2022-04-22,24,7,25,12
2022-04-23,24,6,27,15
2022-04-24,16,4,17,9
2022-04-25,31,12,18,10
2022-04-26,27,17,16,9
2022-04-27,28,14,18,9
2022-04-28,30,12,21,13
2022-04-29,43,20,26,16
2022-04-30,39,28,22,14
2022-05-01,24,10,14,11
2022-05-02,30,21,22,18
2022-05-03,36,19,16,12
2022-05-04,30,15,13,9
2022-05-05,26,27,11,5
2022-05-06,42,18,11,6
2022-05-07,23,11,13,9
2022-05-08,27,12,16,10
2022-05-09,25,10,13,7
2022-05-10,15,14,13,5
2022-05-11,26,15,9,5
2022-05-12,22,16,12,5
2022-05-13,19,16,21,10
2022-05-14,25,15,23,13
2022-05-15,26,12,22,13
2022-05-16,34,16,13,8
2022-05-17,24,9,13,7
2022-05-18,21,8,12,6
2022-05-19,21,19,12,5
2022-05-20,33,19,13,7
2022-05-21,22,18,12,7
2022-05-22,17,8,8,4
2022-05-23,17,13,9,4
2022-05-24,16,13,9,3
2022-05-25,20,11,10,4
2022-05-26,20,16,10,5
2022-05-27,16,10,19,8
2022-05-28,23,12,10,5
2022-05-29,15,8,7,4
2022-05-30,31,22,9,5
2022-05-31,30,16,10,6
2022-06-01,38,26,11,7
2022-06-02,38,15,14,9
2022-06-03,20,10,13,9
2022-06-04,19,5,12,8
2022-06-05,18,10,11,8
2022-06-06,25,25,12,7
2022-06-07,34,19,15,10
2022-06-08,23,16,9,4
2022-06-09,27,12,14,7
2022-06-10,20,10,19,10
2022-06-11,16,9,16,8
2022-06-12,11,8,14,7
2022-06-13,13,11,12,5
2022-06-14,28,21,13,6
2022-06-15,40,33,18,9
2022-06-16,35,22,15,7
2022-06-17,24,12,18,7
2022-06-18,12,10,16,7
2022-06-19,16,17,15,8
2022-06-20,17,19,11,5
2022-06-21,26,17,15,7
2022-06-22,22,18,12,6
2022-06-23,34,19,17,8
2022-06-24,29,13,18,10
2022-06-25,20,5,10,4
2022-06-26,15,4,12,6
2022-06-27,18,12,10,4
2022-06-28,19,7,12,5
2022-06-29,27,11,9,5
2022-06-30,19,15,8,4
2022-07-01,26,16,11,6
2022-07-02,16,9,8,4
2022-07-03,15,12,7,4
2022-07-04,15,10,11,4
2022-07-05,13,8,11,4
2022-07-06,18,11,10,5
2022-07-07,13,8,10,4
2022-07-08,15,10,11,5
2022-07-09,10,6,8,4
2022-07-10,11,8,6,3
2022-07-11,41,22,12,5
2022-07-12,26,17,14,6
2022-07-13,13,8,13,6
2022-07-14,20,15,12,5
2022-07-15,23,15,12,5
2022-07-16,26,18,12,7
2022-07-17,32,12,17,9
2022-07-18,47,17,17,7
2022-07-19,50,20,32,14
2022-07-20,14,9,20,9
2022-07-21,27,18,15,8
2022-07-22,43,15,12,7
2022-07-23,28,15,14,9
2022-07-24,17,6,9,5
2022-07-25,16,11,12,5
2022-07-26,16,20,11,5
2022-07-27,30,20,13,7
2022-07-28,39,15,15,7
2022-07-29,43,20,18,8
2022-07-30,27,13,10,6
2022-07-31,13,13,7,3
2022-08-01,24,16,10,5
2022-08-02,16,9,7,3
2022-08-03,14,13,11,5
2022-08-04,14,11,12,4
2022-08-05,16,15,11,6
2022-08-06,27,22,13,8
2022-08-07,19,13,10,5
2022-08-08,29,23,13,7
2022-08-09,45,34,16,7
2022-08-10,46,32,23,10
2022-08-11,48,31,24,10
2022-08-12,41,24,21,8
2022-08-13,32,14,25,10
2022-08-14,32,18,24,12
2022-08-15,32,28,23,12
2022-08-16,18,15,15,9
2022-08-17,20,10,11,5
2022-08-18,26,12,12,7
2022-08-19,21,19,15,6
2022-08-20,17,9,15,7
2022-08-21,16,15,10,5
2022-08-22,No data,15,11,6
2022-08-23,No data,18,13,6
2022-08-24,24,17,9,4
2022-08-25,22,27,12,6
2022-08-26,37,20,14,7
2022-08-27,42,29,19,11
2022-08-28,26,14,13,7
2022-08-29,14,7,10,6
2022-08-30,22,11,12,6
2022-08-31,21,8,14,7
