Date,NOx_1,NOx_2,NOx_3,PM10_2,PM10_3,PM2.5_1,PM2.5_2,PM2.5_3
2021-08-25,No data,No data,14,13,No data,No data,8,No data
2021-08-26,38,No data,9,11,No data,5,6,No data
2021-08-27,63,No data,13,11,No data,5,6,No data
2021-08-28,74,No data,25,13,No data,7,8,No data
2021-08-29,39,No data,12,12,No data,6,7,No data
2021-08-30,36,No data,8,8,No data,4,5,No data
2021-08-31,51,No data,12,9,No data,4,5,No data
2021-09-01,53,No data,13,19,No data,10,11,No data
2021-09-02,51,No data,14,19,No data,10,10,No data
2021-09-03,68,No data,18,23,No data,14,14,No data
2021-09-04,69,No data,14,20,No data,13,14,No data
2021-09-05,75,No data,14,21,No data,15,13,No data
2021-09-06,No data,No data,59,34,No data,23,22,No data
2021-09-07,No data,No data,66,37,No data,27,25,No data
2021-09-08,No data,No data,52,32,No data,20,16,No data
2021-09-09,101,No data,37,27,No data,18,16,No data
2021-09-10,74,No data,30,8,No data,7,4,No data
2021-09-11,40,No data,22,7,No data,7,5,No data
2021-09-12,63,No data,12,7,No data,7,4,No data
2021-09-13,76,No data,17,11,No data,7,5,No data
2021-09-14,107,No data,29,17,No data,15,12,No data
2021-09-15,85,No data,30,10,No data,10,7,No data
2021-09-16,105,No data,60,13,No data,12,8,No data
2021-09-17,125,No data,66,14,No data,11,8,No data
2021-09-18,136,No data,47,16,No data,17,11,No data
2021-09-19,52,No data,20,11,No data,9,8,No data
2021-09-20,60,No data,34,6,No data,6,3,No data
2021-09-21,114,No data,72,13,No data,12,7,No data
2021-09-22,87,No data,44,10,No data,7,6,No data
2021-09-23,34,No data,25,12,No data,4,7,No data
2021-09-24,54,No data,34,9,No data,3,5,No data
2021-09-25,111,No data,30,9,No data,6,5,No data
2021-09-26,59,No data,17,11,No data,6,7,No data
2021-09-27,43,No data,21,6,No data,3,3,No data
2021-09-28,84,No data,34,8,No data,5,4,No data
2021-09-29,57,No data,34,7,No data,4,3,No data
2021-09-30,56,No data,29,6,No data,4,3,No data
2021-10-01,56,No data,27,7,No data,4,3,No data
2021-10-02,92,No data,22,8,No data,6,5,No data
2021-10-03,43,No data,16,6,No data,5,3,No data
2021-10-04,82,No data,30,8,No data,7,4,No data
2021-10-05,47,No data,24,4,No data,3,2,No data
2021-10-06,88,19,31,6,No data,4,3,No data
2021-10-07,79,19,34,10,No data,5,5,No data
2021-10-08,101,28,37,13,No data,8,8,No data
2021-10-09,123,32,49,15,No data,13,12,No data
2021-10-10,48,11,19,8,No data,4,4,No data
2021-10-11,68,14,39,10,No data,5,5,No data
2021-10-12,77,20,27,8,No data,4,5,No data
2021-10-13,94,24,45,8,No data,5,5,No data
2021-10-14,51,16,33,10,No data,5,6,No data
2021-10-15,153,48,80,14,No data,8,8,No data
2021-10-16,153,53,71,17,No data,14,12,No data
2021-10-17,78,21,21,17,No data,10,13,No data
2021-10-18,97,22,34,16,No data,12,12,No data
2021-10-19,72,18,29,7,No data,No data,4,No data
2021-10-20,85,23,49,11,No data,4,5,No data
2021-10-21,55,13,29,8,No data,3,4,No data
2021-10-22,64,16,39,8,No data,2,4,No data
2021-10-23,60,20,28,7,No data,2,4,No data
2021-10-24,47,15,20,8,No data,3,5,No data
2021-10-25,99,20,45,9,No data,5,5,No data
2021-10-26,52,12,28,8,No data,3,4,No data
2021-10-27,40,10,18,8,No data,2,4,No data
2021-10-28,47,16,23,12,No data,4,6,No data
2021-10-29,68,26,31,11,No data,6,5,No data
2021-10-30,95,27,31,7,No data,4,4,No data
2021-10-31,45,15,13,7,No data,4,4,No data
2021-11-01,61,15,38,5,No data,3,3,No data
2021-11-02,126,42,90,8,No data,6,4,No data
2021-11-03,77,34,41,6,No data,No data,4,No data
2021-11-04,85,20,54,6,No data,No data,4,No data
2021-11-05,141,79,89,12,No data,No data,8,No data
2021-11-06,43,14,25,9,No data,No data,5,No data
2021-11-07,28,8,16,21,No data,No data,10,No data
2021-11-08,106,33,56,14,No data,No data,7,No data
2021-11-09,69,20,29,8,No data,No data,4,No data
2021-11-10,143,39,67,11,No data,No data,7,No data
2021-11-11,123,39,76,17,No data,12,12,No data
2021-11-12,55,19,29,8,No data,3,5,No data
2021-11-13,85,17,22,9,No data,8,6,No data
2021-11-14,130,50,66,23,No data,16,18,No data
2021-11-15,147,52,67,22,No data,17,17,No data
2021-11-16,124,39,72,15,No data,14,11,No data
2021-11-17,91,18,52,16,No data,6,8,No data
2021-11-18,48,13,34,7,No data,3,4,No data
2021-11-19,89,22,42,6,No data,5,4,No data
2021-11-20,57,16,29,7,No data,3,4,No data
2021-11-21,No data,12,13,6,No data,1,3,No data
2021-11-22,No data,60,122,13,No data,6,7,No data
2021-11-23,164,48,132,9,No data,6,6,No data
2021-11-24,No data,26,62,11,No data,10,7,No data
2021-11-25,No data,20,52,13,No data,6,7,No data
2021-11-26,No data,11,30,6,No data,2,3,No data
2021-11-27,22,8,15,8,No data,2,4,No data
2021-11-28,55,25,52,6,No data,3,4,No data
2021-11-29,123,89,130,8,No data,5,5,No data
2021-11-30,45,13,32,3,No data,0,2,No data
2021-12-01,41,13,17,6,No data,2,3,No data
2021-12-02,97,21,62,10,No data,5,5,No data
2021-12-03,144,52,84,12,No data,8,8,No data
2021-12-04,53,15,24,6,No data,3,4,No data
2021-12-05,67,17,20,6,No data,3,4,No data
2021-12-06,120,38,77,9,No data,6,6,No data
2021-12-07,79,33,33,11,No data,5,6,No data
2021-12-08,58,15,38,3,No data,2,2,No data
2021-12-09,93,32,52,10,No data,4,5,No data
2021-12-10,82,17,38,9,No data,4,4,No data
2021-12-11,167,35,52,11,No data,9,7,No data
2021-12-12,78,22,25,3,No data,5,2,No data
2021-12-13,146,47,59,11,No data,8,7,No data
2021-12-14,120,28,63,5,No data,6,4,No data
2021-12-15,123,25,60,6,No data,4,3,No data
2021-12-16,370,155,240,20,No data,20,14,No data
2021-12-17,244,150,243,21,No data,17,17,No data
2021-12-18,131,48,45,11,No data,11,10,No data
2021-12-19,141,75,64,13,No data,11,12,No data
2021-12-20,114,42,42,17,No data,9,10,No data
2021-12-21,99,36,39,21,No data,9,12,No data
2021-12-22,141,55,71,26,No data,19,21,No data
2021-12-23,120,39,67,20,No data,17,17,No data
2021-12-24,136,35,32,8,No data,7,6,No data
2021-12-25,36,5,5,12,No data,3,5,No data
2021-12-26,109,28,23,10,No data,10,9,No data
2021-12-27,119,36,24,13,No data,12,11,No data
2021-12-28,93,24,41,7,No data,6,6,No data
2021-12-29,103,22,30,12,No data,9,8,No data
2021-12-30,54,11,19,2,No data,3,1,No data
2021-12-31,53,13,17,8,No data,7,5,No data
2022-01-01,33,9,9,15,No data,11,10,No data
2022-01-02,43,7,16,9,No data,7,5,No data
2022-01-03,52,10,22,12,No data,8,7,No data
2022-01-04,49,13,35,8,No data,4,4,No data
2022-01-05,86,28,58,12,No data,5,6,No data
2022-01-06,110,41,64,13,No data,7,7,No data
2022-01-07,120,24,58,8,No data,6,4,No data
2022-01-08,70,19,35,11,No data,6,6,No data
2022-01-09,74,18,34,14,No data,7,8,No data
2022-01-10,111,38,60,No data,No data,12,No data,No data
2022-01-11,197,77,94,No data,No data,11,No data,No data
2022-01-12,259,58,172,No data,No data,12,No data,No data
2022-01-13,295,76,176,No data,No data,15,No data,No data
2022-01-14,416,188,186,28,No data,25,22,No data
2022-01-15,265,177,183,37,No data,30,31,No data
2022-01-16,129,28,48,17,No data,13,13,No data
2022-01-17,299,158,211,20,No data,16,12,No data
2022-01-18,385,195,149,26,No data,24,17,No data
2022-01-19,72,14,32,11,No data,8,7,No data
2022-01-20,86,20,49,14,No data,5,7,No data
2022-01-21,170,30,83,9,No data,7,5,No data
2022-01-22,No data,36,58,8,No data,10,6,No data
2022-01-23,No data,20,40,10,No data,10,9,No data
2022-01-24,No data,35,40,43,No data,25,27,No data
2022-01-25,No data,43,58,39,No data,25,28,No data
2022-01-26,No data,20,50,16,No data,11,10,No data
2022-01-27,55,12,27,8,No data,6,4,No data
2022-01-28,97,26,53,10,No data,8,6,No data
2022-01-29,33,9,15,13,No data,7,7,No data
2022-01-30,54,23,33,14,No data,6,7,No data
2022-01-31,50,9,23,11,No data,6,6,No data
2022-02-01,31,9,19,8,No data,5,4,No data
2022-02-02,74,17,39,8,No data,6,5,No data
2022-02-03,68,15,38,9,No data,6,4,No data
2022-02-04,67,13,36,7,No data,6,4,No data
2022-02-05,38,10,20,8,No data,5,4,No data
2022-02-06,21,5,11,6,No data,4,3,No data
2022-02-07,107,23,56,10,No data,7,5,No data
2022-02-08,50,10,28,5,No data,4,3,No data
2022-02-09,90,20,44,9,No data,7,4,No data
2022-02-10,64,13,36,12,No data,5,5,No data
2022-02-11,116,56,85,17,No data,10,9,No data
2022-02-12,38,15,18,9,No data,7,6,No data
2022-02-13,46,14,20,3,No data,4,3,No data
2022-02-14,57,12,36,4,No data,5,2,No data
2022-02-15,86,22,44,14,No data,9,7,No data
2022-02-16,33,7,21,9,No data,8,5,No data
2022-02-17,67,15,34,9,No data,8,5,No data
2022-02-18,39,10,20,8,No data,7,4,No data
2022-02-19,77,25,33,8,No data,8,6,No data
2022-02-20,27,7,13,6,No data,6,4,No data
2022-02-21,43,9,22,18,No data,10,9,No data
2022-02-22,53,11,28,11,No data,8,6,No data
2022-02-23,47,13,22,8,No data,5,4,No data
2022-02-24,51,10,31,6,No data,6,3,No data
2022-02-25,115,25,42,15,No data,10,7,No data
2022-02-26,91,28,35,16,No data,12,9,No data
2022-02-27,65,28,22,14,No data,14,9,No data
2022-02-28,94,21,42,13,No data,12,9,No data
2022-03-01,78,24,22,14,No data,No data,8,No data
2022-03-02,101,45,24,24,No data,No data,21,No data
2022-03-03,182,72,68,56,No data,No data,46,No data
2022-03-04,118,26,41,8,No data,No data,7,No data
2022-03-05,41,14,13,9,No data,5,5,No data
2022-03-06,80,24,19,11,No data,9,6,No data
2022-03-07,120,48,58,18,No data,16,11,No data
2022-03-08,94,40,28,36,No data,27,26,No data
2022-03-09,67,24,No data,24,No data,16,15,No data
2022-03-10,73,25,No data,19,No data,13,10,No data
2022-03-11,61,32,22,21,No data,18,16,No data
2022-03-12,47,18,18,7,No data,10,4,No data
2022-03-13,48,15,19,10,No data,10,6,No data
2022-03-14,82,18,42,11,No data,7,6,No data
2022-03-15,No data,52,69,19,No data,No data,10,No data
2022-03-16,109,33,46,22,No data,17,18,No data
2022-03-17,77,17,40,10,No data,7,5,No data
2022-03-18,120,46,58,19,No data,15,12,No data
2022-03-19,88,35,35,21,No data,16,14,No data
2022-03-20,82,29,34,37,No data,26,26,No data
2022-03-21,162,71,95,52,No data,40,38,No data
2022-03-22,No data,93,98,63,No data,50,45,No data
2022-03-23,No data,96,130,72,No data,56,54,No data
2022-03-24,189,106,115,60,No data,38,37,No data
2022-03-25,165,73,119,46,No data,35,27,No data
2022-03-26,94,52,53,40,No data,30,26,No data
2022-03-27,88,31,32,19,No data,16,15,No data
2022-03-28,78,35,41,28,No data,22,19,No data
2022-03-29,80,35,36,41,No data,35,31,No data
2022-03-30,No data,No data,18,No data,No data,11,No data,No data
2022-03-31,No data,No data,12,No data,No data,5,No data,No data
2022-04-01,79,35,35,No data,No data,6,No data,No data
2022-04-02,83,50,53,No data,No data,10,No data,No data
2022-04-03,No data,25,37,10,No data,8,7,No data
2022-04-04,No data,9,22,3,No data,3,2,No data
2022-04-05,No data,9,23,6,No data,5,3,No data
2022-04-06,35,7,26,5,No data,4,2,No data
2022-04-07,49,10,22,6,No data,4,3,No data
2022-04-08,92,18,42,8,No data,7,3,No data
2022-04-09,60,14,24,8,No data,5,4,No data
2022-04-10,75,30,27,11,No data,9,6,No data
2022-04-11,72,29,17,20,No data,13,12,No data
2022-04-12,134,48,46,37,No data,34,29,No data
2022-04-13,82,18,49,9,No data,8,6,No data
2022-04-14,111,38,85,12,No data,10,7,No data
2022-04-15,76,32,48,15,No data,12,10,No data
2022-04-16,64,30,16,26,No data,19,20,No data
2022-04-17,65,21,15,19,No data,13,15,No data
2022-04-18,46,9,21,7,No data,5,4,No data
2022-04-19,77,20,32,13,No data,8,7,No data
2022-04-20,72,21,20,19,No data,10,10,No data
2022-04-21,66,25,23,28,No data,16,17,No data
2022-04-22,47,15,12,28,No data,10,12,No data
2022-04-23,40,13,13,26,No data,No data,15,No data
2022-04-24,34,9,10,18,No data,No data,10,No data
2022-04-25,70,23,23,20,No data,No data,11,No data
2022-04-26,70,18,19,14,No data,8,8,No data
2022-04-27,79,20,18,19,No data,8,10,No data
2022-04-28,83,21,18,19,No data,10,10,No data
2022-04-29,94,31,30,24,No data,11,14,No data
2022-04-30,69,34,44,17,No data,11,11,No data
2022-05-01,86,24,22,13,No data,11,10,No data
2022-05-02,63,21,24,16,No data,11,13,No data
2022-05-03,91,26,25,19,No data,12,13,No data
2022-05-04,63,19,40,11,No data,8,7,No data
2022-05-05,58,18,37,8,No data,6,4,No data
2022-05-06,66,23,45,7,No data,5,4,No data
2022-05-07,55,15,15,12,No data,10,8,No data
2022-05-08,54,17,16,16,No data,13,10,No data
2022-05-09,56,19,26,15,No data,10,8,No data
2022-05-10,38,13,23,10,No data,6,4,No data
2022-05-11,55,16,32,7,9,6,3,4
2022-05-12,43,12,30,9,13,4,5,4
2022-05-13,38,14,25,16,20,9,8,8
2022-05-14,73,39,28,19,19,14,11,11
2022-05-15,63,40,18,22,22,15,14,14
2022-05-16,92,25,24,16,16,11,10,10
2022-05-17,50,14,22,12,16,7,7,7
2022-05-18,47,13,21,10,15,5,5,6
2022-05-19,78,16,30,9,13,6,5,6
2022-05-20,68,19,40,8,14,5,4,6
2022-05-21,59,18,25,10,11,7,5,6
2022-05-22,36,11,13,5,8,3,3,4
2022-05-23,39,9,24,6,7,3,3,3
2022-05-24,44,12,28,5,6,2,2,2
2022-05-25,33,10,22,6,10,3,2,3
2022-05-26,49,12,25,6,10,3,3,3
2022-05-27,30,10,22,13,14,5,6,6
2022-05-28,52,11,11,7,6,4,4,3
2022-05-29,52,11,11,6,9,4,4,4
2022-05-30,56,12,31,7,9,4,4,4
2022-05-31,62,14,27,6,8,4,4,5
2022-06-01,77,18,28,7,8,6,4,4
2022-06-02,74,21,26,11,12,8,8,7
2022-06-03,59,17,12,14,12,9,9,7
2022-06-04,52,13,9,14,13,8,9,8
2022-06-05,48,10,8,11,9,6,7,6
2022-06-06,101,18,24,10,10,7,7,7
2022-06-07,79,20,28,14,15,9,9,9
2022-06-08,56,12,23,6,9,4,4,4
2022-06-09,48,13,22,10,12,4,5,5
2022-06-10,44,11,17,16,20,7,8,8
2022-06-11,33,9,11,11,16,4,6,6
2022-06-12,22,8,11,10,10,4,5,5
2022-06-13,44,11,22,8,9,4,4,4
2022-06-14,78,15,24,14,19,9,8,8
2022-06-15,74,25,37,19,20,11,10,10
2022-06-16,77,19,33,10,17,6,5,6
2022-06-17,44,13,21,18,27,7,7,8
2022-06-18,46,11,15,12,11,5,6,6
2022-06-19,51,13,12,11,10,6,6,5
2022-06-20,49,11,21,9,10,5,5,5
2022-06-21,70,16,29,12,19,8,5,7
2022-06-22,58,16,23,12,14,6,5,7
2022-06-23,86,25,34,12,17,8,6,7
2022-06-24,69,20,29,17,25,10,11,11
2022-06-25,57,14,13,8,11,5,4,4
2022-06-26,32,9,9,10,11,4,5,5
2022-06-27,52,12,27,8,10,5,4,5
2022-06-28,48,12,17,12,17,5,5,6
2022-06-29,65,14,20,7,12,4,4,4
2022-06-30,63,17,28,7,10,No data,3,4
2022-07-01,56,17,29,7,10,77,4,4
2022-07-02,43,16,18,5,7,4,3,3
2022-07-03,33,15,17,6,6,6,3,3
2022-07-04,33,10,22,6,7,6,2,3
2022-07-05,31,10,18,7,8,4,3,3
2022-07-06,25,10,22,5,7,4,2,3
2022-07-07,36,11,16,6,6,4,3,3
2022-07-08,36,12,21,6,7,3,3,3
2022-07-09,34,11,14,6,5,2,3,2
2022-07-10,37,16,17,5,5,3,3,2
2022-07-11,72,23,32,9,13,6,4,4
2022-07-12,No data,18,33,13,17,No data,5,5
2022-07-13,No data,10,23,9,11,No data,5,5
2022-07-14,No data,11,27,7,10,No data,3,4
2022-07-15,No data,12,29,8,12,No data,4,4
2022-07-16,No data,17,21,9,10,No data,6,6
2022-07-17,No data,20,22,15,18,No data,9,10
2022-07-18,No data,22,32,15,24,No data,6,8
2022-07-19,No data,33,33,33,40,No data,16,16
2022-07-20,No data,13,26,25,40,No data,16,29
2022-07-21,No data,18,24,11,15,No data,5,6
2022-07-22,No data,25,22,8,11,No data,4,5
2022-07-23,50,18,23,10,12,7,6,6
2022-07-24,33,9,9,6,6,5,3,3
2022-07-25,31,8,23,7,9,4,3,4
2022-07-26,66,23,25,10,11,7,5,5
2022-07-27,61,17,22,11,14,8,6,6
2022-07-28,82,22,22,11,13,8,5,5
2022-07-29,86,24,24,12,13,9,5,4
2022-07-30,72,16,30,7,11,8,4,4
2022-07-31,50,16,25,5,6,4,2,3
2022-08-01,43,8,19,7,11,5,3,4
2022-08-02,40,7,11,5,15,5,2,3
2022-08-03,34,6,16,6,15,4,3,4
2022-08-04,35,7,21,7,8,5,3,3
2022-08-05,29,9,22,7,8,6,4,4
2022-08-06,42,14,25,8,10,7,5,6
2022-08-07,36,13,19,7,8,5,4,4
2022-08-08,No data,16,30,8,12,No data,4,5
2022-08-09,72,23,33,12,20,No data,6,7
2022-08-10,91,22,28,16,27,No data,6,8
2022-08-11,85,30,35,17,28,No data,6,8
2022-08-12,70,23,37,21,26,14,8,11
2022-08-13,60,17,19,22,23,13,10,10
2022-08-14,58,17,15,25,25,16,14,13
2022-08-15,67,22,43,25,27,16,15,14
2022-08-16,47,10,27,12,14,8,7,7
2022-08-17,53,12,16,10,12,6,5,5
2022-08-18,50,12,22,9,15,6,5,6
2022-08-19,46,11,31,10,13,9,5,5
2022-08-20,34,10,14,10,23,6,5,6
2022-08-21,43,9,21,9,9,6,6,5
2022-08-22,84,22,39,8,19,8,5,6
2022-08-23,72,15,32,8,11,9,4,5
2022-08-24,53,13,27,7,12,7,4,5
2022-08-25,89,24,40,9,12,7,5,5
2022-08-26,92,29,39,9,11,7,5,5
2022-08-27,69,25,27,10,10,8,6,6
2022-08-28,59,18,23,8,10,6,4,5
2022-08-29,52,14,18,8,8,5,4,4
2022-08-30,50,14,18,8,12,5,4,4
2022-08-31,53,15,19,13,17,5,5,5
