Date,PM2.5_1,PM2.5_2,PM2.5_3,PM10_1,PM10_2,PM10_3,NOx_1,NOx_2,NOx_3
2020-06-07,6,5,6,8,8,8,22,No data,9
2020-06-08,10,10,9,16,16,14,36,No data,16
2020-06-09,8,8,8,15,13,14,48,No data,15
2020-06-10,10,10,9,15,13,14,44,No data,17
2020-06-11,9,8,8,14,12,12,15,No data,11
2020-06-12,14,14,15,18,18,18,16,No data,12
2020-06-13,11,12,12,16,17,16,25,No data,15
2020-06-14,10,8,10,14,12,14,32,No data,16
2020-06-15,9,7,9,15,11,13,49,No data,18
2020-06-16,11,11,11,16,15,15,42,No data,20
2020-06-17,11,10,11,15,14,15,38,No data,22
2020-06-18,8,7,8,11,9,10,26,No data,18
2020-06-19,4,3,3,7,6,5,52,No data,9
2020-06-20,5,5,4,9,9,7,39,No data,7
2020-06-21,5,6,5,10,11,9,19,No data,5
2020-06-22,7,7,7,16,14,14,43,No data,7
2020-06-23,8,8,7,16,14,13,49,No data,12
2020-06-24,11,12,10,19,19,19,41,No data,21
2020-06-25,12,11,11,21,20,22,No data,No data,23
2020-06-26,10,9,9,18,16,17,No data,No data,17
2020-06-27,3,3,3,6,6,5,No data,No data,5
2020-06-28,4,4,4,8,8,7,No data,No data,3
2020-06-29,5,5,5,12,11,9,No data,No data,5
2020-06-30,6,5,5,10,9,8,No data,No data,8
2020-07-01,3,3,2,6,4,4,No data,No data,8
2020-07-02,4,3,3,7,6,6,No data,No data,11
2020-07-03,4,3,3,8,6,7,No data,No data,7
2020-07-04,2,3,1,3,5,3,No data,No data,5
2020-07-05,3,3,3,7,7,7,No data,No data,3
2020-07-06,4,4,4,9,9,9,No data,No data,8
2020-07-07,5,4,4,10,8,7,No data,No data,10
2020-07-08,3,3,3,6,5,5,No data,No data,22
2020-07-09,3,2,3,6,4,5,No data,No data,14
2020-07-10,3,3,3,8,7,7,No data,No data,12
2020-07-11,3,3,3,6,6,6,No data,No data,11
2020-07-12,4,5,4,7,7,7,No data,No data,15
2020-07-13,3,3,3,7,5,5,No data,No data,11
2020-07-14,5,4,4,8,7,7,50,No data,12
2020-07-15,4,3,3,7,5,5,63,No data,13
2020-07-16,3,3,3,7,7,7,49,No data,16
2020-07-17,4,4,4,11,10,10,48,No data,8
2020-07-18,4,4,3,7,7,6,31,No data,7
2020-07-19,5,5,5,9,9,9,21,No data,7
2020-07-20,5,5,5,10,10,9,42,No data,16
2020-07-21,6,No data,5,14,No data,11,61,No data,25
2020-07-22,6,No data,4,12,No data,9,71,No data,15
2020-07-23,4,4,3,8,6,6,46,No data,8
2020-07-24,4,3,3,8,5,6,51,No data,8
2020-07-25,4,3,3,7,5,5,34,No data,7
2020-07-26,4,3,3,7,7,6,26,No data,5
2020-07-27,4,3,3,7,5,6,40,No data,8
2020-07-28,3,3,3,8,7,7,42,No data,8
2020-07-29,4,3,4,9,7,7,57,No data,14
2020-07-30,5,5,4,11,11,10,77,No data,19
2020-07-31,7,6,6,20,17,18,59,No data,17
2020-08-01,4,4,3,7,6,6,38,No data,9
2020-08-02,2,2,2,5,5,5,26,No data,6
2020-08-03,3,3,2,6,7,5,50,No data,15
2020-08-04,4,3,3,10,8,8,61,No data,16
2020-08-05,3,2,2,8,6,6,42,No data,7
2020-08-06,3,2,2,6,4,4,73,No data,15
2020-08-07,4,4,3,11,9,9,74,No data,18
2020-08-08,5,5,4,11,10,10,16,17,10
2020-08-09,12,12,12,18,18,18,9,10,7
2020-08-10,17,17,17,31,32,31,19,14,14
2020-08-11,26,27,27,39,39,40,35,No data,21
2020-08-12,21,21,20,30,31,30,38,No data,25
2020-08-13,21,21,22,31,31,32,24,14,19
2020-08-14,16,15,15,25,24,24,20,11,13
2020-08-15,13,11,12,19,17,19,14,7,9
2020-08-16,7,7,8,10,10,10,14,9,11
2020-08-17,8,7,7,14,11,12,60,12,17
2020-08-18,5,4,3,11,7,7,71,9,19
2020-08-19,4,3,3,7,6,5,44,12,21
2020-08-20,6,6,6,15,14,14,56,7,10
2020-08-21,5,5,5,11,11,10,36,5,6
2020-08-22,3,3,3,7,7,6,28,4,6
2020-08-23,5,3,3,8,7,6,27,4,6
2020-08-24,6,4,4,11,7,7,69,9,13
2020-08-25,2,2,2,5,5,4,29,5,7
2020-08-26,11,4,3,15,7,7,65,11,19
2020-08-27,6,5,6,11,10,10,77,25,No data
2020-08-28,4,4,4,7,6,7,44,14,No data
2020-08-29,3,3,3,5,6,5,27,13,11
2020-08-30,5,4,5,8,8,9,33,15,27
2020-08-31,12,11,9,17,16,13,113,37,39
2020-09-01,9,7,7,17,11,13,102,20,25
2020-09-02,9,7,7,16,11,11,86,13,18
2020-09-03,No data,3,3,No data,6,5,No data,6,10
2020-09-04,No data,6,6,No data,13,12,No data,9,12
2020-09-05,4,4,4,9,9,8,42,6,9
2020-09-06,5,4,4,8,7,7,52,12,16
2020-09-07,5,4,4,9,8,6,78,12,17
2020-09-08,3,3,2,6,5,4,51,6,9
2020-09-09,4,4,4,10,8,8,53,14,13
2020-09-10,8,8,7,15,14,13,117,30,35
2020-09-11,6,6,4,13,10,8,73,10,12
2020-09-12,4,5,4,8,9,8,40,5,8
2020-09-13,6,6,5,11,10,9,50,7,9
2020-09-14,12,10,9,21,17,16,122,32,85
2020-09-15,17,16,16,32,28,31,96,56,71
2020-09-16,19,17,18,30,27,28,36,25,27
2020-09-17,7,7,7,19,17,19,28,12,18
2020-09-18,5,5,5,18,15,16,24,13,18
2020-09-19,7,7,7,18,17,17,12,6,9
2020-09-20,8,7,7,14,14,13,14,7,10
2020-09-21,14,13,13,24,21,23,95,26,41
2020-09-22,21,18,18,32,27,28,86,14,22
2020-09-23,6,6,5,10,8,8,69,12,17
2020-09-24,4,4,3,8,7,6,78,30,38
2020-09-25,3,3,3,8,8,7,38,14,13
2020-09-26,3,4,3,7,8,7,30,13,14
2020-09-27,7,7,7,12,13,13,33,16,22
2020-09-28,9,8,7,15,13,11,119,31,42
2020-09-29,10,11,10,16,14,14,88,29,33
2020-09-30,5,4,5,9,7,9,82,12,18
2020-10-01,5,5,4,10,8,7,92,24,31
2020-10-02,6,6,6,10,9,10,23,14,21
2020-10-03,6,6,5,7,8,7,31,13,15
2020-10-04,3,2,3,4,4,4,34,13,16
2020-10-05,4,4,4,8,8,6,62,9,13
2020-10-06,3,2,2,6,4,4,65,8,13
2020-10-07,5,4,4,10,8,8,77,12,15
2020-10-08,4,4,3,7,6,6,80,23,32
2020-10-09,4,4,3,9,7,6,84,11,17
2020-10-10,4,3,3,7,6,6,46,9,12
2020-10-11,4,4,3,7,6,6,46,17,19
2020-10-12,6,5,4,11,8,8,107,19,27
2020-10-13,6,5,5,9,8,8,65,24,29
2020-10-14,9,9,8,15,14,14,35,20,25
2020-10-15,5,4,4,11,9,9,41,20,30
2020-10-16,6,6,5,12,10,10,46,26,35
2020-10-17,8,8,9,12,11,11,50,28,35
2020-10-18,19,19,17,23,23,21,73,30,31
2020-10-19,14,12,12,20,16,17,80,18,29
2020-10-20,7,6,6,13,11,11,63,9,19
2020-10-21,9,8,7,15,13,12,72,20,35
2020-10-22,4,6,4,9,10,7,77,15,21
2020-10-23,6,5,5,11,9,8,104,14,22
2020-10-24,4,3,3,7,6,6,47,6,9
2020-10-25,3,3,3,6,6,5,50,8,10
2020-10-26,5,No data,4,10,No data,8,65,No data,13
2020-10-27,5,No data,4,10,No data,8,72,No data,14
2020-10-28,5,No data,4,11,No data,8,66,No data,12
2020-10-29,5,5,5,11,10,9,61,8,10
2020-10-30,4,3,4,8,6,6,57,15,32
2020-10-31,5,5,5,10,10,9,36,5,8
2020-11-01,6,8,6,11,14,11,23,4,4
2020-11-02,4,4,4,8,8,7,31,4,9
2020-11-03,5,5,5,11,9,8,98,18,21
2020-11-04,8,9,8,16,14,13,146,45,54
2020-11-05,34,56,18,45,66,23,200,98,66
2020-11-06,80,70,54,94,80,64,223,115,144
2020-11-07,42,48,36,52,57,44,156,81,102
2020-11-08,36,35,35,42,40,40,73,32,53
2020-11-09,15,13,13,19,17,16,69,22,51
2020-11-10,8,6,6,15,10,9,111,20,30
2020-11-11,5,4,4,9,7,7,59,9,17
2020-11-12,4,4,4,11,8,8,65,9,13
2020-11-13,6,6,5,14,11,10,79,13,16
2020-11-14,6,5,5,10,9,9,39,6,17
2020-11-15,4,4,4,8,8,7,24,5,6
2020-11-16,4,3,3,8,7,6,50,7,10
2020-11-17,3,3,2,7,5,4,56,8,10
2020-11-18,6,6,6,12,11,10,42,6,8
2020-11-19,5,4,4,10,7,7,89,24,29
2020-11-20,6,5,5,12,8,7,80,15,18
2020-11-21,2,2,2,4,4,3,34,7,7
2020-11-22,7,15,5,11,21,10,87,21,20
2020-11-23,8,7,5,12,10,8,104,23,26
2020-11-24,9,7,7,17,10,11,71,10,15
2020-11-25,10,10,8,17,15,12,158,54,59
2020-11-26,18,14,11,27,20,16,402,150,204
2020-11-27,24,19,17,32,25,23,207,134,111
2020-11-28,28,28,27,33,32,31,61,39,65
2020-11-29,19,19,18,21,21,19,72,25,34
2020-11-30,8,12,8,12,16,11,72,16,19
2020-12-01,9,8,7,17,14,13,138,65,72
2020-12-02,10,9,8,16,14,12,130,36,39
2020-12-03,6,5,5,9,7,6,106,31,37
2020-12-04,4,4,4,7,6,5,68,17,20
2020-12-05,9,7,7,12,10,10,46,28,47
2020-12-06,18,18,17,21,21,20,83,48,57
2020-12-07,18,16,16,20,18,18,137,58,78
2020-12-08,8,8,6,11,10,8,142,31,36
2020-12-09,8,6,6,17,12,11,106,23,34
2020-12-10,7,6,7,11,10,11,61,18,53
2020-12-11,9,8,8,14,12,12,151,32,57
2020-12-12,6,5,4,10,8,7,76,18,21
2020-12-13,5,4,4,8,7,7,44,9,17
2020-12-14,7,7,7,16,13,12,81,11,17
2020-12-15,6,5,5,14,9,10,137,19,23
2020-12-16,5,5,5,9,8,8,83,16,24
2020-12-17,6,5,5,11,9,9,77,12,17
2020-12-18,2,1,1,3,2,2,47,6,9
2020-12-19,4,4,4,8,8,7,45,7,9
2020-12-20,4,6,4,7,9,7,47,10,13
2020-12-21,4,3,3,5,4,5,61,10,26
2020-12-22,8,7,7,13,12,13,92,51,71
2020-12-23,7,7,6,8,8,7,32,24,26
2020-12-24,3,3,3,6,6,6,53,21,21
2020-12-25,4,5,4,8,7,7,49,16,20
2020-12-26,2,2,2,3,3,3,19,5,4
2020-12-27,4,6,4,7,9,6,43,9,10
2020-12-28,10,9,9,12,11,11,51,17,24
2020-12-29,13,13,12,17,15,14,91,39,44
2020-12-30,8,8,7,11,11,10,125,48,58
2020-12-31,13,16,11,16,19,14,176,61,73
2021-01-01,15,15,14,17,17,16,52,28,25
2021-01-02,10,9,9,13,11,11,85,41,47
2021-01-03,8,7,7,10,9,9,29,18,26
2021-01-04,6,5,5,9,8,8,29,15,21
2021-01-05,6,5,5,10,8,8,35,19,25
2021-01-06,11,10,11,16,14,17,95,70,103
2021-01-07,22,22,19,27,25,22,192,96,104
2021-01-08,18,17,16,22,19,19,93,53,58
2021-01-09,21,21,19,24,24,22,100,29,33
2021-01-10,11,12,9,13,14,10,61,18,17
2021-01-11,3,3,2,6,4,3,47,8,11
2021-01-12,7,6,6,11,10,9,104,52,58
2021-01-13,13,10,8,17,12,11,158,34,53
2021-01-14,7,7,6,8,8,7,58,37,42
2021-01-15,17,14,14,20,18,18,92,24,33
2021-01-16,8,8,7,11,11,10,51,12,13
2021-01-17,6,6,6,11,11,10,42,9,13
2021-01-18,5,5,4,8,8,6,69,12,15
2021-01-19,2,1,1,3,2,2,33,5,7
2021-01-20,2,2,2,3,2,2,38,5,7
2021-01-21,3,2,2,5,4,4,48,8,10
2021-01-22,6,6,5,14,9,8,102,22,27
2021-01-23,7,7,6,11,9,8,106,29,32
2021-01-24,8,8,7,10,9,9,47,20,31
2021-01-25,7,7,6,13,10,9,107,25,22
2021-01-26,9,7,6,13,9,8,137,22,25
2021-01-27,11,8,7,14,10,9,143,34,51
2021-01-28,5,4,4,8,6,5,62,12,19
2021-01-29,5,5,5,10,8,8,74,14,18
2021-01-30,5,4,4,7,6,6,15,8,15
2021-01-31,7,7,6,11,11,10,27,15,22
2021-02-01,18,17,16,24,21,21,76,31,41
2021-02-02,11,9,8,15,13,12,101,26,55
2021-02-03,6,5,4,14,9,8,103,16,17
2021-02-04,9,7,7,13,10,10,97,22,48
2021-02-05,7,6,6,10,8,8,88,19,31
2021-02-06,8,8,8,10,9,9,48,23,32
2021-02-07,9,9,9,17,19,18,8,4,6
2021-02-08,4,No data,4,7,No data,8,18,8,14
2021-02-09,No data,No data,5,No data,No data,8,No data,No data,22
2021-02-10,No data,No data,5,No data,No data,10,No data,No data,30
2021-02-11,10,10,9,16,13,14,51,22,46
2021-02-12,14,14,12,21,19,19,32,19,46
2021-02-13,13,12,11,20,17,17,34,16,37
2021-02-14,10,10,9,16,13,13,29,12,15
2021-02-15,10,7,8,15,10,11,89,15,30
2021-02-16,5,5,4,10,8,8,55,11,12
2021-02-17,6,5,5,13,10,10,52,9,10
2021-02-18,5,5,5,12,9,9,41,7,8
2021-02-19,6,5,5,11,9,9,47,7,8
2021-02-20,12,12,12,25,27,26,30,8,9
2021-02-21,8,7,8,13,11,13,50,13,17
2021-02-22,11,7,7,21,11,12,131,29,28
2021-02-23,6,4,4,15,8,8,45,8,No data
2021-02-24,7,7,7,17,12,12,33,8,No data
2021-02-25,6,No data,5,20,No data,10,74,No data,16
2021-02-26,11,No data,9,29,No data,15,169,No data,60
2021-02-27,20,No data,12,31,No data,18,245,No data,78
2021-02-28,38,No data,30,46,No data,39,177,No data,98
2021-03-01,15,No data,14,19,No data,18,47,No data,37
2021-03-02,29,No data,29,36,No data,36,32,No data,27
2021-03-03,50,No data,51,59,No data,61,61,No data,54
2021-03-04,21,No data,20,26,No data,25,38,No data,25
2021-03-05,6,No data,5,13,No data,12,27,No data,21
2021-03-06,9,No data,7,17,No data,12,106,No data,48
2021-03-07,23,No data,20,33,No data,26,94,No data,46
2021-03-08,19,No data,15,36,No data,22,125,No data,38
2021-03-09,13,No data,10,25,No data,15,96,No data,22
2021-03-10,6,No data,6,9,No data,9,37,No data,8
2021-03-11,5,No data,4,11,No data,8,33,No data,6
2021-03-12,4,No data,3,9,No data,6,36,No data,7
2021-03-13,3,No data,3,7,No data,5,27,No data,6
2021-03-14,4,No data,4,7,No data,6,28,No data,7
2021-03-15,10,No data,10,19,No data,18,56,No data,17
2021-03-16,10,No data,10,19,No data,17,57,No data,18
2021-03-17,17,16,16,33,28,29,84,41,48
2021-03-18,16,16,16,25,21,21,82,41,33
2021-03-19,6,5,5,9,7,7,29,19,20
2021-03-20,13,12,12,18,15,16,58,19,21
2021-03-21,9,9,8,13,13,12,37,19,19
2021-03-22,11,10,10,22,15,14,106,27,29
2021-03-23,16,15,13,28,20,18,80,17,16
2021-03-24,11,10,10,20,15,15,60,11,12
2021-03-25,6,5,5,16,9,9,55,10,10
2021-03-26,4,4,4,9,7,7,39,6,7
2021-03-27,6,5,5,12,10,10,32,6,6
2021-03-28,3,3,2,5,5,4,16,4,3
2021-03-29,5,4,4,12,6,6,48,8,11
2021-03-30,18,16,13,40,24,21,166,29,36
2021-03-31,21,18,18,55,36,38,156,30,43
2021-04-01,10,8,10,22,15,21,17,10,12
2021-04-02,7,7,7,13,12,12,12,8,9
2021-04-03,13,16,12,23,27,23,22,21,16
2021-04-04,17,17,14,27,24,22,57,21,13
2021-04-05,5,4,4,12,9,9,27,8,7
2021-04-06,5,4,4,16,10,10,57,17,17
2021-04-07,5,4,4,19,9,11,76,16,19
2021-04-08,4,4,3,13,7,6,46,8,8
2021-04-09,6,5,5,13,9,8,64,19,19
2021-04-10,10,10,9,14,13,13,52,34,35
2021-04-11,8,6,7,13,9,9,42,19,19
2021-04-12,7,5,5,15,9,9,84,29,32
2021-04-13,10,8,9,19,15,17,94,52,59
2021-04-14,13,12,12,22,20,20,48,38,36
2021-04-15,6,9,5,13,15,11,52,34,31
2021-04-16,11,15,8,21,22,15,99,56,60
2021-04-17,17,16,12,26,23,19,107,53,44
2021-04-18,14,13,13,22,19,21,54,30,33
2021-04-19,12,12,11,25,22,21,75,39,49
2021-04-20,26,24,26,46,38,44,79,39,50
2021-04-21,15,15,15,27,25,26,24,18,16
2021-04-22,8,8,9,18,18,21,44,26,31
2021-04-23,8,7,11,18,14,22,47,18,31
2021-04-24,9,8,8,17,15,16,29,16,22
2021-04-25,7,6,6,14,11,11,10,7,6
2021-04-26,7,8,7,16,16,14,27,16,15
2021-04-27,12,12,11,26,20,20,69,28,24
2021-04-28,12,11,11,20,17,19,20,14,14
2021-04-29,9,8,8,15,13,13,67,35,33
2021-04-30,11,11,10,18,15,14,69,35,28
2021-05-01,14,13,12,19,17,16,54,26,25
2021-05-02,10,9,8,15,12,12,55,21,18
2021-05-03,6,4,4,9,7,7,33,8,7
2021-05-04,3,2,2,6,4,4,42,8,12
2021-05-05,4,2,3,8,4,5,79,15,17
2021-05-06,5,4,4,11,7,8,64,16,15
2021-05-07,6,4,4,14,8,9,76,11,14
2021-05-08,3,3,3,5,4,4,40,9,15
2021-05-09,3,3,3,6,6,5,31,6,5
2021-05-10,5,4,4,10,7,8,62,7,8
2021-05-11,5,5,5,10,8,9,64,11,15
2021-05-12,5,5,4,11,8,7,77,13,13
2021-05-13,10,9,10,16,13,16,43,26,31
2021-05-14,13,12,13,18,15,17,53,18,19
2021-05-15,8,7,7,10,9,9,48,12,19
2021-05-16,5,4,4,8,8,7,34,11,12
2021-05-17,7,6,6,12,9,9,69,20,21
2021-05-18,4,3,3,9,5,5,72,15,15
2021-05-19,5,4,5,10,7,8,64,19,22
2021-05-20,5,4,4,10,8,8,57,10,11
2021-05-21,2,2,2,4,4,3,42,6,8
2021-05-22,3,3,3,6,6,6,54,14,16
2021-05-23,3,3,3,6,5,5,40,6,5
2021-05-24,5,3,3,9,6,6,58,12,15
2021-05-25,6,3,4,12,7,8,53,9,14
2021-05-26,6,5,5,13,8,9,66,18,25
2021-05-27,9,9,7,17,13,11,99,29,35
2021-05-28,8,6,6,16,9,10,93,19,25
2021-05-29,11,9,10,17,13,14,42,21,28
2021-05-30,9,11,8,12,15,11,21,12,15
2021-05-31,15,14,15,19,18,19,23,10,13
2021-06-01,11,9,10,18,16,18,35,15,22
2021-06-02,13,11,12,22,18,22,39,18,22
2021-06-03,10,9,9,18,13,14,59,9,8
2021-06-04,6,6,5,14,14,12,50,21,17
2021-06-05,5,5,5,11,9,9,48,14,12
2021-06-06,8,7,6,10,10,9,25,15,10
2021-06-07,7,5,6,13,9,10,61,11,13
2021-06-08,6,5,5,12,9,9,64,11,11
2021-06-09,5,4,4,12,7,8,55,8,7
2021-06-10,3,2,2,8,4,4,50,7,6
2021-06-11,3,2,3,9,5,5,41,6,6
2021-06-12,7,7,7,12,11,11,36,10,7
2021-06-13,5,5,5,9,7,8,40,11,11
2021-06-14,7,6,6,14,12,12,40,12,9
2021-06-15,7,6,6,15,12,13,58,17,14
2021-06-16,6,5,5,16,10,12,63,10,11
2021-06-17,6,6,6,13,12,12,45,20,14
2021-06-18,5,4,5,10,7,9,32,16,17
2021-06-19,5,6,5,8,9,7,26,9,9
2021-06-20,7,7,7,10,9,9,17,8,7
2021-06-21,7,6,6,12,11,12,23,12,12
2021-06-22,7,8,7,14,14,13,25,14,12
2021-06-23,13,13,13,20,19,19,47,36,14
2021-06-24,8,7,7,14,10,11,68,28,17
2021-06-25,4,4,4,8,7,8,44,29,14
2021-06-26,6,5,6,10,9,11,14,8,6
2021-06-27,6,6,6,9,8,8,8,6,4
2021-06-28,8,6,7,11,9,11,24,16,15
2021-06-29,11,11,11,16,15,16,48,28,28
2021-06-30,16,15,16,23,21,23,46,23,21
2021-07-01,17,16,17,26,23,28,76,37,50
2021-07-02,16,15,15,22,20,20,64,19,17
2021-07-03,7,6,7,11,9,10,50,11,11
2021-07-04,4,3,3,7,6,6,39,8,7
2021-07-05,5,5,4,9,9,8,49,7,7
2021-07-06,4,3,3,9,7,7,44,6,7
2021-07-07,5,4,4,10,6,7,73,9,15
2021-07-08,8,7,7,13,11,12,63,17,22
2021-07-09,10,8,8,15,12,13,60,22,17
2021-07-10,6,4,4,10,8,7,66,10,9
2021-07-11,5,4,4,8,6,6,39,8,6
2021-07-12,6,5,6,9,8,9,42,16,15
2021-07-13,7,7,7,12,10,11,35,17,12
2021-07-14,6,6,6,11,10,10,36,13,9
2021-07-15,7,7,7,13,12,13,34,16,13
2021-07-16,8,8,8,16,15,16,50,24,22
2021-07-17,6,6,7,12,12,13,35,21,19
2021-07-18,8,8,8,14,13,15,31,17,14
2021-07-19,10,9,8,22,18,18,44,27,20
2021-07-20,11,11,11,24,23,25,48,23,22
2021-07-21,17,17,17,29,29,30,34,19,22
2021-07-22,14,12,14,25,21,26,39,18,27
2021-07-23,12,12,13,23,22,23,22,13,12
2021-07-24,8,7,8,16,13,15,12,6,5
2021-07-25,11,11,11,16,16,17,21,11,11
2021-07-26,13,12,12,22,19,21,62,18,19
2021-07-27,13,12,12,21,18,19,57,19,21
2021-07-28,5,4,4,10,9,8,48,8,8
2021-07-29,4,4,3,9,8,7,49,7,7
2021-07-30,5,4,5,8,7,8,42,12,17
2021-07-31,5,4,5,8,7,8,54,12,16
2021-08-01,5,5,4,8,8,7,27,11,9
2021-08-02,6,5,5,10,8,9,59,18,20
2021-08-03,8,8,8,13,12,12,56,29,30
2021-08-04,9,8,8,15,12,13,65,13,22
2021-08-05,6,5,5,11,9,9,46,11,13
2021-08-06,4,3,3,9,7,7,41,5,6
2021-08-07,4,6,3,9,9,6,36,8,6
2021-08-08,3,3,3,6,6,5,26,4,4
2021-08-09,5,5,4,9,8,6,58,10,10
2021-08-10,6,5,5,11,8,8,57,8,10
2021-08-11,5,6,4,10,9,7,60,10,9
2021-08-12,5,11,4,11,16,9,53,20,8
2021-08-13,6,10,6,12,15,10,47,9,7
2021-08-14,6,5,6,10,8,9,66,8,16
2021-08-15,4,4,4,7,7,6,31,6,6
2021-08-16,No data,9,10,No data,14,16,No data,9,12
2021-08-17,No data,No data,3,No data,No data,6,No data,No data,8
2021-08-18,5,No data,3,10,No data,6,54,No data,9
2021-08-19,5,4,3,10,7,6,61,10,14
2021-08-20,4,3,3,10,6,6,71,9,13
2021-08-21,6,5,5,10,8,7,60,15,16
2021-08-22,6,5,5,10,9,8,34,11,10
2021-08-23,8,7,7,14,12,12,23,16,12
2021-08-24,4,3,3,10,7,7,22,12,11
2021-08-25,8,7,7,14,11,12,30,23,No data
2021-08-26,9,8,7,17,14,14,23,13,No data
2021-08-27,5,4,4,11,9,9,23,14,13
2021-08-28,9,9,8,15,14,14,28,19,19
2021-08-29,10,10,9,15,14,14,17,14,11
2021-08-30,6,5,5,10,9,9,12,8,7
2021-08-31,8,6,4,14,9,8,26,16,13
2021-09-01,12,11,10,21,18,18,26,14,14
2021-09-02,11,9,9,21,15,17,19,9,9
2021-09-03,12,11,11,21,18,19,20,13,12
2021-09-04,15,13,13,22,19,19,25,15,12
2021-09-05,18,19,14,25,26,22,55,24,47
2021-09-06,23,17,18,36,24,26,114,29,58
2021-09-07,20,14,17,31,22,27,84,29,47
2021-09-08,19,17,18,34,27,33,56,25,30
2021-09-09,13,11,11,20,16,16,67,14,12
2021-09-10,5,5,4,10,8,7,71,11,10
2021-09-11,6,5,5,9,8,7,41,10,8
2021-09-12,8,6,6,11,9,9,36,18,12
2021-09-13,6,5,5,12,9,11,39,18,19
2021-09-14,10,9,10,15,12,13,37,24,25
2021-09-15,17,14,14,23,18,18,90,36,40
2021-09-16,9,8,7,16,11,10,101,19,21
2021-09-17,8,5,6,14,9,10,92,18,17
2021-09-18,12,9,10,16,12,14,55,17,18
2021-09-19,7,5,5,10,8,8,40,12,9
2021-09-20,6,5,5,11,9,10,55,26,27
2021-09-21,10,7,7,17,12,13,99,35,48
2021-09-22,6,5,4,12,7,7,72,14,14
2021-09-23,8,4,4,15,8,9,62,22,18
2021-09-24,6,4,4,13,8,8,79,16,16
2021-09-25,7,6,5,11,9,8,68,14,16
2021-09-26,9,8,7,13,11,10,39,8,6
2021-09-27,3,2,2,7,5,5,51,8,9
2021-09-28,5,3,3,10,7,7,68,10,13
2021-09-29,4,3,3,10,6,6,62,11,12
2021-09-30,4,3,3,8,5,5,51,9,9
2021-10-01,4,No data,3,9,No data,6,61,No data,11
2021-10-02,4,No data,3,8,No data,6,58,No data,16
2021-10-03,4,No data,3,8,No data,6,43,No data,9
2021-10-04,4,No data,3,9,No data,6,70,No data,16
2021-10-05,3,No data,2,7,No data,4,48,No data,10
2021-10-06,5,No data,3,12,No data,8,74,No data,18
2021-10-07,6,No data,4,14,No data,8,86,No data,20
2021-10-08,11,No data,8,17,No data,12,80,No data,21
2021-10-09,17,No data,15,22,No data,20,66,No data,44
2021-10-10,8,No data,7,13,No data,11,34,No data,12
2021-10-11,9,No data,9,18,No data,17,75,No data,41
2021-10-12,8,No data,7,15,No data,11,66,No data,24
2021-10-13,7,No data,5,13,No data,9,92,No data,31
2021-10-14,7,No data,5,13,No data,7,80,No data,15
2021-10-15,8,No data,5,14,No data,10,71,No data,32
2021-10-16,16,No data,11,23,No data,16,101,No data,29
2021-10-17,15,No data,12,20,No data,16,53,No data,12
2021-10-18,12,No data,9,17,No data,12,71,No data,18
2021-10-19,7,No data,6,12,No data,9,49,No data,9
2021-10-20,5,No data,4,9,No data,7,59,No data,16
2021-10-21,4,No data,4,10,No data,9,57,No data,16
2021-10-22,5,No data,3,12,No data,6,75,No data,19
2021-10-23,5,No data,3,10,No data,6,74,No data,12
2021-10-24,6,No data,5,10,No data,8,50,No data,9
2021-10-25,6,No data,5,13,No data,9,73,No data,14
2021-10-26,6,No data,4,12,No data,7,70,No data,12
2021-10-27,4,No data,3,10,No data,6,40,No data,8
2021-10-28,6,No data,5,12,No data,8,56,No data,10
2021-10-29,5,No data,4,9,No data,7,58,No data,13
2021-10-30,4,No data,3,8,No data,6,64,No data,14
2021-10-31,4,No data,4,8,No data,7,29,No data,7
2021-11-01,4,No data,2,8,No data,5,73,No data,13
2021-11-02,7,No data,4,15,No data,7,135,No data,49
2021-11-03,10,No data,8,14,No data,11,95,No data,52
2021-11-04,12,No data,13,19,No data,17,87,No data,41
2021-11-05,16,No data,9,26,No data,13,137,No data,38
2021-11-06,6,No data,5,11,No data,7,41,No data,7
2021-11-07,9,No data,8,19,No data,16,43,No data,9
2021-11-08,11,No data,8,19,No data,13,109,No data,24
2021-11-09,6,No data,4,12,No data,7,73,No data,14
2021-11-10,11,No data,8,15,No data,11,61,No data,38
2021-11-11,10,No data,7,16,No data,9,111,No data,28
2021-11-12,6,No data,5,10,No data,8,61,No data,11
2021-11-13,6,No data,5,10,No data,8,59,No data,24
2021-11-14,16,No data,15,20,No data,19,59,No data,56
2021-11-15,20,No data,18,29,No data,21,110,No data,27
2021-11-16,13,No data,10,21,No data,13,98,No data,23
2021-11-17,10,No data,8,22,No data,16,90,No data,19
2021-11-18,5,No data,4,12,No data,7,77,No data,15
2021-11-19,3,No data,2,8,No data,4,76,No data,14
2021-11-20,5,No data,4,10,No data,7,59,No data,12
2021-11-21,4,No data,4,8,No data,8,33,No data,25
2021-11-22,9,No data,9,17,No data,15,113,No data,No data
2021-11-23,11,No data,9,17,No data,14,101,No data,No data
2021-11-24,10,No data,8,17,No data,11,107,No data,No data
2021-11-25,7,No data,6,16,No data,11,92,No data,36
2021-11-26,5,No data,4,10,No data,7,50,No data,14
2021-11-27,3,No data,3,6,No data,5,30,No data,11
2021-11-28,7,No data,6,12,No data,9,54,No data,26
2021-11-29,13,No data,10,16,No data,13,129,No data,45
2021-11-30,2,No data,1,5,No data,2,52,No data,11
