Date,NOx_1,NOx_2,PM2.5_1,PM2.5_2,PM10_1,PM10_2
2019-08-11,8,13,No data,No data,No data,No data
2019-08-12,13,43,No data,No data,No data,No data
2019-08-13,15,40,6,6,8,14
2019-08-14,21,45,9,5,10,16
2019-08-15,9,24,6,4,9,14
2019-08-16,19,45,7,4,10,11
2019-08-17,11,29,7,4,12,17
2019-08-18,10,21,8,6,12,17
2019-08-19,No data,No data,8,5,12,19
2019-08-20,No data,No data,8,8,13,20
2019-08-21,16,48,9,6,11,16
2019-08-22,13,41,8,4,9,12
2019-08-23,19,49,11,7,14,19
2019-08-24,14,37,18,16,25,34
2019-08-25,13,27,30,27,37,48
2019-08-26,13,33,21,16,27,30
2019-08-27,15,45,22,18,28,35
2019-08-28,20,45,12,No data,15,19
2019-08-29,No data,40,7,No data,12,17
2019-08-30,9,31,9,No data,13,20
2019-08-31,12,21,7,No data,9,14
2019-09-01,10,18,5,No data,7,13
2019-09-02,22,44,7,No data,9,15
2019-09-03,12,32,5,No data,6,10
2019-09-04,8,30,5,No data,7,11
2019-09-05,9,30,5,No data,8,17
2019-09-06,11,28,7,No data,9,16
2019-09-07,12,50,5,No data,7,15
2019-09-08,8,31,6,No data,8,14
2019-09-09,22,57,12,No data,12,16
2019-09-10,16,47,10,No data,12,17
2019-09-11,12,31,5,No data,9,14
2019-09-12,16,42,7,No data,9,16
2019-09-13,20,55,5,No data,9,16
2019-09-14,28,57,10,No data,14,21
2019-09-15,9,30,7,No data,10,15
2019-09-16,11,55,7,No data,10,17
2019-09-17,17,53,6,No data,9,18
2019-09-18,35,75,9,No data,14,24
2019-09-19,49,88,10,No data,14,22
2019-09-20,27,54,13,No data,18,21
2019-09-21,18,31,12,No data,20,28
2019-09-22,21,54,18,No data,24,31
2019-09-23,15,49,7,No data,11,14
2019-09-24,17,54,8,No data,9,10
2019-09-25,19,65,7,No data,10,17
2019-09-26,15,51,6,No data,9,14
2019-09-27,14,48,6,No data,9,14
2019-09-28,12,37,5,No data,6,10
2019-09-29,7,32,5,No data,5,9
2019-09-30,22,88,6,No data,7,15
2019-10-01,13,65,4,No data,5,12
2019-10-02,16,61,5,No data,5,14
2019-10-03,40,79,10,No data,10,19
2019-10-04,21,88,9,No data,10,19
2019-10-05,18,56,9,No data,11,20
2019-10-06,10,37,9,No data,10,16
2019-10-07,23,57,9,No data,11,18
2019-10-08,21,45,7,No data,12,21
2019-10-09,17,53,6,No data,10,19
2019-10-10,15,45,6,No data,10,18
2019-10-11,18,68,5,No data,9,18
2019-10-12,34,74,8,No data,11,20
2019-10-13,14,49,10,No data,10,15
2019-10-14,25,69,7,No data,9,18
2019-10-15,No data,58,7,No data,7,15
2019-10-16,24,61,9,No data,11,19
2019-10-17,30,63,8,No data,13,24
2019-10-18,22,64,6,No data,8,14
2019-10-19,18,58,7,No data,10,16
2019-10-20,5,47,4,No data,7,16
2019-10-21,25,94,7,No data,9,21
2019-10-22,40,79,9,No data,12,22
2019-10-23,41,89,16,No data,18,28
2019-10-24,61,120,20,19,22,29
2019-10-25,35,94,9,10,9,13
2019-10-26,17,73,4,7,6,12
2019-10-27,15,36,6,4,8,16
2019-10-28,27,99,8,7,11,26
2019-10-29,31,101,10,8,11,27
2019-10-30,22,97,No data,7,10,22
2019-10-31,24,79,14,12,17,31
2019-11-01,27,64,15,15,16,21
2019-11-02,20,52,10,10,12,19
2019-11-03,28,55,22,21,22,31
2019-11-04,23,85,20,19,22,28
2019-11-05,17,65,13,8,16,22
2019-11-06,30,90,14,12,16,27
2019-11-07,13,36,9,7,11,18
2019-11-08,16,60,7,6,7,13
2019-11-09,28,107,10,10,11,23
2019-11-10,21,64,9,8,11,24
2019-11-11,15,41,7,5,9,14
2019-11-12,9,40,No data,3,4,10
2019-11-13,49,124,11,9,11,21
2019-11-14,25,53,6,2,5,11
2019-11-15,21,78,7,6,9,17
2019-11-16,18,63,8,6,10,13
2019-11-17,20,70,No data,6,8,18
2019-11-18,25,76,9,5,9,17
2019-11-19,74,127,17,15,19,28
2019-11-20,35,73,18,15,20,29
2019-11-21,26,78,17,14,21,32
2019-11-22,21,49,16,15,18,24
2019-11-23,19,73,15,15,19,29
2019-11-24,27,74,28,28,33,44
2019-11-25,24,47,15,12,17,22
2019-11-26,25,72,10,10,13,19
2019-11-27,21,77,10,11,12,19
2019-11-28,17,90,6,5,8,15
2019-11-29,38,107,10,8,11,20
2019-11-30,79,191,22,20,23,30
2019-12-01,35,78,17,12,16,21
2019-12-02,61,153,12,11,12,19
2019-12-03,53,114,13,13,15,23
2019-12-04,68,145,22,21,23,31
2019-12-05,25,51,10,7,11,16
2019-12-06,15,50,5,4,6,9
2019-12-07,17,47,7,6,9,15
2019-12-08,8,23,6,5,9,15
2019-12-09,32,75,8,8,9,21
2019-12-10,21,43,8,6,11,16
2019-12-11,39,86,9,No data,12,21
2019-12-12,37,94,10,9,11,17
2019-12-13,22,77,6,5,6,12
2019-12-14,15,40,7,No data,10,16
2019-12-15,17,48,7,No data,6,12
2019-12-16,42,116,9,No data,12,21
2019-12-17,148,232,26,27,27,38
2019-12-18,41,73,15,12,17,21
2019-12-19,16,47,9,6,12,17
2019-12-20,33,113,9,9,12,20
2019-12-21,23,64,11,8,13,19
2019-12-22,36,79,16,14,17,26
2019-12-23,17,45,8,5,11,21
2019-12-24,25,59,9,6,11,15
2019-12-25,17,34,11,9,12,17
2019-12-26,14,27,11,10,13,18
2019-12-27,19,49,16,14,18,28
2019-12-28,22,47,16,16,18,25
2019-12-29,24,48,18,16,18,26
2019-12-30,28,71,15,13,16,26
2019-12-31,89,172,16,13,18,25
2020-01-01,23,38,25,24,28,39
2020-01-02,18,39,12,9,13,17
2020-01-03,12,40,7,6,11,20
2020-01-04,12,36,7,5,9,16
2020-01-05,18,28,8,7,9,13
2020-01-06,16,32,7,5,10,20
2020-01-07,18,36,8,5,12,18
2020-01-08,23,52,No data,No data,No data,No data
2020-01-09,18,51,No data,No data,No data,No data
2020-01-10,30,77,No data,No data,No data,No data
2020-01-11,13,26,No data,No data,No data,No data
2020-01-12,22,48,No data,No data,No data,No data
2020-01-13,No data,40,No data,No data,No data,No data
2020-01-14,No data,38,5,4,9,15
2020-01-15,24,42,6,4,9,20
2020-01-16,18,32,7,5,10,16
2020-01-17,24,66,No data,7,No data,17
2020-01-18,20,44,9,5,11,18
2020-01-19,38,77,12,10,14,24
2020-01-20,50,87,13,13,17,25
2020-01-21,85,127,13,11,15,22
2020-01-22,No data,No data,16,16,17,26
2020-01-23,No data,No data,13,10,13,19
2020-01-24,30,84,8,10,9,16
2020-01-25,28,51,16,16,18,28
2020-01-26,30,54,19,17,23,31
2020-01-27,30,77,11,10,13,23
2020-01-28,16,44,7,6,8,12
2020-01-29,11,29,6,6,10,18
2020-01-30,18,44,7,7,9,16
2020-01-31,15,44,6,6,7,13
2020-02-01,7,20,7,6,12,20
2020-02-02,18,40,8,6,10,16
2020-02-03,6,20,7,4,12,21
2020-02-04,25,60,8,7,12,30
2020-02-05,63,117,14,12,19,33
2020-02-06,84,136,18,18,25,41
2020-02-07,34,62,27,25,31,40
2020-02-08,14,30,9,8,14,28
2020-02-09,6,13,7,4,No data,10
2020-02-10,8,25,6,4,11,18
2020-02-11,6,20,6,4,11,20
2020-02-12,15,42,7,4,12,22
2020-02-13,17,47,8,6,9,14
2020-02-14,29,58,11,8,14,21
2020-02-15,12,27,6,4,9,13
2020-02-16,7,16,5,3,7,11
2020-02-17,11,24,7,5,12,21
2020-02-18,10,32,6,5,11,20
2020-02-19,19,41,7,5,11,20
2020-02-20,10,25,4,2,6,10
2020-02-21,13,31,7,4,10,18
2020-02-22,6,16,5,3,8,14
2020-02-23,13,27,5,2,8,17
2020-02-24,16,30,6,3,8,12
2020-02-25,16,45,5,2,6,12
2020-02-26,18,43,5,3,8,18
2020-02-27,15,37,6,4,8,15
2020-02-28,25,51,8,6,10,13
2020-02-29,9,21,5,3,8,14
2020-03-01,No data,22,7,5,11,20
2020-03-02,No data,60,9,8,12,22
2020-03-03,No data,51,No data,5,No data,19
2020-03-04,No data,82,No data,11,No data,41
2020-03-05,No data,81,13,13,20,33
2020-03-06,No data,84,17,19,25,40
2020-03-07,No data,39,8,8,16,31
2020-03-08,No data,27,3,4,8,19
2020-03-09,No data,32,5,4,10,17
2020-03-10,No data,26,4,3,9,15
2020-03-11,No data,37,3,3,10,17
2020-03-12,No data,27,No data,2,No data,20
2020-03-13,No data,52,No data,4,No data,18
2020-03-14,No data,31,No data,8,No data,20
2020-03-15,No data,16,No data,4,No data,15
2020-03-16,No data,40,No data,5,No data,20
2020-03-17,No data,27,No data,4,No data,17
2020-03-18,No data,34,4,4,10,15
2020-03-19,No data,53,6,6,14,27
2020-03-20,No data,36,4,4,13,19
2020-03-21,No data,16,6,3,15,21
2020-03-22,No data,12,11,9,20,25
2020-03-23,No data,31,14,10,23,32
2020-03-24,No data,31,22,19,34,42
2020-03-25,No data,28,22,19,33,39
2020-03-26,No data,37,29,27,38,48
2020-03-27,No data,23,No data,25,35,39
2020-03-28,No data,12,No data,4,17,20
2020-03-29,No data,10,No data,3,15,19
2020-03-30,No data,16,No data,3,12,16
2020-03-31,No data,24,5,2,11,17
2020-04-01,No data,15,5,5,10,15
2020-04-02,No data,8,4,3,11,15
2020-04-03,No data,14,5,5,14,18
2020-04-04,No data,17,9,8,13,19
2020-04-05,No data,12,15,13,22,28
2020-04-06,No data,17,7,7,14,18
2020-04-07,No data,27,12,12,23,30
2020-04-08,No data,29,14,13,23,27
2020-04-09,No data,16,7,6,13,16
2020-04-10,No data,15,24,21,38,42
2020-04-11,No data,14,16,15,22,28
2020-04-12,No data,13,11,11,16,20
2020-04-13,No data,7,7,6,20,23
2020-04-14,No data,19,10,8,22,28
2020-04-15,No data,27,12,12,21,28
2020-04-16,No data,22,16,14,27,31
2020-04-17,No data,9,6,4,17,21
2020-04-18,No data,8,8,5,19,21
2020-04-19,No data,7,7,6,15,18
2020-04-20,No data,9,6,5,20,24
2020-04-21,No data,9,9,7,26,28
2020-04-22,No data,12,11,9,30,34
2020-04-23,No data,17,10,8,18,30
2020-04-24,No data,13,19,17,24,29
2020-04-25,No data,17,20,18,28,34
2020-04-26,No data,10,21,18,28,35
2020-04-27,No data,12,5,2,7,14
2020-04-28,No data,15,5,4,11,19
2020-04-29,No data,14,9,10,13,19
2020-04-30,No data,17,6,5,11,15
2020-05-01,No data,14,7,5,11,14
2020-05-02,No data,14,6,3,9,13
2020-05-03,No data,13,14,13,18,22
2020-05-04,No data,19,12,11,15,28
2020-05-05,No data,No data,6,5,10,17
2020-05-06,No data,21,9,7,16,21
2020-05-07,No data,25,16,13,26,34
2020-05-08,No data,15,12,11,20,24
2020-05-09,No data,14,20,18,26,31
2020-05-10,No data,8,8,5,19,23
2020-05-11,No data,22,5,2,13,18
2020-05-12,No data,No data,5,1,11,15
2020-05-13,No data,No data,3,1,11,14
2020-05-14,No data,20,6,3,11,16
2020-05-15,No data,15,4,1,9,14
2020-05-16,No data,8,5,2,9,14
2020-05-17,No data,9,7,4,13,16
2020-05-18,No data,12,7,5,13,18
2020-05-19,No data,12,6,5,9,13
2020-05-20,No data,22,11,No data,22,27
2020-05-21,No data,23,12,17,22,37
2020-05-22,No data,13,10,11,30,42
2020-05-23,No data,5,5,6,19,22
2020-05-24,No data,5,7,6,15,16
2020-05-25,No data,13,6,7,15,17
2020-05-26,No data,11,5,5,13,17
2020-05-27,No data,17,6,6,17,19
2020-05-28,No data,17,12,11,24,27
2020-05-29,No data,13,6,6,17,19
2020-05-30,No data,9,8,8,18,21
2020-05-31,No data,8,10,8,19,19
2020-06-01,No data,17,7,7,16,19
2020-06-02,No data,20,6,6,14,16
2020-06-03,No data,27,5,4,11,11
2020-06-04,No data,29,4,4,11,20
2020-06-05,No data,16,2,1,7,10
2020-06-06,No data,16,4,2,11,11
2020-06-07,No data,17,4,4,9,8
2020-06-08,No data,24,5,4,14,18
2020-06-09,No data,28,13,12,23,24
2020-06-10,No data,24,10,9,16,17
2020-06-11,No data,19,7,5,16,14
2020-06-12,No data,19,10,6,15,12
2020-06-13,No data,16,14,12,19,17
2020-06-14,No data,10,8,7,14,11
2020-06-15,No data,22,10,8,17,15
2020-06-16,No data,19,10,7,16,14
2020-06-17,No data,20,12,10,19,18
2020-06-18,No data,25,9,8,16,13
2020-06-19,No data,19,8,6,14,14
2020-06-20,No data,17,5,4,13,12
2020-06-21,No data,9,6,4,14,13
2020-06-22,No data,21,8,8,21,24
2020-06-23,No data,23,9,7,20,21
2020-06-24,No data,19,14,14,31,36
2020-06-25,No data,20,16,16,33,36
2020-06-26,No data,28,18,17,31,34
2020-06-27,No data,13,6,5,13,13
2020-06-28,No data,8,3,3,9,11
2020-06-29,No data,19,4,2,9,9
2020-06-30,No data,24,5,5,10,13
2020-07-01,No data,28,8,8,14,17
2020-07-02,No data,36,4,6,12,15
2020-07-03,No data,24,3,5,8,14
2020-07-04,No data,23,0,3,5,9
2020-07-05,No data,5,3,4,11,15
2020-07-06,No data,16,2,4,9,13
2020-07-07,No data,32,4,5,9,14
2020-07-08,No data,24,6,7,11,16
2020-07-09,No data,33,4,No data,9,13
2020-07-10,No data,25,4,4,8,13
2020-07-11,No data,19,3,3,8,11
2020-07-12,No data,20,4,4,8,14
2020-07-13,No data,27,3,6,9,13
2020-07-14,No data,21,4,3,8,12
2020-07-15,No data,22,4,4,6,9
2020-07-16,No data,17,No data,No data,No data,No data
2020-07-17,13,22,No data,No data,No data,No data
2020-07-18,9,25,No data,No data,No data,No data
2020-07-19,4,15,No data,No data,No data,No data
2020-07-20,6,19,No data,No data,No data,No data
2020-07-21,8,33,4,5,11,16
2020-07-22,18,39,8,9,16,22
2020-07-23,14,31,6,6,10,14
2020-07-24,10,27,5,6,11,15
2020-07-25,8,20,3,4,7,10
2020-07-26,5,13,4,3,7,10
2020-07-27,8,19,4,4,10,12
2020-07-28,4,10,3,5,11,13
2020-07-29,6,19,4,5,11,15
2020-07-30,17,35,9,9,18,22
2020-07-31,12,22,11,13,25,34
2020-08-01,7,16,4,6,10,15
2020-08-02,6,14,2,5,9,15
2020-08-03,9,25,2,5,8,13
2020-08-04,17,31,4,5,9,16
2020-08-05,10,26,3,5,8,12
2020-08-06,No data,37,3,6,8,14
2020-08-07,13,32,3,6,11,17
2020-08-08,7,25,3,5,11,14
2020-08-09,5,12,8,8,26,28
2020-08-10,6,28,9,10,27,33
2020-08-11,8,No data,13,17,29,34
2020-08-12,10,No data,23,26,37,45
2020-08-13,8,35,10,11,15,20
2020-08-14,6,29,2,2,9,10
2020-08-15,5,26,4,5,12,12
2020-08-16,8,21,6,6,16,15
2020-08-17,10,32,5,6,13,14
2020-08-18,16,37,6,6,14,15
2020-08-19,15,39,5,5,13,14
2020-08-20,10,30,7,7,21,22
2020-08-21,8,25,4,4,15,19
2020-08-22,8,32,3,3,9,9
2020-08-23,5,18,4,3,12,11
2020-08-24,7,37,3,3,11,11
2020-08-25,9,24,2,2,7,8
2020-08-26,7,47,4,3,12,13
2020-08-27,21,No data,10,8,19,20
2020-08-28,9,54,4,4,11,12
2020-08-29,4,35,4,4,13,17
2020-08-30,10,39,4,5,11,15
2020-08-31,17,40,6,5,12,16
2020-09-01,20,55,10,9,18,25
2020-09-02,17,33,11,10,18,20
2020-09-03,9,23,3,4,11,11
2020-09-04,11,28,7,5,18,21
2020-09-05,8,23,6,2,13,14
2020-09-06,8,29,5,3,11,10
2020-09-07,17,44,5,6,11,15
2020-09-08,13,46,1,4,8,18
2020-09-09,7,29,3,5,12,16
2020-09-10,14,51,6,7,16,34
2020-09-11,16,42,7,7,15,19
2020-09-12,11,26,7,5,16,17
2020-09-13,11,24,6,4,12,11
2020-09-14,25,56,8,11,18,24
2020-09-15,33,76,15,16,30,36
2020-09-16,13,43,12,11,26,25
2020-09-17,11,39,7,6,19,24
2020-09-18,9,41,5,5,14,18
2020-09-19,6,30,5,6,15,18
2020-09-20,4,20,3,2,7,9
2020-09-21,22,44,11,11,22,24
2020-09-22,27,48,17,19,30,33
2020-09-23,12,49,4,5,8,9
2020-09-24,16,50,No data,5,8,10
2020-09-25,4,30,No data,2,12,16
2020-09-26,4,33,5,4,15,19
2020-09-27,10,35,8,8,19,23
2020-09-28,23,61,8,9,14,19
2020-09-29,18,51,7,7,14,18
2020-09-30,20,45,9,9,16,16
2020-10-01,24,62,8,7,15,18
2020-10-02,20,49,7,5,15,19
2020-10-03,14,61,12,11,20,18
2020-10-04,9,31,7,5,13,12
2020-10-05,12,39,3,3,9,10
2020-10-06,19,41,4,2,10,9
2020-10-07,12,28,4,4,12,13
2020-10-08,15,43,No data,5,8,10
2020-10-09,13,35,No data,7,10,12
2020-10-10,15,44,No data,6,8,9
2020-10-11,12,31,No data,6,8,11
2020-10-12,26,55,No data,7,12,15
2020-10-13,24,47,6,6,11,13
2020-10-14,23,71,8,8,17,20
2020-10-15,19,59,4,6,12,18
2020-10-16,24,78,6,7,14,20
2020-10-17,13,37,6,7,12,15
2020-10-18,14,35,6,8,11,15
2020-10-19,22,42,17,17,24,29
2020-10-20,13,29,9,7,20,19
2020-10-21,21,47,14,12,25,22
2020-10-22,15,30,5,4,11,14
2020-10-23,28,61,7,8,15,20
2020-10-24,14,35,6,6,12,15
2020-10-25,12,24,4,5,9,14
2020-10-26,13,33,5,6,10,12
2020-10-27,19,38,5,5,11,14
2020-10-28,18,38,6,5,11,17
2020-10-29,21,34,6,6,13,13
2020-10-30,25,54,6,6,12,13
2020-10-31,11,23,8,9,13,15
2020-11-01,7,13,7,7,17,18
2020-11-02,8,26,5,5,9,11
2020-11-03,22,47,6,6,11,16
2020-11-04,52,109,12,12,19,28
2020-11-05,48,76,38,29,47,41
2020-11-06,65,112,67,65,73,78
2020-11-07,43,84,35,No data,39,41
2020-11-08,49,89,43,No data,50,49
2020-11-09,35,62,25,25,30,29
2020-11-10,25,53,18,17,24,25
2020-11-11,14,25,11,8,16,20
2020-11-12,13,26,5,5,12,15
2020-11-13,17,34,6,4,13,17
2020-11-14,11,19,6,4,13,15
2020-11-15,7,10,5,3,11,13
2020-11-16,11,23,5,4,12,16
2020-11-17,11,22,3,3,7,9
2020-11-18,10,18,6,4,15,16
2020-11-19,22,47,10,6,15,20
2020-11-20,33,51,12,10,17,17
2020-11-21,11,24,6,3,10,10
2020-11-22,17,26,6,5,14,15
2020-11-23,35,56,9,8,15,15
2020-11-24,18,33,7,5,12,12
2020-11-25,37,78,11,8,19,18
2020-11-26,101,149,25,23,30,31
2020-11-27,56,132,20,12,24,27
2020-11-28,41,119,30,32,36,42
2020-11-29,28,47,30,28,35,35
2020-11-30,18,30,9,6,13,12
2020-12-01,34,76,7,6,14,15
2020-12-02,46,73,11,10,20,21
2020-12-03,23,55,7,4,10,12
2020-12-04,17,49,6,No data,7,9
2020-12-05,22,84,9,6,15,16
2020-12-06,15,41,10,7,11,13
2020-12-07,20,59,12,9,16,16
2020-12-08,46,72,12,10,16,17
2020-12-09,77,117,15,12,21,21
2020-12-10,23,40,11,11,19,20
