Date,PM10,PM2.5,NOx
2021-09-08,No data,No data,No data
2021-09-09,No data,No data,No data
2021-09-10,No data,No data,No data
2021-09-11,No data,No data,No data
2021-09-12,No data,No data,No data
2021-09-13,No data,No data,No data
2021-09-14,No data,No data,No data
2021-09-15,No data,No data,No data
2021-09-16,No data,No data,No data
2021-09-17,No data,No data,No data
2021-09-18,14,11,12
2021-09-19,11,6,13
2021-09-20,13,6,35
2021-09-21,15,8,26
2021-09-22,12,7,14
2021-09-23,17,8,10
2021-09-24,11,5,13
2021-09-25,7,5,12
2021-09-26,11,7,8
2021-09-27,8,5,7
2021-09-28,8,5,12
2021-09-29,10,5,12
2021-09-30,7,5,11
2021-10-01,9,5,7
2021-10-02,No data,4,10
2021-10-03,No data,No data,7
2021-10-04,No data,No data,12
2021-10-05,No data,No data,19
2021-10-06,No data,No data,12
2021-10-07,5,4,9
2021-10-08,No data,No data,10
2021-10-09,No data,No data,18
2021-10-10,No data,No data,11
2021-10-11,No data,No data,19
2021-10-12,No data,No data,25
2021-10-13,9,5,23
2021-10-14,11,5,15
2021-10-15,10,5,35
2021-10-16,14,11,19
2021-10-17,13,10,9
2021-10-18,14,11,12
2021-10-19,7,4,9
2021-10-20,11,4,21
2021-10-21,11,3,15
2021-10-22,8,3,17
2021-10-23,7,3,11
2021-10-24,9,6,11
2021-10-25,9,5,15
2021-10-26,8,4,8
2021-10-27,8,3,6
2021-10-28,8,4,11
2021-10-29,7,3,9
2021-10-30,6,4,9
2021-10-31,5,2,7
2021-11-01,7,2,8
2021-11-02,7,3,28
2021-11-03,9,6,34
2021-11-04,9,4,46
2021-11-05,26,22,65
2021-11-06,11,6,6
2021-11-07,23,9,9
2021-11-08,11,6,15
2021-11-09,8,6,15
2021-11-10,16,9,50
2021-11-11,12,12,25
2021-11-12,9,7,9
2021-11-13,11,9,22
2021-11-14,16,15,52
2021-11-15,22,20,45
2021-11-16,13,13,27
2021-11-17,22,10,14
2021-11-18,8,7,10
2021-11-19,7,6,19
2021-11-20,8,9,9
2021-11-21,7,5,15
2021-11-22,14,10,80
2021-11-23,9,9,38
2021-11-24,10,7,19
2021-11-25,10,6,36
2021-11-26,12,6,11
2021-11-27,8,5,9
2021-11-28,10,7,38
2021-11-29,16,12,69
2021-11-30,7,2,14
2021-12-01,11,3,18
2021-12-02,14,4,35
2021-12-03,13,6,36
2021-12-04,11,4,9
2021-12-05,8,3,23
2021-12-06,11,3,16
2021-12-07,8,2,11
2021-12-08,9,2,8
2021-12-09,13,4,14
2021-12-10,14,3,23
2021-12-11,11,4,15
2021-12-12,5,3,12
2021-12-13,14,8,42
2021-12-14,15,10,81
2021-12-15,10,5,45
2021-12-16,26,17,165
2021-12-17,26,19,79
2021-12-18,10,8,15
2021-12-19,No data,No data,27
2021-12-20,No data,No data,45
2021-12-21,No data,No data,14
2021-12-22,No data,No data,26
2021-12-23,No data,No data,33
2021-12-24,No data,No data,31
2021-12-25,No data,No data,10
2021-12-26,No data,No data,17
2021-12-27,No data,No data,23
2021-12-28,No data,No data,26
2021-12-29,No data,No data,10
2021-12-30,5,2,9
2021-12-31,13,5,6
2022-01-01,20,11,10
2022-01-02,12,6,7
2022-01-03,16,8,7
2022-01-04,12,4,14
2022-01-05,19,9,32
2022-01-06,8,6,15
2022-01-07,10,3,13
2022-01-08,14,6,12
2022-01-09,15,7,16
2022-01-10,12,8,16
2022-01-11,21,12,82
2022-01-12,18,11,66
2022-01-13,15,11,49
2022-01-14,21,18,56
2022-01-15,26,25,56
2022-01-16,18,10,20
2022-01-17,20,12,60
2022-01-18,22,19,93
2022-01-19,16,7,17
2022-01-20,18,7,48
2022-01-21,12,7,34
2022-01-22,No data,5,21
2022-01-23,No data,5,10
2022-01-24,No data,30,19
2022-01-25,32,25,31
2022-01-26,No data,No data,20
2022-01-27,No data,No data,22
2022-01-28,No data,No data,18
2022-01-29,No data,No data,8
2022-01-30,No data,No data,12
2022-01-31,No data,No data,14
2022-02-01,11,6,9
2022-02-02,14,6,15
2022-02-03,12,5,12
2022-02-04,12,4,11
2022-02-05,10,4,6
2022-02-06,14,5,6
2022-02-07,13,6,16
2022-02-08,No data,4,6
2022-02-09,No data,No data,No data
2022-02-10,No data,No data,No data
2022-02-11,12,5,18
2022-02-12,7,4,10
2022-02-13,6,3,11
2022-02-14,12,3,16
2022-02-15,16,6,13
2022-02-16,15,7,5
2022-02-17,15,6,12
2022-02-18,12,4,8
2022-02-19,No data,2,13
2022-02-20,No data,5,4
2022-02-21,No data,11,11
2022-02-22,No data,6,10
2022-02-23,No data,3,6
2022-02-24,10,4,7
2022-02-25,21,8,13
2022-02-26,16,7,10
2022-02-27,16,10,11
2022-02-28,16,9,24
2022-03-01,18,6,47
2022-03-02,17,15,27
2022-03-03,30,26,34
2022-03-04,12,4,28
2022-03-05,9,3,16
2022-03-06,14,5,21
2022-03-07,18,9,31
2022-03-08,30,21,19
2022-03-09,19,10,11
2022-03-10,13,6,11
2022-03-11,16,10,12
2022-03-12,10,4,7
2022-03-13,11,5,8
2022-03-14,14,5,13
2022-03-15,19,10,22
2022-03-16,21,12,22
2022-03-17,15,5,15
2022-03-18,22,11,38
2022-03-19,32,No data,15
2022-03-20,25,No data,19
2022-03-21,43,No data,37
2022-03-22,49,No data,48
2022-03-23,51,No data,78
2022-03-24,45,29,73
2022-03-25,57,35,75
2022-03-26,49,31,59
2022-03-27,21,12,19
2022-03-28,25,17,22
2022-03-29,43,30,50
2022-03-30,21,14,28
2022-03-31,9,2,20
2022-04-01,10,1,21
2022-04-02,15,8,32
2022-04-03,19,11,25
2022-04-04,11,3,10
2022-04-05,15,4,7
2022-04-06,9,2,5
2022-04-07,13,3,11
2022-04-08,10,2,27
2022-04-09,12,2,14
2022-04-10,12,5,16
2022-04-11,16,8,13
2022-04-12,30,21,34
2022-04-13,16,10,27
2022-04-14,17,12,31
2022-04-15,16,No data,16
2022-04-16,20,No data,22
2022-04-17,23,No data,10
2022-04-18,10,No data,10
2022-04-19,15,No data,27
2022-04-20,18,No data,25
2022-04-21,22,No data,22
2022-04-22,24,9,15
2022-04-23,25,10,10
2022-04-24,19,7,8
2022-04-25,19,6,23
2022-04-26,23,10,23
2022-04-27,20,6,25
2022-04-28,21,8,23
2022-04-29,31,14,29
2022-04-30,23,13,19
2022-05-01,16,9,14
2022-05-02,18,11,15
2022-05-03,20,12,17
2022-05-04,11,5,18
2022-05-05,13,4,18
2022-05-06,10,4,11
2022-05-07,13,6,16
2022-05-08,17,10,7
2022-05-09,17,7,11
2022-05-10,16,4,5
2022-05-11,11,2,9
2022-05-12,12,1,7
2022-05-13,24,6,5
2022-05-14,26,11,11
2022-05-15,24,12,13
2022-05-16,15,8,16
2022-05-17,14,6,8
2022-05-18,13,4,7
2022-05-19,13,3,11
2022-05-20,13,3,8
2022-05-21,13,3,6
2022-05-22,8,2,6
2022-05-23,10,1,10
2022-05-24,11,1,9
2022-05-25,11,1,8
2022-05-26,10,3,8
2022-05-27,20,4,9
2022-05-28,14,2,9
2022-05-29,7,0,11
2022-05-30,8,2,10
2022-05-31,10,3,13
2022-06-01,11,2,18
2022-06-02,16,9,16
2022-06-03,15,8,16
2022-06-04,14,6,12
2022-06-05,14,7,16
2022-06-06,13,6,22
2022-06-07,16,8,17
2022-06-08,10,3,10
2022-06-09,14,5,9
2022-06-10,21,8,5
2022-06-11,No data,4,3
2022-06-12,No data,4,4
2022-06-13,No data,2,13
2022-06-14,12,3,18
2022-06-15,18,6,31
2022-06-16,15,7,22
2022-06-17,20,7,9
2022-06-18,18,4,9
2022-06-19,16,5,8
2022-06-20,12,5,15
2022-06-21,16,7,22
2022-06-22,10,2,13
2022-06-23,17,8,20
2022-06-24,16,10,10
2022-06-25,9,0,6
2022-06-26,11,3,5
2022-06-27,11,3,8
2022-06-28,13,4,8
2022-06-29,9,4,14
2022-06-30,9,3,14
2022-07-01,9,3,12
2022-07-02,8,3,8
2022-07-03,8,2,7
2022-07-04,8,3,8
2022-07-05,9,2,13
2022-07-06,11,4,9
2022-07-07,11,5,13
2022-07-08,11,6,16
2022-07-09,8,4,9
2022-07-10,7,4,13
2022-07-11,13,8,22
2022-07-12,15,8,12
2022-07-13,No data,No data,13
2022-07-14,No data,No data,12
2022-07-15,No data,No data,13
2022-07-16,No data,No data,10
2022-07-17,No data,No data,11
2022-07-18,No data,No data,18
2022-07-19,28,13,18
2022-07-20,19,7,9
2022-07-21,11,4,12
2022-07-22,12,7,21
2022-07-23,11,7,12
2022-07-24,7,5,6
2022-07-25,No data,No data,No data
2022-07-26,No data,No data,No data
2022-07-27,12,6,12
2022-07-28,20,9,24
2022-07-29,22,10,17
2022-07-30,6,3,8
2022-07-31,7,2,8
2022-08-01,9,4,11
2022-08-02,4,1,5
2022-08-03,9,4,4
2022-08-04,10,2,7
2022-08-05,11,6,9
2022-08-06,10,5,12
2022-08-07,11,5,11
2022-08-08,12,9,18
2022-08-09,16,11,26
2022-08-10,23,13,26
2022-08-11,24,14,27
2022-08-12,22,12,27
2022-08-13,29,13,25
2022-08-14,26,14,19
2022-08-15,19,13,21
2022-08-16,13,10,12
2022-08-17,12,7,15
2022-08-18,12,9,9
2022-08-19,13,7,7
2022-08-20,12,8,4
2022-08-21,11,7,8
2022-08-22,9,7,18
2022-08-23,7,6,14
2022-08-24,9,7,14
2022-08-25,11,6,24
2022-08-26,11,7,14
2022-08-27,8,4,13
2022-08-28,12,9,17
2022-08-29,10,8,15
2022-08-30,11,6,20
2022-08-31,14,6,21
