Date,PM2.5_1,PM10_1,PM10_2,NOx_1,NOx_2
2019-05-20,8,12,20,20,82
2019-05-21,7,11,20,23,84
2019-05-22,9,13,19,44,91
2019-05-23,9,12,19,35,74
2019-05-24,9,13,19,22,47
2019-05-25,11,14,20,14,31
2019-05-26,7,8,15,14,22
2019-05-27,7,8,22,13,19
2019-05-28,5,2,16,16,42
2019-05-29,7,8,13,28,51
2019-05-30,7,12,20,19,23
2019-05-31,5,9,11,22,47
2019-06-01,7,8,13,33,52
2019-06-02,9,10,19,15,34
2019-06-03,8,13,18,24,33
2019-06-04,9,11,20,26,53
2019-06-05,5,6,16,27,29
2019-06-06,6,7,14,30,56
2019-06-07,7,6,15,25,92
2019-06-08,7,7,23,11,19
2019-06-09,6,5,18,19,37
2019-06-10,7,5,19,36,146
2019-06-11,5,3,10,17,106
2019-06-12,5,4,18,23,125
2019-06-13,5,3,9,22,48
2019-06-14,5,4,No data,30,74
2019-06-15,6,4,11,23,41
2019-06-16,6,6,14,20,54
2019-06-17,7,7,16,16,59
2019-06-18,10,8,17,40,78
2019-06-19,10,9,19,24,73
2019-06-20,5,6,16,19,30
2019-06-21,6,7,17,19,35
2019-06-22,7,7,16,29,60
2019-06-23,16,17,28,18,67
2019-06-24,20,22,33,25,69
2019-06-25,13,13,26,26,116
2019-06-26,6,13,27,13,104
2019-06-27,4,17,24,12,80
2019-06-28,8,21,25,17,73
2019-06-29,14,31,30,19,46
2019-06-30,3,No data,18,8,14
2019-07-01,2,No data,No data,14,33
2019-07-02,4,No data,No data,18,110
2019-07-03,7,No data,No data,21,137
2019-07-04,8,23,No data,29,89
2019-07-05,9,24,No data,29,69
2019-07-06,25,37,21,36,76
2019-07-07,9,23,21,13,53
2019-07-08,10,20,23,22,64
2019-07-09,8,18,17,17,35
2019-07-10,6,13,12,No data,30
2019-07-11,4,12,10,No data,27
2019-07-12,4,8,11,12,42
2019-07-13,5,11,18,13,73
2019-07-14,6,12,15,11,62
2019-07-15,5,14,16,18,77
2019-07-16,9,21,20,26,64
2019-07-17,9,22,20,28,54
2019-07-18,4,15,14,16,26
2019-07-19,4,11,10,30,68
2019-07-20,5,13,11,12,22
2019-07-21,3,12,9,18,53
2019-07-22,5,13,12,19,42
2019-07-23,8,22,17,37,65
2019-07-24,8,20,No data,20,41
2019-07-25,No data,No data,17,31,62
2019-07-26,No data,No data,19,18,35
2019-07-27,No data,No data,14,11,38
2019-07-28,No data,No data,13,No data,17
2019-07-29,No data,No data,14,No data,53
2019-07-30,8,15,14,No data,47
2019-07-31,6,15,13,No data,25
2019-08-01,8,15,16,No data,92
2019-08-02,12,21,22,No data,117
2019-08-03,11,21,18,No data,32
2019-08-04,9,17,14,No data,44
2019-08-05,6,16,13,No data,31
2019-08-06,5,16,10,No data,46
2019-08-07,No data,No data,10,No data,27
2019-08-08,No data,No data,11,No data,36
2019-08-09,No data,No data,14,No data,50
2019-08-10,No data,No data,15,No data,25
2019-08-11,No data,No data,10,No data,22
2019-08-12,No data,No data,12,No data,53
2019-08-13,No data,No data,10,No data,47
2019-08-14,No data,No data,No data,No data,47
2019-08-15,No data,No data,No data,No data,26
2019-08-16,No data,No data,No data,No data,69
2019-08-17,No data,No data,16,No data,27
2019-08-18,No data,No data,14,No data,21
2019-08-19,No data,No data,13,No data,36
2019-08-20,No data,No data,16,No data,35
2019-08-21,No data,No data,13,No data,67
2019-08-22,No data,No data,11,No data,35
2019-08-23,No data,No data,14,No data,52
2019-08-24,No data,No data,22,No data,61
2019-08-25,No data,No data,26,No data,47
2019-08-26,No data,No data,28,No data,48
2019-08-27,No data,No data,14,No data,65
2019-08-28,No data,No data,8,No data,55
2019-08-29,No data,No data,13,No data,81
2019-08-30,No data,No data,16,No data,59
2019-08-31,4,No data,12,No data,36
2019-09-01,0,No data,13,No data,28
2019-09-02,1,No data,12,No data,42
2019-09-03,1,No data,12,No data,42
2019-09-04,2,No data,No data,No data,25
2019-09-05,2,12,No data,18,56
2019-09-06,2,16,16,28,36
2019-09-07,3,12,16,27,81
2019-09-08,6,13,17,32,64
2019-09-09,3,9,11,35,57
2019-09-10,2,12,15,21,71
2019-09-11,2,13,11,28,35
2019-09-12,1,11,10,23,37
2019-09-13,3,13,21,29,142
2019-09-14,8,18,22,49,83
2019-09-15,8,17,17,19,28
2019-09-16,6,12,13,27,69
2019-09-17,4,14,21,27,133
2019-09-18,8,23,27,74,153
2019-09-19,10,25,28,95,148
2019-09-20,No data,21,26,35,96
2019-09-21,No data,23,24,26,52
2019-09-22,No data,13,14,21,54
2019-09-23,No data,9,9,22,43
2019-09-24,No data,11,13,21,54
2019-09-25,0,8,8,15,40
2019-09-26,1,11,12,15,41
2019-09-27,2,13,15,17,46
2019-09-28,1,12,12,15,34
2019-09-29,-1,5,10,11,24
2019-09-30,2,12,14,63,112
2019-10-01,0,9,14,26,70
2019-10-02,6,17,20,72,122
2019-10-03,6,16,16,42,76
2019-10-04,No data,31,29,61,94
2019-10-05,No data,14,15,49,87
2019-10-06,No data,15,16,14,26
2019-10-07,No data,22,18,42,73
2019-10-08,No data,27,20,30,43
2019-10-09,4,15,13,34,52
2019-10-10,5,20,18,25,57
2019-10-11,4,11,10,22,53
2019-10-12,2,7,7,31,60
2019-10-13,3,9,9,29,73
2019-10-14,5,10,13,39,173
2019-10-15,7,14,13,40,76
2019-10-16,7,22,16,52,82
2019-10-17,4,14,No data,72,123
2019-10-18,3,13,No data,25,66
2019-10-19,7,16,No data,59,83
2019-10-20,8,13,No data,27,90
2019-10-21,6,15,No data,33,123
2019-10-22,11,24,No data,114,155
2019-10-23,14,22,No data,73,124
2019-10-24,11,20,20,85,114
2019-10-25,No data,No data,11,No data,61
2019-10-26,No data,No data,15,No data,75
2019-10-27,No data,No data,19,No data,138
2019-10-28,No data,No data,33,No data,260
2019-10-29,No data,No data,17,No data,127
2019-10-30,No data,No data,25,No data,120
2019-10-31,No data,No data,35,No data,134
2019-11-01,No data,No data,9,No data,56
2019-11-02,No data,No data,13,No data,21
2019-11-03,No data,No data,13,No data,42
2019-11-04,No data,No data,21,No data,151
2019-11-05,13,21,24,22,112
2019-11-06,12,22,24,70,102
2019-11-07,9,19,17,107,93
2019-11-08,14,22,23,116,213
2019-11-09,22,26,22,76,143
2019-11-10,12,17,18,47,107
2019-11-11,8,15,15,23,39
2019-11-12,6,14,14,16,36
2019-11-13,6,13,14,44,64
2019-11-14,6,8,11,33,180
2019-11-15,7,12,17,20,119
2019-11-16,16,23,28,57,144
2019-11-17,18,23,26,46,143
2019-11-18,14,24,26,116,190
2019-11-19,15,23,25,77,141
2019-11-20,6,16,18,26,39
2019-11-21,16,24,32,33,163
2019-11-22,5,11,14,45,98
2019-11-23,15,20,23,33,148
2019-11-24,15,21,21,40,81
2019-11-25,5,11,11,39,57
2019-11-26,8,20,21,26,45
2019-11-27,7,11,17,51,152
2019-11-28,11,19,19,52,100
2019-11-29,17,25,35,80,262
2019-11-30,13,18,24,41,156
2019-12-01,16,19,23,35,130
2019-12-02,28,38,40,297,377
2019-12-03,23,32,35,179,245
2019-12-04,30,38,38,199,254
2019-12-05,18,24,25,130,177
2019-12-06,8,12,13,25,35
2019-12-07,8,15,15,25,34
2019-12-08,9,19,21,10,18
2019-12-09,12,21,24,47,79
2019-12-10,8,14,16,32,58
2019-12-11,8,15,16,50,63
2019-12-12,6,10,11,46,58
2019-12-13,9,19,20,20,45
2019-12-14,9,19,21,19,27
2019-12-15,7,11,11,17,21
2019-12-16,15,25,32,132,200
2019-12-17,22,31,33,130,187
2019-12-18,5,12,12,49,66
2019-12-19,5,14,15,31,25
2019-12-20,6,11,11,64,83
2019-12-21,3,10,10,28,44
2019-12-22,5,12,13,22,26
2019-12-23,7,21,21,31,40
2019-12-24,9,23,23,17,31
2019-12-25,11,17,18,58,82
2019-12-26,9,12,13,22,30
2019-12-27,14,16,16,49,74
2019-12-28,8,10,11,50,88
2019-12-29,14,18,18,32,43
2019-12-30,26,32,36,252,322
2019-12-31,22,29,32,87,171
2020-01-01,18,22,21,29,51
2020-01-02,8,13,15,19,31
2020-01-03,9,14,17,22,57
2020-01-04,6,13,13,24,32
2020-01-05,5,9,9,15,18
2020-01-06,10,22,23,21,28
2020-01-07,No data,No data,18,21,37
2020-01-08,No data,No data,No data,32,41
2020-01-09,No data,No data,No data,25,84
2020-01-10,No data,No data,No data,32,52
2020-01-11,4,14,No data,9,13
2020-01-12,4,11,No data,15,20
2020-01-13,3,12,No data,27,41
2020-01-14,6,13,14,16,22
2020-01-15,No data,No data,13,No data,41
2020-01-16,No data,No data,19,No data,33
2020-01-17,5,11,10,25,37
2020-01-18,19,27,27,151,237
2020-01-19,30,38,37,267,372
2020-01-20,37,45,44,286,366
2020-01-21,34,42,37,285,341
2020-01-22,24,32,39,178,370
2020-01-23,19,23,29,34,182
2020-01-24,12,16,21,43,136
2020-01-25,22,32,32,31,49
2020-01-26,10,16,18,22,34
2020-01-27,6,10,11,35,75
2020-01-28,6,14,14,22,38
2020-01-29,9,23,22,29,39
2020-01-30,6,8,9,29,42
2020-01-31,8,5,6,25,47
2020-02-01,15,29,32,13,22
2020-02-02,15,25,26,14,27
2020-02-03,14,27,28,19,36
2020-02-04,10,19,19,19,46
2020-02-05,17,29,30,117,153
2020-02-06,24,31,33,120,184
2020-02-07,19,27,29,32,51
2020-02-08,10,21,23,13,21
2020-02-09,12,20,22,6,8
2020-02-10,12,21,22,12,23
2020-02-11,10,19,20,11,27
2020-02-12,8,15,15,23,39
2020-02-13,9,12,12,21,48
2020-02-14,12,18,19,50,83
2020-02-15,8,10,5,10,18
2020-02-16,10,14,11,9,12
2020-02-17,11,21,19,14,24
2020-02-18,10,20,16,15,25
2020-02-19,10,17,14,27,40
2020-02-20,6,14,11,12,29
2020-02-21,8,24,22,15,24
2020-02-22,9,23,24,7,16
2020-02-23,4,10,12,14,35
2020-02-24,4,11,10,13,23
2020-02-25,4,11,11,15,32
2020-02-26,5,13,16,15,36
2020-02-27,5,11,15,29,87
2020-02-28,4,11,11,26,50
2020-02-29,5,13,15,10,17
2020-03-01,5,11,12,16,36
2020-03-02,4,11,14,19,48
2020-03-03,6,18,20,20,44
2020-03-04,6,12,16,36,126
2020-03-05,12,18,23,29,104
2020-03-06,15,24,32,102,179
2020-03-07,7,21,19,19,29
2020-03-08,5,14,14,9,14
2020-03-09,6,19,18,14,26
2020-03-10,2,8,9,10,18
2020-03-11,4,13,11,14,24
2020-03-12,7,21,22,12,22
2020-03-13,7,20,21,15,28
2020-03-14,4,11,11,25,37
2020-03-15,4,10,10,13,25
2020-03-16,7,17,18,73,100
2020-03-17,5,14,14,17,32
2020-03-18,4,9,8,17,41
2020-03-19,6,10,No data,20,102
2020-03-20,5,12,No data,14,71
2020-03-21,7,No data,18,11,43
2020-03-22,No data,No data,24,12,39
2020-03-23,No data,No data,30,27,74
2020-03-24,No data,No data,32,38,67
2020-03-25,22,30,35,42,96
2020-03-26,22,32,40,30,81
2020-03-27,30,41,46,20,53
2020-03-28,15,23,25,10,19
2020-03-29,5,15,18,5,11
2020-03-30,6,11,16,12,43
2020-03-31,7,13,18,13,44
2020-04-01,8,14,19,36,64
2020-04-02,8,16,16,12,16
2020-04-03,7,14,14,17,25
2020-04-04,9,13,15,16,40
2020-04-05,10,18,19,10,14
2020-04-06,7,15,17,10,14
2020-04-07,9,19,22,29,66
2020-04-08,17,27,32,41,92
2020-04-09,31,41,47,30,62
2020-04-10,26,37,39,22,32
2020-04-11,23,32,33,23,33
2020-04-12,25,33,35,19,25
2020-04-13,7,18,23,4,14
2020-04-14,9,17,28,13,48
2020-04-15,17,26,28,27,64
2020-04-16,27,39,46,29,67
2020-04-17,18,27,28,18,46
2020-04-18,8,12,12,10,36
2020-04-19,12,19,19,9,18
2020-04-20,9,21,24,10,34
2020-04-21,10,25,29,10,45
2020-04-22,15,31,35,10,46
2020-04-23,19,34,38,13,49
2020-04-24,24,35,39,18,59
2020-04-25,20,28,29,14,34
2020-04-26,14,22,24,10,23
2020-04-27,16,25,28,11,48
2020-04-28,7,10,12,13,57
2020-04-29,6,13,18,9,16
2020-04-30,3,10,13,7,14
2020-05-01,5,14,17,8,9
2020-05-02,5,10,12,10,14
2020-05-03,9,13,16,11,31
2020-05-04,13,19,25,11,57
2020-05-05,6,15,20,9,33
2020-05-06,12,20,25,14,48
2020-05-07,18,26,29,18,51
2020-05-08,21,24,24,22,51
2020-05-09,20,21,23,16,36
2020-05-10,13,15,26,7,21
2020-05-11,8,17,40,7,38
2020-05-12,9,14,23,20,54
2020-05-13,8,11,25,11,62
2020-05-14,10,14,19,No data,62
2020-05-15,8,12,16,No data,43
2020-05-16,9,12,13,6,12
2020-05-17,10,12,15,5,7
2020-05-18,10,15,17,8,10
2020-05-19,8,11,13,7,10
2020-05-20,8,13,18,16,45
2020-05-21,8,16,22,9,19
2020-05-22,11,33,52,5,8
2020-05-23,9,28,42,3,4
2020-05-24,9,23,32,4,5
2020-05-25,8,15,21,14,26
2020-05-26,6,15,28,18,36
2020-05-27,8,16,25,12,65
2020-05-28,7,16,22,10,44
2020-05-29,8,18,20,11,41
2020-05-30,10,20,22,9,33
2020-05-31,9,17,19,6,25
2020-06-01,6,15,21,11,66
2020-06-02,9,19,29,13,52
2020-06-03,12,17,21,16,73
2020-06-04,5,10,20,9,33
2020-06-05,4,11,30,7,19
2020-06-06,5,11,12,5,9
2020-06-07,6,11,14,12,30
2020-06-08,7,13,15,9,48
2020-06-09,10,18,19,15,36
2020-06-10,7,13,16,11,35
2020-06-11,9,14,18,11,60
2020-06-12,11,16,19,13,57
2020-06-13,7,10,15,9,31
2020-06-14,6,10,9,8,17
2020-06-15,6,11,13,16,44
2020-06-16,6,11,14,18,54
2020-06-17,7,13,18,20,67
2020-06-18,5,7,11,19,91
2020-06-19,4,8,9,9,17
2020-06-20,5,10,15,7,18
2020-06-21,8,19,25,3,9
2020-06-22,9,20,26,8,29
2020-06-23,10,19,23,15,42
2020-06-24,14,23,26,23,64
2020-06-25,13,23,23,16,44
2020-06-26,14,21,23,9,28
2020-06-27,5,9,13,6,12
2020-06-28,6,14,21,7,7
2020-06-29,8,20,26,6,11
2020-06-30,5,9,8,10,20
2020-07-01,6,9,9,8,16
2020-07-02,8,11,11,7,14
2020-07-03,8,10,10,8,14
2020-07-04,6,6,5,6,11
2020-07-05,11,18,23,4,6
2020-07-06,10,13,16,7,19
2020-07-07,9,15,14,9,18
2020-07-08,7,6,4,8,16
2020-07-09,No data,8,5,10,No data
2020-07-10,No data,10,No data,7,35
2020-07-11,No data,9,No data,21,45
2020-07-12,No data,10,No data,9,23
2020-07-13,No data,10,No data,10,18
2020-07-14,No data,10,11,10,33
2020-07-15,No data,10,10,10,24
2020-07-16,5,10,10,10,26
2020-07-17,8,13,16,10,18
2020-07-18,4,8,10,7,12
2020-07-19,6,10,14,7,48
2020-07-20,7,12,14,11,85
2020-07-21,6,11,13,16,60
2020-07-22,No data,No data,18,27,79
2020-07-23,No data,No data,9,9,16
2020-07-24,No data,No data,7,9,16
2020-07-25,No data,No data,6,9,17
2020-07-26,No data,No data,12,6,9
2020-07-27,No data,No data,9,10,19
2020-07-28,8,13,14,9,21
2020-07-29,6,13,14,30,62
2020-07-30,6,14,13,20,50
2020-07-31,11,22,22,20,45
2020-08-01,6,11,11,7,14
2020-08-02,6,10,9,7,12
2020-08-03,6,8,10,22,53
2020-08-04,No data,No data,13,No data,72
2020-08-05,3,10,11,No data,27
2020-08-06,3,7,8,14,42
2020-08-07,6,15,16,31,84
2020-08-08,5,16,18,9,67
2020-08-09,13,19,22,6,49
2020-08-10,19,41,41,13,61
2020-08-11,20,38,39,17,62
2020-08-12,17,34,34,16,67
2020-08-13,21,31,39,13,112
2020-08-14,22,29,33,17,114
2020-08-15,17,22,28,19,95
2020-08-16,7,12,13,14,38
2020-08-17,7,11,13,22,42
2020-08-18,4,9,10,14,36
2020-08-19,3,7,9,12,34
2020-08-20,9,24,25,10,31
2020-08-21,9,19,No data,7,15
2020-08-22,6,15,No data,4,11
2020-08-23,6,13,No data,4,12
2020-08-24,No data,6,No data,12,34
2020-08-25,No data,10,14,7,15
2020-08-26,3,14,14,8,22
2020-08-27,3,12,14,25,65
2020-08-28,2,7,10,15,73
2020-08-29,6,12,12,8,61
2020-08-30,6,13,16,13,68
2020-08-31,9,16,18,31,71
2020-09-01,9,19,20,39,96
2020-09-02,9,19,20,23,77
2020-09-03,5,11,13,12,25
2020-09-04,8,23,24,13,30
2020-09-05,5,15,15,7,18
2020-09-06,7,15,16,14,27
2020-09-07,6,15,18,36,66
2020-09-08,4,10,11,11,20
2020-09-09,4,13,15,13,39
2020-09-10,7,17,18,38,84
2020-09-11,5,17,No data,48,71
2020-09-12,6,14,15,9,18
2020-09-13,5,11,11,13,24
2020-09-14,10,22,24,51,112
2020-09-15,16,30,26,39,82
2020-09-16,18,27,33,17,115
2020-09-17,8,25,28,12,105
2020-09-18,6,22,25,16,115
2020-09-19,10,25,28,11,86
2020-09-20,10,24,26,11,87
2020-09-21,14,28,29,35,89
2020-09-22,18,31,31,53,93
2020-09-23,7,11,11,15,33
2020-09-24,4,12,9,26,49
2020-09-25,4,11,13,11,42
2020-09-26,3,10,12,10,55
2020-09-27,8,17,16,24,57
2020-09-28,9,19,17,72,137
2020-09-29,6,13,16,29,92
2020-09-30,5,11,12,33,66
2020-10-01,4,11,10,18,44
2020-10-02,5,8,12,14,105
2020-10-03,5,8,11,11,49
2020-10-04,4,9,11,12,26
2020-10-05,6,15,15,18,30
2020-10-06,4,14,13,11,22
2020-10-07,5,14,14,14,31
2020-10-08,4,10,13,26,47
2020-10-09,5,13,16,51,86
2020-10-10,3,10,12,13,24
2020-10-11,7,13,12,43,59
2020-10-12,6,13,16,44,94
2020-10-13,3,10,13,19,75
2020-10-14,7,17,25,24,139
2020-10-15,8,17,23,37,129
2020-10-16,9,18,26,31,156
2020-10-17,6,14,20,18,113
2020-10-18,16,22,24,58,87
2020-10-19,10,19,23,35,64
2020-10-20,8,16,18,20,44
2020-10-21,9,13,17,29,102
2020-10-22,5,13,15,26,45
2020-10-23,6,14,15,26,52
2020-10-24,4,9,10,11,19
2020-10-25,3,11,13,12,19
2020-10-26,5,14,16,21,38
2020-10-27,4,14,15,16,35
2020-10-28,4,14,17,18,37
2020-10-29,5,13,14,17,35
2020-10-30,6,8,10,22,36
2020-10-31,7,18,19,10,18
2020-11-01,7,16,No data,7,14
2020-11-02,6,17,No data,14,26
2020-11-03,7,17,16,39,63
2020-11-04,22,36,35,182,284
2020-11-05,58,71,67,181,295
2020-11-06,34,42,55,62,191
2020-11-07,33,43,49,44,122
2020-11-08,23,29,32,38,93
2020-11-09,10,16,18,24,55
2020-11-10,4,11,13,29,62
2020-11-11,5,12,13,27,31
2020-11-12,4,16,16,15,31
2020-11-13,5,17,18,25,40
2020-11-14,5,14,16,13,18
2020-11-15,4,13,14,8,10
2020-11-16,6,16,16,13,21
2020-11-17,4,11,13,12,22
2020-11-18,7,23,21,11,24
2020-11-19,7,15,18,34,53
2020-11-20,6,11,13,64,102
2020-11-21,4,9,9,13,12
2020-11-22,14,20,21,85,112
2020-11-23,11,18,22,78,145
2020-11-24,9,20,20,19,40
2020-11-25,14,24,29,127,182
2020-11-26,26,37,40,234,326
2020-11-27,21,26,33,114,241
2020-11-28,33,39,43,47,140
2020-11-29,31,35,41,34,85
2020-11-30,12,18,20,29,45
2020-12-01,9,20,36,63,149
2020-12-02,13,26,31,107,171
2020-12-03,3,7,9,28,53
2020-12-04,4,11,13,20,37
2020-12-05,5,12,15,22,89
2020-12-06,16,24,27,64,121
2020-12-07,18,23,35,80,213
2020-12-08,10,16,17,105,126
2020-12-09,6,18,18,39,68
2020-12-10,4,9,9,25,40
2020-12-11,5,13,13,57,97
2020-12-12,10,16,16,38,58
2020-12-13,5,12,13,17,38
2020-12-14,6,20,21,17,37
2020-12-15,6,15,20,46,79
2020-12-16,5,12,13,39,55
2020-12-17,4,13,17,22,50
2020-12-18,1,5,8,12,17
2020-12-19,4,12,15,13,23
2020-12-20,4,10,13,21,30
2020-12-21,0,4,8,24,60
2020-12-22,8,13,17,53,129
2020-12-23,2,6,10,29,71
2020-12-24,2,10,15,13,55
2020-12-25,6,13,15,34,50
2020-12-26,0,4,7,8,9
2020-12-27,2,9,11,11,19
2020-12-28,8,13,14,44,89
2020-12-29,13,18,18,70,128
2020-12-30,25,34,33,189,233
2020-12-31,60,68,50,330,377
2021-01-01,54,57,56,164,208
2021-01-02,7,11,11,59,103
2021-01-03,8,11,No data,19,57
2021-01-04,5,10,No data,17,84
2021-01-05,5,10,No data,23,80
2021-01-06,No data,No data,No data,43,134
2021-01-07,No data,No data,No data,138,198
2021-01-08,No data,No data,No data,77,227
2021-01-09,15,18,No data,21,80
2021-01-10,19,24,No data,53,99
2021-01-11,2,8,No data,14,22
2021-01-12,5,10,14,26,97
2021-01-13,5,9,11,23,36
2021-01-14,No data,No data,9,No data,68
2021-01-15,No data,No data,23,No data,90
2021-01-16,6,12,13,17,34
2021-01-17,7,18,19,16,23
2021-01-18,2,8,9,19,37
2021-01-19,0,4,7,11,16
2021-01-20,3,5,9,8,14
2021-01-21,3,10,10,23,32
2021-01-22,9,17,21,123,195
2021-01-23,12,20,22,84,134
2021-01-24,8,11,13,37,69
2021-01-25,15,24,23,146,193
2021-01-26,9,13,14,91,133
2021-01-27,3,7,12,44,67
2021-01-28,5,13,20,19,28
2021-01-29,6,22,26,18,24
2021-01-30,3,7,12,11,45
2021-01-31,7,13,18,20,65
2021-02-01,16,21,29,29,104
2021-02-02,6,15,19,20,40
2021-02-03,4,13,15,30,52
2021-02-04,5,10,19,51,126
2021-02-05,4,7,10,34,59
2021-02-06,8,12,20,49,106
2021-02-07,6,16,21,8,29
2021-02-08,2,8,17,12,62
2021-02-09,3,12,21,No data,76
2021-02-10,4,14,27,No data,118
2021-02-11,11,18,23,23,64
2021-02-12,12,21,27,20,69
2021-02-13,14,22,22,17,24
2021-02-14,8,15,20,14,15
2021-02-15,5,12,16,32,71
2021-02-16,5,14,17,19,39
2021-02-17,4,15,17,15,42
2021-02-18,4,16,16,14,33
2021-02-19,4,14,15,15,27
2021-02-20,13,29,29,10,20
2021-02-21,7,17,18,16,31
2021-02-22,9,13,16,No data,75
2021-02-23,3,14,17,No data,36
2021-02-24,7,19,22,12,31
2021-02-25,6,18,20,27,41
2021-02-26,17,32,32,109,190
2021-02-27,21,29,36,78,148
2021-02-28,16,23,32,30,74
2021-03-01,20,26,39,26,96
2021-03-02,33,40,53,34,119
2021-03-03,45,55,63,61,182
2021-03-04,27,35,49,38,124
2021-03-05,4,14,35,21,114
2021-03-06,9,17,25,31,85
2021-03-07,24,33,35,77,111
2021-03-08,21,34,No data,90,118
2021-03-09,11,23,25,40,68
2021-03-10,4,10,14,12,40
2021-03-11,6,20,19,11,17
2021-03-12,2,13,13,11,28
